cell_type	Slc1a2	Slc1a3	Aldh1l1	Pecam1	Cdh5	Kdr	Ptprc	Tyrobp	C1qa	Lyz2
Astrocyte	0.9701322786888019	0.9080532203005912	0.5252132463786259	0.14518986182024296	0.06452391167516039	0.054425243942168	0.23922992720026892	0.36034263558704893	0.6813300228392243	0.1126238096107468
Endothelial	0.19259400430242293	0.11932959430176475	0.00640034859671246	0.9477559303349793	0.8534341738808816	0.7694506136622409	0.2263354444022458	0.35662410987309945	0.6984901259271885	0.11707776277085721
