elapsed_seconds	rss_bytes
0.03	3141632
1.03	150970368
2.05	262955008
3.05	444760064
4.06	461692928
5.08	602451968
6.09	611418112
7.11	783929344
8.12	846467072
9.16	985522176
10.16	992735232
11.17	989319168
12.2	964923392
13.22	1004544000
14.22	1048518656
15.23	1053839360
16.27	1007083520
17.28	975585280
18.3	1076842496
19.31	1084207104
20.33	915398656
21.34	911667200
22.36	859607040
23.38	881766400
24.39	872140800
25.41	867577856
26.41	831614976
27.44	780283904
28.45	803278848
29.48	741400576
30.5	931278848
31.52	840417280
32.53	845520896
33.56	926818304
34.59	850096128
35.61	830287872
36.62	851709952
37.62	834252800
38.66	789336064
39.67	814088192
40.7	926724096
41.7	823345152
42.72	819277824
43.72	903864320
44.73	826105856
45.75	822161408
46.77	820469760
47.78	873099264
48.8	856281088
49.81	815472640
50.83	917499904
51.86	785010688
52.89	794566656
53.92	905916416
54.95	786440192
55.97	917209088
56.98	861310976
58.0	829489152
59.02	934830080
60.03	843214848
61.06	861696000
62.08	929816576
63.11	844935168
64.12	815075328
65.14	921841664
66.16	822018048
67.19	753414144
68.2	778571776
69.22	882548736
70.23	885919744
71.25	809443328
72.28	737558528
73.3	891744256
74.33	812027904
75.38	855334912
76.39	784138240
77.41	885944320
78.44	879845376
79.45	841674752
80.47	856625152
81.47	815144960
82.48	783519744
83.5	806404096
84.52	698945536
85.52	872304640
86.53	860540928
87.55	892157952
88.56	888467456
89.58	835960832
90.59	808595456
91.59	823902208
92.61	802828288
93.62	883089408
94.64	786288640
95.64	840699904
96.66	878993408
97.67	895832064
98.67	892997632
99.69	886870016
100.7	876765184
101.72	788897792
102.72	813428736
103.73	839704576
104.75	784285696
105.75	842346496
106.77	849567744
107.78	884416512
108.78	883392512
109.8	878690304
110.81	729391104
111.83	791781376
112.84	831229952
113.86	813215744
114.86	855162880
115.88	839348224
116.89	871731200
117.91	896876544
118.92	886566912
119.92	769335296
120.94	741019648
121.95	760438784
122.97	749891584
123.98	899190784
125.0	947355648
126.02	901120000
127.02	899854336
128.05	898953216
129.08	888483840
130.11	901304320
131.12	901619712
132.14	896540672
133.17	903008256
134.19	904433664
135.2	906702848
136.22	907685888
137.23	916295680
138.25	914337792
139.27	919904256
140.28	919629824
141.3	683655168
142.31	728416256
143.33	733847552
144.33	735096832
145.34	736038912
146.36	736489472
147.38	726151168
148.39	742801408
149.41	744275968
150.42	739581952
151.42	739184640
152.44	740864000
153.45	726999040
154.45	742383616
155.47	745201664
156.48	737378304
157.5	728813568
158.5	722997248
159.52	723886080
160.52	725327872
161.53	726339584
162.55	727015424
163.55	728293376
164.58	728928256
165.59	718393344
166.61	723451904
167.62	724320256
168.62	724922368
169.64	725942272
170.66	744288256
171.66	736333824
172.67	745357312
173.69	736698368
174.69	743976960
175.7	744935424
176.72	816988160
177.75	815616000
