dataset	sample	condition	config	cell_type	gene	raw_detection	corrected_detection_gt0	corrected_detection_ge1	raw_mean_count	corrected_mean_estimated_count	raw_mean_logcp10k	corrected_mean_logcp10k
GSE245386	GSM7841721	Sham	primary	Astrocyte	Slc1a2	0.9906890130353954	0.9906890130353954	0.9292364990689131	69.07262569832413	66.39613827075284	4.2585308405828854	4.27548717366599
GSE245386	GSM7841721	Sham	primary	Astrocyte	Slc1a3	0.9273743016759894	0.9273743016759894	0.8603351955307361	24.135940409683418	23.57560785302541	3.068453157854649	3.1712254917442104
GSE245386	GSM7841721	Sham	primary	Astrocyte	Aldh1l1	0.5400372439478591	0.5400372439478591	0.2774674115456236	1.1675977653631326	1.1187428130200054	0.6717170163788183	0.7062299910248998
GSE245386	GSM7841721	Sham	primary	Astrocyte	Pecam1	0.10614525139664797	0.10614525139664797	0.0037243947858473	0.13966480446927365	0.013924073198701446	0.09402555428808869	0.014230298968704674
GSE245386	GSM7841721	Sham	primary	Astrocyte	Cdh5	0.050279329608938536	0.050279329608938536	0.0	0.06517690875232772	0.00206419726867502	0.03811653068985116	0.0017773408965373254
GSE245386	GSM7841721	Sham	primary	Astrocyte	Kdr	0.04469273743016759	0.04469273743016759	0.00186219739292365	0.06703910614525138	0.009372793704334243	0.04293893053411665	0.010054754524909414
GSE245386	GSM7841721	Sham	primary	Astrocyte	Ptprc	0.2234636871508378	0.2234636871508378	0.02979515828677841	0.9031657355679729	0.6043229326347437	0.2622703834754524	0.09148989566575172
GSE245386	GSM7841721	Sham	primary	Astrocyte	Tyrobp	0.32960893854748574	0.32960893854748574	0.027932960893854757	0.7709497206703938	0.3007822140117299	0.431992616999558	0.07493320894851194
GSE245386	GSM7841721	Sham	primary	Astrocyte	C1qa	0.6405959031657391	0.6405959031657391	0.03165735567970206	2.567970204841724	1.088818185653814	0.9343714641699883	0.12320473195605992
GSE245386	GSM7841721	Sham	primary	Astrocyte	Lyz2	0.10428305400372433	0.10428305400372433	0.0037243947858473	0.15456238361266286	0.009190719759193862	0.10181027228901562	0.006566578033841663
GSE245386	GSM7841721	Sham	primary	Astrocyte	Spp1	0.0037243947858473	0.0037243947858473	0.0	0.0037243947858473	7.306332619844418e-14	0.005397889720364245	1.3979488868282692e-13
GSE245386	GSM7841721	Sham	primary	Astrocyte	Timp3	0.6927374301676028	0.6927374301676028	0.4823091247672249	2.703910614525146	2.45934125552003	1.0990422311479802	1.093100626986671
GSE245386	GSM7841721	Sham	primary	Astrocyte	Ptn	0.9404096834264554	0.9404096834264554	0.8249534450651858	17.40968342644322	16.574646001078822	2.8009835703420847	2.835894089145425
GSE245386	GSM7841721	Sham	primary	Astrocyte	Plat	0.16759776536312837	0.16759776536312837	0.022346368715083803	0.23649906890130337	0.11615135604703075	0.1478500547888143	0.09516457524717206
GSE245386	GSM7841721	Sham	primary	Astrocyte	Ptprz1	0.8919925512104391	0.8919925512104391	0.785847299813788	16.625698324022355	16.08656744433482	2.671736809631489	2.7137009518983928
GSE245386	GSM7841721	Sham	primary	Astrocyte	Lrp1	0.6014897579143413	0.6014897579143413	0.3668528864059587	1.4078212290502832	1.3065922060712236	0.7419450837687241	0.7575266743883576
GSE245386	GSM7841721	Sham	primary	Astrocyte	Itga5	0.05400372439478583	0.05400372439478583	0.0	0.05400372439478583	0.031057337112779373	0.03595384720776339	0.026371261203027165
GSE245386	GSM7841721	Sham	primary	Astrocyte	Itgb1	0.4283054003724391	0.4283054003724391	0.16201117318435743	0.757914338919928	0.5502942680592446	0.44228225044266245	0.39032573209661525
GSE245386	GSM7841721	Sham	primary	Astrocyte	Col4a1	0.1489757914338919	0.1489757914338919	0.027932960893854757	0.19739292364990674	0.12919567451377748	0.11924853801162213	0.09571405970771461
