dataset	sample	condition	config	cell_type	gene	raw_detection	corrected_detection_gt0	corrected_detection_ge1	raw_mean_count	corrected_mean_estimated_count	raw_mean_logcp10k	corrected_mean_logcp10k
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Slc1a2	0.9374999999999972	0.9374999999999972	0.8402777777777753	66.80902777777777	63.86787359344828	3.9682236262718016	3.9779002244879904
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Slc1a3	0.8576388888888864	0.8576388888888864	0.7430555555555535	23.07638888888888	22.26841695331553	2.7185399746402186	2.7917621409019295
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Aldh1l1	0.5729166666666652	0.5729166666666652	0.37499999999999917	2.000000000000001	1.916106170363469	0.8503749152610544	0.8931988878800647
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Pecam1	0.21180555555555527	0.21180555555555527	0.03472222222222223	0.34027777777777757	0.1889948348859821	0.23932867722567977	0.1359760210738695
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Cdh5	0.11458333333333337	0.11458333333333337	0.006944444444444444	0.15277777777777773	0.06044244411680758	0.11271087044022882	0.046135021341727395
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Kdr	0.05555555555555557	0.05555555555555557	0.006944444444444444	0.06597222222222224	0.024595143484827674	0.03335121089159881	0.017988167575557632
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Ptprc	0.20486111111111086	0.20486111111111086	0.03472222222222223	0.7673611111111104	0.5592243298493684	0.2462530966550929	0.10542912566574736
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Tyrobp	0.4131944444444435	0.4131944444444435	0.038194444444444454	1.2291666666666679	0.5440681835496723	0.5565456452312135	0.11778658258940254
GSE245386	GSM7841723	MCAO	primary	Astrocyte	C1qa	0.7291666666666646	0.7291666666666646	0.038194444444444454	5.656250000000016	2.8133320809480806	1.3730344880797576	0.20096134328610876
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Lyz2	0.11458333333333337	0.11458333333333337	0.017361111111111112	0.17361111111111105	0.04658832445209475	0.10885900572054709	0.022012094646814622
GSE245386	GSM7841723	MCAO	primary	Astrocyte	Spp1	0.45486111111111	0.45486111111111	0.08680555555555558	1.8263888888888906	0.9643676446696657	0.5573032795147487	0.2643614833776994
