dataset	sample	condition	config	cell_type	gene	raw_detection	corrected_detection_gt0	corrected_detection_ge1	raw_mean_count	corrected_mean_estimated_count	raw_mean_logcp10k	corrected_mean_logcp10k
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Slc1a2	0.9727626459143937	0.9727626459143937	0.8910505836575846	11.268482490272342	10.720674561188643	2.9878796027769265	3.019197688079217
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Slc1a3	0.9474708171206194	0.9474708171206194	0.8521400778210089	9.686770428015537	9.229762726745744	2.8346579130313527	2.848264197191657
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Aldh1l1	0.4591439688715939	0.4591439688715939	0.13035019455252894	0.6595330739299594	0.6185062634656125	0.6318546676914618	0.642565265596818
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Pecam1	0.15953307392996074	0.15953307392996074	0.027237354085603113	0.28404669260700355	0.14485063498888892	0.2331653925931518	0.15964918502501896
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Cdh5	0.10116731517509714	0.10116731517509714	0.011673151750972763	0.1420233463035019	0.06423913954174147	0.13152875571384864	0.0893265882362318
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Kdr	0.07587548638132291	0.07587548638132291	0.005836575875486381	0.11089494163424118	0.0475089671147285	0.10312443031193584	0.06914482756744687
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Ptprc	0.06809338521400776	0.06809338521400776	0.005836575875486381	0.07392996108949412	0.04625660363468179	0.08111727364176742	0.07097096228951685
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Tyrobp	0.43774319066147727	0.43774319066147727	0.08365758754863806	1.0252918287937725	0.36856160977399394	0.6931014681966823	0.44419999563489754
GSE174574	GSM5319992	MCAO	primary	Astrocyte	C1qa	0.7198443579766514	0.7198443579766514	0.22178988326848192	2.3035019455252876	0.9031991341332377	1.2459302894467312	0.8530646532785509
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Lyz2	0.45330739299610756	0.45330739299610756	0.021400778210116732	0.7509727626459126	0.17572827104094757	0.6491981686282681	0.26033950943498946
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Spp1	0.9124513618677013	0.9124513618677013	0.44163424124513484	5.789883268482482	1.561481226104355	1.8464943183547442	1.2335501998527891
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Timp3	0.5544747081712045	0.5544747081712045	0.24708171206225615	1.0194552529182854	0.8519764125404679	0.8661149517368019	0.837985572443321
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Ptn	0.8715953307392967	0.8715953307392967	0.7490272373540832	7.058365758754844	6.69665885809917	2.304246138639069	2.3472275986414006
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Plat	0.3424124513618667	0.3424124513618667	0.12840466926070015	0.9260700389105044	0.5492080262316906	0.5708895731296483	0.4808538743044368
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Ptprz1	0.7879377431906589	0.7879377431906589	0.4883268482490257	2.099221789883263	1.9713093138981066	1.4253206436559964	1.4626111886030664
GSE174574	GSM5319992	MCAO	primary	Astrocyte	Lrp1	0.4182879377431894	0.4182879377431894	0.09922178988326835	0.6031128404669246	0.51794273308379	0.5814652708370942	0.5934027572817547
