dataset	sample	condition	config	cell_type	gene	raw_detection	corrected_detection_gt0	corrected_detection_ge1	raw_mean_count	corrected_mean_estimated_count	raw_mean_logcp10k	corrected_mean_logcp10k
GSE174574	GSM5319988	Sham	primary	Astrocyte	Slc1a2	0.8810810810810746	0.8810810810810746	0.7594594594594543	7.0	6.740041021307963	2.612978312148309	2.613879505697812
GSE174574	GSM5319988	Sham	primary	Astrocyte	Slc1a3	0.8972972972972907	0.8972972972972907	0.8216216216216158	8.654054054054058	8.258303445410684	2.9113573760662588	2.897857992489796
GSE174574	GSM5319988	Sham	primary	Astrocyte	Aldh1l1	0.354054054054053	0.354054054054053	0.08648648648648649	0.4567567567567561	0.4304266523767437	0.5508820445767194	0.5557460665509718
GSE174574	GSM5319988	Sham	primary	Astrocyte	Pecam1	0.15405405405405406	0.15405405405405406	0.043243243243243246	0.24054054054054055	0.17997897491374779	0.27410000934247497	0.2387674847343327
GSE174574	GSM5319988	Sham	primary	Astrocyte	Cdh5	0.0891891891891892	0.0891891891891892	0.013513513513513514	0.10540540540540541	0.07091713652848286	0.13841625652404088	0.11435459148305817
GSE174574	GSM5319988	Sham	primary	Astrocyte	Kdr	0.08648648648648649	0.08648648648648649	0.005405405405405406	0.10540540540540541	0.04921006011094185	0.12627152425331564	0.0764583947993205
GSE174574	GSM5319988	Sham	primary	Astrocyte	Ptprc	0.01891891891891892	0.01891891891891892	0.0	0.01891891891891892	0.006582284610506137	0.022992163784308864	0.012971874898085869
GSE174574	GSM5319988	Sham	primary	Astrocyte	Tyrobp	0.31621621621621554	0.31621621621621554	0.021621621621621623	0.5702702702702691	0.2300827528655561	0.5172818563334642	0.30056895991246757
GSE174574	GSM5319988	Sham	primary	Astrocyte	C1qa	0.5945945945945911	0.5945945945945911	0.13783783783783785	1.6459459459459418	0.7848011328483401	1.0917202872815304	0.7306809149799488
GSE174574	GSM5319988	Sham	primary	Astrocyte	Lyz2	0.28378378378378344	0.28378378378378344	0.016216216216216217	0.4378378378378368	0.2013431372095398	0.4462040643360211	0.2596157066018741
GSE174574	GSM5319988	Sham	primary	Astrocyte	Spp1	0.010810810810810811	0.010810810810810811	0.0	0.010810810810810811	0.0006933806604447329	0.01448112787104398	0.0016639759982371852
GSE174574	GSM5319988	Sham	primary	Astrocyte	Timp3	0.6189189189189152	0.6189189189189152	0.26216216216216204	1.1243243243243217	0.9669760140362273	1.097707325512867	1.0723338855763183
GSE174574	GSM5319988	Sham	primary	Astrocyte	Ptn	0.9216216216216148	0.9216216216216148	0.8216216216216158	8.178378378378383	7.789223391609279	2.8055381674256457	2.8359971751495063
GSE174574	GSM5319988	Sham	primary	Astrocyte	Plat	0.11621621621621622	0.11621621621621622	0.02972972972972973	0.20270270270270271	0.16211362413486963	0.20186242119105785	0.17722076016601723
GSE174574	GSM5319988	Sham	primary	Astrocyte	Ptprz1	0.686486486486482	0.686486486486482	0.41351351351351184	1.581081081081078	1.5377327491067425	1.344129178966841	1.3704169448509855
GSE174574	GSM5319988	Sham	primary	Astrocyte	Lrp1	0.3108108108108102	0.3108108108108102	0.07297297297297298	0.41081081081081017	0.36948035197794543	0.4777707793695618	0.4868181152443776
GSE174574	GSM5319988	Sham	primary	Astrocyte	Itga5	0.010810810810810811	0.010810810810810811	0.0	0.010810810810810811	0.007217936122913121	0.01605844603055463	0.014179785597651453
GSE174574	GSM5319988	Sham	primary	Astrocyte	Itgb1	0.14594594594594595	0.14594594594594595	0.002702702702702703	0.15675675675675677	0.09727766121272198	0.2039675726443429	0.1711310020065149
GSE174574	GSM5319988	Sham	primary	Astrocyte	Col4a1	0.07297297297297298	0.07297297297297298	0.002702702702702703	0.07567567567567568	0.047781633723546574	0.10897185863324443	0.08459879302991037
