resource_row_id	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	annotation	interaction_name_2	evidence	is_neurotransmitter	ligand.symbol	ligand.family	ligand.location	ligand.keyword	ligand.secreted_type	ligand.transmembrane	receptor.symbol	receptor.family	receptor.location	receptor.keyword	receptor.surfaceome_main	receptor.surfaceome_sub	receptor.adhesome	receptor.secreted_type	receptor.transmembrane	version	canonical_ligand	canonical_receptor	n_rows_per_canonical_pair	in_liana_mouseconsensus	has_cofactor	covered_all_11_LR_cofactor_genes
SEMA3C_NRP2_PLXNA3	SEMA3C_NRP2_PLXNA3	SEMA3	Sema3c	NRP2_PLXNA3					Secreted Signaling	Sema3c  - (Nrp2+Plxna3)	PMID: 27533782	False	Sema3c	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Alternative splicing, Glycoprotein	secreted	FALSE	Nrp2, Plxna3	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3c	Nrp2_Plxna3	1	True	False	True
SEMA3C_NRP2_PLXNA4	SEMA3C_NRP2_PLXNA4	SEMA3	Sema3c	NRP2_PLXNA4					Secreted Signaling	Sema3c  - (Nrp2+Plxna4)	PMID: 27533782	False	Sema3c	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Alternative splicing, Glycoprotein	secreted	FALSE	Nrp2, Plxna4	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Developmental protein, Metal-binding, Calcium, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3c	Nrp2_Plxna4	1	True	False	True
SEMA3D_NRP2_PLXNA1	SEMA3D_NRP2_PLXNA1	SEMA3	Sema3d	NRP2_PLXNA1					Secreted Signaling	Sema3d  - (Nrp2+Plxna1)	PMID: 27533782	False	Sema3d	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Glycoprotein			Nrp2, Plxna1	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Receptor, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3d	Nrp2_Plxna1	1	True	False	True
SEMA3D_NRP2_PLXNA2	SEMA3D_NRP2_PLXNA2	SEMA3	Sema3d	NRP2_PLXNA2					Secreted Signaling	Sema3d  - (Nrp2+Plxna2)	PMID: 27533782	False	Sema3d	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Glycoprotein			Nrp2, Plxna2	Neuropilin, Plexin	Secreted, Membrane, Cell membrane	Membrane, Host-virus interaction, Secreted, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Calcium, 3D-structure, Heparin-binding, Repeat, Coiled coil, Cell membrane, Phosphoprotein	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3d	Nrp2_Plxna2	1	True	False	True
SEMA3D_NRP2_PLXNA3	SEMA3D_NRP2_PLXNA3	SEMA3	Sema3d	NRP2_PLXNA3					Secreted Signaling	Sema3d  - (Nrp2+Plxna3)	PMID: 27533782	False	Sema3d	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Glycoprotein			Nrp2, Plxna3	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3d	Nrp2_Plxna3	1	True	False	True
SEMA3D_NRP2_PLXNA4	SEMA3D_NRP2_PLXNA4	SEMA3	Sema3d	NRP2_PLXNA4					Secreted Signaling	Sema3d  - (Nrp2+Plxna4)	PMID: 27533782	False	Sema3d	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Glycoprotein			Nrp2, Plxna4	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Developmental protein, Metal-binding, Calcium, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3d	Nrp2_Plxna4	1	True	False	True
SEMA3F_NRP2_PLXNA1	SEMA3F_NRP2_PLXNA1	SEMA3	Sema3f	NRP2_PLXNA1					Secreted Signaling	Sema3f  - (Nrp2+Plxna1)	PMID: 27533782	False	Sema3f	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Alternative splicing, Immunoglobulin domain, Disulfide bond, Glycoprotein	secreted	FALSE	Nrp2, Plxna1	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Receptor, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3f	Nrp2_Plxna1	1	True	False	True
SEMA3F_NRP2_PLXNA2	SEMA3F_NRP2_PLXNA2	SEMA3	Sema3f	NRP2_PLXNA2					Secreted Signaling	Sema3f  - (Nrp2+Plxna2)	PMID: 27533782	False	Sema3f	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Alternative splicing, Immunoglobulin domain, Disulfide bond, Glycoprotein	secreted	FALSE	Nrp2, Plxna2	Neuropilin, Plexin	Secreted, Membrane, Cell membrane	Membrane, Host-virus interaction, Secreted, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Calcium, 3D-structure, Heparin-binding, Repeat, Coiled coil, Cell membrane, Phosphoprotein	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3f	Nrp2_Plxna2	1	True	False	True
SEMA3F_NRP2_PLXNA3	SEMA3F_NRP2_PLXNA3	SEMA3	Sema3f	NRP2_PLXNA3					Secreted Signaling	Sema3f  - (Nrp2+Plxna3)	PMID: 27533782	False	Sema3f	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Alternative splicing, Immunoglobulin domain, Disulfide bond, Glycoprotein	secreted	FALSE	Nrp2, Plxna3	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3f	Nrp2_Plxna3	1	True	False	True
SEMA3F_NRP2_PLXNA4	SEMA3F_NRP2_PLXNA4	SEMA3	Sema3f	NRP2_PLXNA4					Secreted Signaling	Sema3f  - (Nrp2+Plxna4)	PMID: 27533782	False	Sema3f	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Alternative splicing, Immunoglobulin domain, Disulfide bond, Glycoprotein	secreted	FALSE	Nrp2, Plxna4	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Developmental protein, Metal-binding, Calcium, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3f	Nrp2_Plxna4	1	True	False	True
SEMA3G_NRP2_PLXNA1	SEMA3G_NRP2_PLXNA1	SEMA3	Sema3g	NRP2_PLXNA1					Secreted Signaling	Sema3g  - (Nrp2+Plxna1)	PMID: 27533782	False	Sema3g	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Immunoglobulin domain, Disulfide bond, Glycoprotein			Nrp2, Plxna1	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Coiled coil, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Receptor, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3g	Nrp2_Plxna1	1	True	False	True
SEMA3G_NRP2_PLXNA2	SEMA3G_NRP2_PLXNA2	SEMA3	Sema3g	NRP2_PLXNA2					Secreted Signaling	Sema3g  - (Nrp2+Plxna2)	PMID: 27533782	False	Sema3g	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Immunoglobulin domain, Disulfide bond, Glycoprotein			Nrp2, Plxna2	Neuropilin, Plexin	Secreted, Membrane, Cell membrane	Membrane, Host-virus interaction, Secreted, Disulfide bond, Differentiation, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Calcium, 3D-structure, Heparin-binding, Repeat, Coiled coil, Cell membrane, Phosphoprotein	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3g	Nrp2_Plxna2	1	True	False	True
SEMA3G_NRP2_PLXNA3	SEMA3G_NRP2_PLXNA3	SEMA3	Sema3g	NRP2_PLXNA3					Secreted Signaling	Sema3g  - (Nrp2+Plxna3)	PMID: 27533782	False	Sema3g	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Immunoglobulin domain, Disulfide bond, Glycoprotein			Nrp2, Plxna3	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Repeat, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Alternative splicing, Developmental protein, Metal-binding, Calcium, 3D-structure, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3g	Nrp2_Plxna3	1	True	False	True
SEMA3G_NRP2_PLXNA4	SEMA3G_NRP2_PLXNA4	SEMA3	Sema3g	NRP2_PLXNA4					Secreted Signaling	Sema3g  - (Nrp2+Plxna4)	PMID: 27533782	False	Sema3g	Semaphorin	Secreted	Secreted, Signal, Reference proteome, Immunoglobulin domain, Disulfide bond, Glycoprotein			Nrp2, Plxna4	Plexin, Neuropilin	Cell membrane, Secreted, Membrane	Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Repeat, 3D-structure, Acetylation, Glycoprotein, Host-virus interaction, Secreted, Differentiation, Neurogenesis, Developmental protein, Metal-binding, Calcium, Heparin-binding	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3g	Nrp2_Plxna4	1	True	False	True
SEMA3C_NRP1_NRP2	SEMA3C_NRP1_NRP2	SEMA3	Sema3c	NRP1_NRP2					Secreted Signaling	Sema3c  - (Nrp1+Nrp2)	PMID: 27533782	False	Sema3c	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Secreted, Differentiation, Neurogenesis, Alternative splicing, Glycoprotein	secreted	FALSE	Nrp1, Nrp2, Plxnd1	Neuropilin, Plexin	Cell membrane, Cytoplasm, Secreted, Mitochondrion membrane, Lamellipodium membrane, Cell projection, Membrane	Membrane, Host-virus interaction, Mitochondrion, Secreted, Disulfide bond, Transmembrane, Differentiation, Receptor, Neurogenesis, Cytoplasm, Alternative splicing, Glycoprotein, Developmental protein, Signal, Reference proteome, Metal-binding, Transmembrane helix, Cell membrane, Phosphoprotein, Heparan sulfate, Direct protein sequencing, Calcium, Angiogenesis, 3D-structure, Heparin-binding, Proteoglycan, Repeat, Cell projection	Receptors	Neuropilin;Other_receptors, Other_receptors;Plexin	Adhesion receptor	growth factor	TRUE	CellChatDB v1	Sema3c	Nrp1_Nrp2_Plxnd1	1	True	False	True
SEMA3E_PLXND1	SEMA3E_PLXND1	SEMA3	Sema3e	Plxnd1					Secreted Signaling	Sema3e  - Plxnd1	PMID: 22325954	False	Sema3e	Semaphorin	Secreted	Signal, Developmental protein, Reference proteome, Immunoglobulin domain, Disulfide bond, Differentiation, Secreted, Angiogenesis, Neurogenesis, Alternative splicing, Glycoprotein	secreted	FALSE	Plxnd1	Plexin	Lamellipodium membrane, Cell membrane, Cell projection	Cell projection, Membrane, Signal, Developmental protein, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Angiogenesis, Alternative splicing, Repeat, 3D-structure, Glycoprotein	Receptors	Other_receptors;Plexin			TRUE	CellChatDB v1	Sema3e	Plxnd1	1	True	False	True
AGT_MAS1	AGT_MAS1	AGT	Agt	Mas1					Secreted Signaling	Agt  - Mas1	KEGG: mmu04080	False	Agt	Serpin	Secreted	Vasoconstrictor, Disease variant, Signal, Reference proteome, Disulfide bond, Secreted, Direct protein sequencing, Vasoactive, 3D-structure, Glycoprotein	secreted	FALSE	Mas1	G-protein coupled receptor 1	Cell membrane	Transducer, Membrane, Reference proteome, Proto-oncogene, Cell membrane, Transmembrane helix, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein	Receptors	GPCR;Rhodopsin				CellChatDB v1	Agt	Mas1	1	True	False	True
ANXA1_FPR1	ANXA1_FPR1	ANNEXIN	Anxa1	Fpr1					Secreted Signaling	Anxa1  - Fpr1	PMID: 23230437	False	Anxa1	Annexin	Apical cell membrane, Membrane, Secretory vesicle lumen, Cell projection, Cell membrane, Endosome membrane, Cytoplasmic vesicle, Lateral cell membrane, Cytoplasm, Nucleus, Cytoplasmic vesicle membrane, Phagocytic cup, Extracellular exosome, Basolateral cell membrane, Secreted, Cilium, Early endosome, Extracellular space	Immunity, Membrane, Pharmaceutical, Secreted, Disulfide bond, Cytoplasm, Repeat, Cytoplasmic vesicle, Adaptive immunity, Cilium, Phospholipase A2 inhibitor, Annexin, Cell projection, Inflammatory response, Reference proteome, Metal-binding, Innate immunity, Cell membrane, Nucleus, Phosphoprotein, Direct protein sequencing, Calcium, Isopeptide bond, 3D-structure, Calcium/phospholipid-binding, Endosome, Acetylation, Ubl conjugation	secreted	FALSE	Fpr1	G-protein coupled receptor 1	Cell membrane	Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Phosphoprotein, Transmembrane, Receptor, Chemotaxis, G-protein coupled receptor, 3D-structure, Glycoprotein	Receptors	GPCR;Rhodopsin			TRUE	CellChatDB v1	Anxa1	Fpr1	1	True	False	True
CRH_CRHR1	CRH_CRHR1	CRH	Crh	Crhr1					Secreted Signaling	Crh  - Crhr1	KEGG: mmu04080	False	Crh	Sauvagine/corticotropin-releasing factor/urotensin I	Secreted	Signal, Reference proteome, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone	hormone	FALSE	Crhr1	G-protein coupled receptor 2	Cell membrane, Endosome	Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Glycoprotein, Transducer, Signal, Reference proteome, Cell membrane, Transmembrane helix, Phosphoprotein, Direct protein sequencing, G-protein coupled receptor, 3D-structure, Endosome	Receptors	GPCR;Secretin			TRUE	CellChatDB v1	Crh	Crhr1	1	True	False	True
CRH_CRHR2	CRH_CRHR2	CRH	Crh	Crhr2					Secreted Signaling	Crh  - Crhr2	KEGG: mmu04080	False	Crh	Sauvagine/corticotropin-releasing factor/urotensin I	Secreted	Signal, Reference proteome, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, 3D-structure, Hormone	hormone	FALSE	Crhr2	G-protein coupled receptor 2	Cell membrane	Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein	Receptors	GPCR;Secretin			TRUE	CellChatDB v1	Crh	Crhr2	1	True	False	True
ENHO_GPR19	ENHO_GPR19	ENHO	Enho	Gpr19					Secreted Signaling	Enho  - Gpr19	PMID: 28476646	False	Enho		Secreted	Secreted, Alternative splicing, Signal, Reference proteome			Gpr19	G-protein coupled receptor 1	Cell membrane	Transducer, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein	Receptors	GPCR;Rhodopsin				CellChatDB v1	Enho	Gpr19	1	True	False	True
GAS6_AXL	GAS6_AXL	GAS	Gas6	Axl					Secreted Signaling	Gas6  - Axl	PMID: 27801848	False	Gas6		Secreted	Signal, Growth regulation, Reference proteome, Host-virus interaction, Metal-binding, Disulfide bond, Phosphoprotein, Secreted, Gamma-carboxyglutamic acid, Calcium, 3D-structure, Glycoprotein, Alternative splicing, EGF-like domain, Repeat	secreted	FALSE	Axl	Protein kinase superfamily, Tyr protein kinase	Cell membrane	Immunity, Membrane, Host-virus interaction, Disulfide bond, Differentiation, Kinase, Transmembrane, ATP-binding, Host cell receptor for virus entry, Receptor, Alternative splicing, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Innate immunity, Transmembrane helix, Proto-oncogene, Phosphoprotein, Oncogene, 3D-structure, Nucleotide-binding, Ubl conjugation	Receptors	Axl;Kinase			TRUE	CellChatDB v1	Gas6	Axl	1	True	False	True
GAS6_MERTK	GAS6_MERTK	GAS	Gas6	Mertk					Secreted Signaling	Gas6  - Mertk	PMID: 27801848	False	Gas6		Secreted	Signal, Growth regulation, Reference proteome, Host-virus interaction, Metal-binding, Disulfide bond, Phosphoprotein, Secreted, Gamma-carboxyglutamic acid, Calcium, 3D-structure, Glycoprotein, Alternative splicing, EGF-like domain, Repeat	secreted	FALSE	Mertk	Protein kinase superfamily, Tyr protein kinase	Cell membrane	Membrane, Disulfide bond, Transmembrane, Kinase, ATP-binding, Receptor, Tyrosine-protein kinase, Repeat, Transferase, Glycoprotein, Disease variant, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Proto-oncogene, Phosphoprotein, 3D-structure, Nucleotide-binding, Retinitis pigmentosa	Receptors	Axl;Kinase			TRUE	CellChatDB v1	Gas6	Mertk	1	True	False	True
GAS6_TYRO3	GAS6_TYRO3	GAS	Gas6	Tyro3					Secreted Signaling	Gas6  - Tyro3	PMID: 27801848	False	Gas6		Secreted	Signal, Growth regulation, Reference proteome, Host-virus interaction, Metal-binding, Disulfide bond, Phosphoprotein, Secreted, Gamma-carboxyglutamic acid, Calcium, 3D-structure, Glycoprotein, Alternative splicing, EGF-like domain, Repeat	secreted	FALSE	Tyro3	Protein kinase superfamily, Tyr protein kinase	Cell membrane	Membrane, Host-virus interaction, Disulfide bond, Transmembrane, Kinase, ATP-binding, Host cell receptor for virus entry, Receptor, Tyrosine-protein kinase, Transferase, Glycoprotein, Signal, Reference proteome, Immunoglobulin domain, Cell membrane, Transmembrane helix, Phosphoprotein, 3D-structure, Nucleotide-binding, Cell adhesion, Repeat	Receptors	Axl;Kinase			TRUE	CellChatDB v1	Gas6	Tyro3	1	True	False	True
GH_PRLR	GH_PRLR	GH	Gh	Prlr					Secreted Signaling	Gh  - Prlr	PMID: 23192981	False	Gh	Somatotropin/prolactin	Secreted	Signal, Reference proteome, Disulfide bond, Secreted, Phosphoprotein, Direct protein sequencing, Alternative splicing, Hormone, Glycoprotein, Disease variant, Signal, Reference proteome, Metal-binding, Pharmaceutical, Disulfide bond, Secreted, Phosphoprotein, Direct protein sequencing, Alternative splicing, Zinc, 3D-structure, Hormone, Dwarfism, Signal, Reference proteome, Metal-binding, Disulfide bond, Secreted, Direct protein sequencing, Zinc, 3D-structure, Hormone, Signal, Reference proteome, Metal-binding, Disulfide bond, Secreted, Alternative splicing, Zinc, Hormone, Signal, Reference proteome, Metal-binding, Disulfide bond, Secreted, Alternative promoter usage, Direct protein sequencing, Zinc, Hormone	hormone	FALSE	Prlr	Type I cytokine receptor	Secreted, Membrane	Disease variant, Membrane, Signal, Reference proteome, Metal-binding, Transmembrane helix, Disulfide bond, Secreted, Transmembrane, Receptor, Glycoprotein, Alternative splicing, Zinc, 3D-structure, Repeat	Receptors	CytokineR;IG;Type1		secreted	TRUE	CellChatDB v1	Gh	Prlr	1	True	False	True
GHRH_VIPR1	GHRH_VIPR1	GHRH	Ghrh	Vipr1					Secreted Signaling	Ghrh  - Vipr1	PMID: 10655511	False	Ghrh	Glucagon	Secreted	Signal, Reference proteome, Pharmaceutical, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure	secreted	FALSE	Vipr1	G-protein coupled receptor 2	Cell membrane	Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein	Receptors	GPCR;Secretin			TRUE	CellChatDB v1	Ghrh	Vipr1	1	True	False	True
GHRH_VIPR2	GHRH_VIPR2	GHRH	Ghrh	Vipr2					Secreted Signaling	Ghrh  - Vipr2	PMID: 10655511	False	Ghrh	Glucagon	Secreted	Signal, Reference proteome, Pharmaceutical, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure	secreted	FALSE	Vipr2	G-protein coupled receptor 2	Cell membrane	Transducer, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Glycoprotein	Receptors	GPCR;Secretin			TRUE	CellChatDB v1	Ghrh	Vipr2	1	True	False	True
GHRH_GHSR	GHRH_GHSR	GHRH	Ghrh	Ghsr					Secreted Signaling	Ghrh  - Ghsr	PMID: 19088192	True	Ghrh	Glucagon	Secreted	Signal, Reference proteome, Pharmaceutical, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure	secreted	FALSE	Ghsr	G-protein coupled receptor 1	Cell membrane	Transducer, Disease variant, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, 3D-structure, Dwarfism, Glycoprotein	Receptors	GPCR;Rhodopsin			TRUE	CellChatDB v1	Ghrh	Ghsr	1	True	False	True
GHRH_GHRHR	GHRH_GHRHR	GHRH	Ghrh	Ghrhr					Secreted Signaling	Ghrh  - Ghrhr	PMID: 26917260	False	Ghrh	Glucagon	Secreted	Signal, Reference proteome, Pharmaceutical, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Alternative splicing, 3D-structure	secreted	FALSE	Ghrhr	G-protein coupled receptor 2	Cell membrane	Transducer, Disease variant, Membrane, Signal, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, 3D-structure, Dwarfism, Glycoprotein	Receptors	GPCR;Secretin			TRUE	CellChatDB v1	Ghrh	Ghrhr	1	True	False	True
GNRH1_GNRHR	GNRH1_GNRHR	GNRH	Gnrh1	Gnrhr					Secreted Signaling	Gnrh1  - Gnrhr	PMID: 19640273	False	Gnrh1	GnRH	Secreted	Disease variant, Signal, Reference proteome, Pyrrolidone carboxylic acid, Kallmann syndrome, Pharmaceutical, Amidation, Secreted, Direct protein sequencing, Cleavage on pair of basic residues, Hypogonadotropic hypogonadism, 3D-structure, Hormone	hormone	FALSE	Gnrhr	G-protein coupled receptor 1	Cell membrane	Transducer, Disease variant, Membrane, Reference proteome, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, Alternative splicing, G-protein coupled receptor, Hypogonadotropic hypogonadism, 3D-structure, Glycoprotein	Receptors	GPCR;Rhodopsin			TRUE	CellChatDB v1	Gnrh1	Gnrhr	1	True	False	True
GRN_SORT1	GRN_SORT1	GRN	Grn	Sort1					Secreted Signaling	Grn  - Sort1	PMID: 29555433	False	Grn	Granulin	Secreted, Lysosome	Lysosome, Signal, Reference proteome, Neurodegeneration, Neuronal ceroid lipofuscinosis, Disulfide bond, Secreted, Direct protein sequencing, Alternative splicing, Repeat, 3D-structure, Cytokine, Glycoprotein			Sort1	VPS10-related sortilin	Golgi apparatus, Golgi stack membrane, Lysosome membrane, Cell membrane, Nucleus membrane, Endosome membrane, Endoplasmic reticulum membrane	Membrane, Disulfide bond, Differentiation, Transmembrane, Receptor, Alternative splicing, Endoplasmic reticulum, Glycoprotein, Lysosome, Endocytosis, Developmental protein, Signal, Reference proteome, Lipoprotein, Cell membrane, Transmembrane helix, Nucleus, Phosphoprotein, Transport, Direct protein sequencing, Golgi apparatus, Cleavage on pair of basic residues, Osteogenesis, 3D-structure, Palmitate, Endosome, Repeat	Receptors	Other_receptors;VPS10R			TRUE	CellChatDB v1	Grn	Sort1	1	True	False	True
GUCA2A_GUCY2C	GUCA2A_GUCY2C	GUCA	Guca2a	Gucy2c					Secreted Signaling	Guca2a  - Gucy2c	PMID: 22384056	False	Guca2a	Guanylin	Secreted	Secreted, Signal, Reference proteome, 3D-structure, Disulfide bond, Direct protein sequencing			Gucy2c	Adenylyl cyclase class-4/guanylyl cyclase	Cell membrane, Endoplasmic reticulum membrane	Disease variant, Membrane, Signal, Reference proteome, cGMP biosynthesis, Cell membrane, Transmembrane helix, Transmembrane, Receptor, GTP-binding, Lyase, Nucleotide-binding, Endoplasmic reticulum, Glycoprotein	Receptors	Kinase;RGC				CellChatDB v1	Guca2a	Gucy2c	1	True	False	True
