resource_row_id	interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	annotation	interaction_name_2	evidence	is_neurotransmitter	ligand.symbol	ligand.family	ligand.location	ligand.keyword	ligand.secreted_type	ligand.transmembrane	receptor.symbol	receptor.family	receptor.location	receptor.keyword	receptor.surfaceome_main	receptor.surfaceome_sub	receptor.adhesome	receptor.secreted_type	receptor.transmembrane	version	canonical_ligand	canonical_receptor	n_rows_per_canonical_pair	in_liana_mouseconsensus	has_cofactor	covered_all_11_LR_cofactor_genes
WNT9B_FZD10_LRP5	WNT9B_FZD10_LRP5	WNT	Wnt9b	FZD10_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd10+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd10, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat, Alternative splicing	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt9b	Fzd10_Lrp5	1	True	True	True
WNT9B_FZD2_LRP5	WNT9B_FZD2_LRP5	WNT	Wnt9b	FZD2_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd2+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd2, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Membrane, Cell membrane, Endoplasmic reticulum	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Endocytosis, Phosphoprotein, Repeat, Alternative splicing	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt9b	Fzd2_Lrp5	1	True	True	True
WNT9B_FZD3_LRP5	WNT9B_FZD3_LRP5	WNT	Wnt9b	FZD3_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd3+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd3, Lrp5	LDLR, G-protein coupled receptor Fz/Smo	Endoplasmic reticulum, Membrane, Apical cell membrane, Cell surface, Cell membrane	Membrane, Disulfide bond, Transmembrane, Osteogenesis imperfecta, Osteopetrosis, Receptor, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Disease variant, Endocytosis, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Transmembrane helix, Phosphoprotein, Repeat, Neurogenesis, Alternative splicing, Transducer, Cell membrane, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt9b	Fzd3_Lrp5	1	True	True	True
WNT9B_FZD4_LRP5	WNT9B_FZD4_LRP5	WNT	Wnt9b	FZD4_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd4+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd4, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Endocytosis, Phosphoprotein, Repeat, Alternative splicing	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt9b	Fzd4_Lrp5	1	True	True	True
WNT9B_FZD5_LRP5	WNT9B_FZD5_LRP5	WNT	Wnt9b	FZD5_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd5+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd5, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane	Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat, Alternative splicing	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt9b	Fzd5_Lrp5	1	True	True	True
WNT9B_FZD6_LRP5	WNT9B_FZD6_LRP5	WNT	Wnt9b	FZD6_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd6+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd6, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum	Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endocytosis, Repeat	Receptors	Frizzled;GPCR, LDLR;Other_receptors			TRUE	CellChatDB v1	Wnt9b	Fzd6_Lrp5	1	True	True	True
WNT9B_FZD7_LRP5	WNT9B_FZD7_LRP5	WNT	Wnt9b	FZD7_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd7+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd7, Lrp5	LDLR, G-protein coupled receptor Fz/Smo	Endoplasmic reticulum, Membrane, Endosome membrane, Cell membrane	Membrane, Disulfide bond, Transmembrane, Osteogenesis imperfecta, Osteopetrosis, Receptor, EGF-like domain, Endoplasmic reticulum, Glycoprotein, Disease variant, Endocytosis, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Transmembrane helix, Phosphoprotein, Repeat, Transducer, Cell membrane, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Alternative splicing	Receptors	Frizzled;GPCR, LDLR;Other_receptors			TRUE	CellChatDB v1	Wnt9b	Fzd7_Lrp5	1	True	True	True
WNT9B_FZD8_LRP5	WNT9B_FZD8_LRP5	WNT	Wnt9b	FZD8_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd8+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd8, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat, Alternative splicing	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt9b	Fzd8_Lrp5	1	True	True	True
WNT9B_FZD9_LRP5	WNT9B_FZD9_LRP5	WNT	Wnt9b	FZD9_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt9b  - (Fzd9+Lrp5)	KEGG: mmu04310; PMID: 23209147	False	Wnt9b	Wnt	Extracellular matrix, Secreted, Extracellular space	Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Lipoprotein, Extracellular matrix, Disulfide bond, Secreted, Glycoprotein	secreted	FALSE	Fzd9, Lrp5	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Osteogenesis imperfecta, Osteopetrosis, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Phosphoprotein, Repeat, Alternative splicing	Receptors	Frizzled;GPCR, LDLR;Other_receptors			TRUE	CellChatDB v1	Wnt9b	Fzd9_Lrp5	1	True	True	True
WNT1_FZD1_LRP6	WNT1_FZD1_LRP6	WNT	Wnt1	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd1+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd1, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane raft	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd1_Lrp6	1	True	True	True
WNT1_FZD10_LRP6	WNT1_FZD10_LRP6	WNT	Wnt1	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd10+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd10, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane raft	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd10_Lrp6	1	True	True	True
WNT1_FZD2_LRP6	WNT1_FZD2_LRP6	WNT	Wnt1	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd2+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd2, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd2_Lrp6	1	True	True	True
WNT1_FZD3_LRP6	WNT1_FZD3_LRP6	WNT	Wnt1	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd3+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd3, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Neurogenesis, Alternative splicing, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Direct protein sequencing, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd3_Lrp6	1	True	True	True
WNT1_FZD4_LRP6	WNT1_FZD4_LRP6	WNT	Wnt1	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd4+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd4, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd4_Lrp6	1	True	True	True
WNT1_FZD5_LRP6	WNT1_FZD5_LRP6	WNT	Wnt1	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd5+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd5, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Perikaryon, Cell projection, Axon, Synapse, Golgi apparatus membrane, Dendrite, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Lipid-binding, Receptor, Glycoprotein, Transducer, Cell projection, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, Synapse, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd5_Lrp6	1	True	True	True
WNT1_FZD6_LRP6	WNT1_FZD6_LRP6	WNT	Wnt1	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd6+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd6, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Endoplasmic reticulum membrane, Cytoplasmic vesicle membrane, Apical cell membrane, Membrane, Cell surface, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Alternative splicing, Cytoplasmic vesicle, Endoplasmic reticulum, Glycoprotein, Transducer, Disease variant, Developmental protein, Signal, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Phosphoprotein, G-protein coupled receptor, Ubl conjugation, Repeat, EGF-like domain, Endocytosis, Lipoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	Frizzled;GPCR, LDLR;Other_receptors			TRUE	CellChatDB v1	Wnt1	Fzd6_Lrp6	1	True	True	True
WNT1_FZD7_LRP6	WNT1_FZD7_LRP6	WNT	Wnt1	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd7+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd7, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Endosome membrane, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Endosome, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate	Receptors	Frizzled;GPCR, LDLR;Other_receptors			TRUE	CellChatDB v1	Wnt1	Fzd7_Lrp6	1	True	True	True
WNT1_FZD8_LRP6	WNT1_FZD8_LRP6	WNT	Wnt1	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd8+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd8, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Golgi apparatus, Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Golgi apparatus, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt1	Fzd8_Lrp6	1	True	True	True
WNT1_FZD9_LRP6	WNT1_FZD9_LRP6	WNT	Wnt1	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt1  - (Fzd9+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt1	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Signal, Developmental protein, Reference proteome, Proto-oncogene, Lipoprotein, Wnt signaling pathway, Disulfide bond, Secreted, Extracellular matrix, Osteogenesis imperfecta, Glycoprotein	wnt family	FALSE	Fzd9, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane raft	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	Frizzled;GPCR, LDLR;Other_receptors			TRUE	CellChatDB v1	Wnt1	Fzd9_Lrp6	1	True	True	True
WNT10A_FZD1_LRP6	WNT10A_FZD1_LRP6	WNT	Wnt10a	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt10a  - (Fzd1+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt10a	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein	secreted	FALSE	Fzd1, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane raft	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt10a	Fzd1_Lrp6	1	True	True	True
WNT10A_FZD10_LRP6	WNT10A_FZD10_LRP6	WNT	Wnt10a	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt10a  - (Fzd10+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt10a	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein	secreted	FALSE	Fzd10, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Cell membrane, Endoplasmic reticulum, Membrane raft	Transducer, Ubl conjugation, Membrane, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, Disulfide bond, Transmembrane, Receptor, G-protein coupled receptor, Glycoprotein, Repeat, EGF-like domain, Endoplasmic reticulum, Disease variant, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, 3D-structure, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt10a	Fzd10_Lrp6	1	True	True	True
WNT10A_FZD2_LRP6	WNT10A_FZD2_LRP6	WNT	Wnt10a	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	Secreted Signaling	Wnt10a  - (Fzd2+Lrp6)	KEGG: mmu04310; PMID: 23209147	False	Wnt10a	Wnt	Extracellular matrix, Secreted, Extracellular space	Disease variant, Hypotrichosis, Signal, Developmental protein, Reference proteome, Lipoprotein, Wnt signaling pathway, Palmoplantar keratoderma, Disulfide bond, Phosphoprotein, Secreted, Extracellular matrix, Ectodermal dysplasia, Glycoprotein	secreted	FALSE	Fzd2, Lrp6	G-protein coupled receptor Fz/Smo, LDLR	Membrane, Cell membrane, Endoplasmic reticulum, Membrane raft	Membrane, Disulfide bond, Transmembrane, Receptor, Glycoprotein, Transducer, Disease variant, Signal, Developmental protein, Reference proteome, Wnt signaling pathway, Cell membrane, Transmembrane helix, G-protein coupled receptor, 3D-structure, Ubl conjugation, Repeat, EGF-like domain, Endoplasmic reticulum, Endocytosis, Lipoprotein, Phosphoprotein, Isopeptide bond, Palmitate	Receptors	LDLR;Other_receptors, Frizzled;GPCR			TRUE	CellChatDB v1	Wnt10a	Fzd2_Lrp6	1	True	True	True
