"source_genesymbol","target_genesymbol","resource"
"Col18a1","Itga1_Itgb1","mouseconsensus"
"Col14a1","Itga1_Itgb1","mouseconsensus"
"Col11a1","Itga1_Itgb1","mouseconsensus"
"Col11a1","Itga2_Itgb1","mouseconsensus"
"Col14a1","Itga2_Itgb1","mouseconsensus"
"Col18a1","Itga2_Itgb1","mouseconsensus"
"Col3a1","Itga2_Itgb1","mouseconsensus"
"Col5a1","Itga2_Itgb1","mouseconsensus"
"Col5a2","Itga2_Itgb1","mouseconsensus"
"Col5a3","Itga2_Itgb1","mouseconsensus"
"Col7a1","Itga2_Itgb1","mouseconsensus"
"Col8a1","Itga2_Itgb1","mouseconsensus"
"Col11a1","Itga10_Itgb1","mouseconsensus"
"Col14a1","Itga10_Itgb1","mouseconsensus"
"Col18a1","Itga10_Itgb1","mouseconsensus"
"Col3a1","Itga10_Itgb1","mouseconsensus"
"Col5a1","Itga10_Itgb1","mouseconsensus"
"Col5a2","Itga10_Itgb1","mouseconsensus"
"Col5a3","Itga10_Itgb1","mouseconsensus"
"Col7a1","Itga10_Itgb1","mouseconsensus"
"Col8a1","Itga10_Itgb1","mouseconsensus"
"Col11a1","Itga11_Itgb1","mouseconsensus"
"Col14a1","Itga11_Itgb1","mouseconsensus"
"Col18a1","Itga11_Itgb1","mouseconsensus"
"Col3a1","Itga11_Itgb1","mouseconsensus"
"Col5a1","Itga11_Itgb1","mouseconsensus"
"Col5a2","Itga11_Itgb1","mouseconsensus"
"Col5a3","Itga11_Itgb1","mouseconsensus"
"Col7a1","Itga11_Itgb1","mouseconsensus"
"Col8a1","Itga11_Itgb1","mouseconsensus"
"Clec4g","Lag3","mouseconsensus"
"Gnai2","Mtnr1a","mouseconsensus"
"Gnrh1","Gnrhr","mouseconsensus"
"Shh","Hhip","mouseconsensus"
"Shh","Gas1","mouseconsensus"
"Psen1","Ncstn","mouseconsensus"
"Efna2","Epha6","mouseconsensus"
"Efna3","Epha6","mouseconsensus"
"Dhh","Hhip","mouseconsensus"
"Ihh","Hhip","mouseconsensus"
"Gnai2","Ccr5","mouseconsensus"
"Adm","Calcr","mouseconsensus"
"Adm2","Calcr","mouseconsensus"
"Iapp","Calcr","mouseconsensus"
"Calca","Calcr","mouseconsensus"
"Pros1","Axl","mouseconsensus"
"Hc","C5ar1","mouseconsensus"
"Rps19","C5ar1","mouseconsensus"
"Hc","C5ar2","mouseconsensus"
"Pomc","Oprd1","mouseconsensus"
"Pdyn","Oprd1","mouseconsensus"
"Penk","Oprd1","mouseconsensus"
"Camp","Fpr2","mouseconsensus"
"Psap","Gpr37","mouseconsensus"
"Psap","Gpr37l1","mouseconsensus"
"Tac1","Tacr1","mouseconsensus"
"Tac2","Tacr1","mouseconsensus"
"Tac1","Tacr3","mouseconsensus"
"Tac2","Tacr3","mouseconsensus"
"Arf1","Pld2","mouseconsensus"
"Pros1","Tyro3","mouseconsensus"
"Gnas","Adrb2","mouseconsensus"
"Fga","Itgb1","mouseconsensus"
"Rspo1","Znrf3","mouseconsensus"
"Liph","Lpar2","mouseconsensus"
"Fgf13","Scn5a","mouseconsensus"
"Fgf13","Scn8a","mouseconsensus"
"Ntng2","Lrrc4","mouseconsensus"
"Rspo3","Sdc4","mouseconsensus"
"Rtn4","Lingo1","mouseconsensus"
"Cntn6","Notch1","mouseconsensus"
"Ntng1","Lrrc4c","mouseconsensus"
"Gnas","Gcgr","mouseconsensus"
"Gnai2","Adcy1","mouseconsensus"
"Fga","Itgax","mouseconsensus"
"Gpi1","Amfr","mouseconsensus"
"Cd38","Pecam1","mouseconsensus"
"Serpinc1","Lrp1","mouseconsensus"
"Gnas","Tshr","mouseconsensus"
"Mfng","Notch1","mouseconsensus"
"Mfng","Notch2","mouseconsensus"
"Adam12","Sdc4","mouseconsensus"
"F2","F2rl2","mouseconsensus"
"F2","F2r","mouseconsensus"
"F2","F2rl1","mouseconsensus"
"F2","F2rl3","mouseconsensus"
"Ren1","Atp6ap2","mouseconsensus"
"Apoe","Sorl1","mouseconsensus"
"Tfpi","Vldlr","mouseconsensus"
"Edn3","Kel","mouseconsensus"
"Omg","Lingo1","mouseconsensus"
"Gnas","Avpr2","mouseconsensus"
"a","Atrn","mouseconsensus"
"a","Mc1r","mouseconsensus"
"Psen1","Notch1","mouseconsensus"
"Fstl1","Dip2a","mouseconsensus"
"Gnas","Ptgdr","mouseconsensus"
"Hras","Insr","mouseconsensus"
"Hras","Cav1","mouseconsensus"
"Arf1","Insr","mouseconsensus"
"Grn","Sort1","mouseconsensus"
"F9","Lrp1","mouseconsensus"
"Timp1","Cd63","mouseconsensus"
"Sfrp1","Fzd2","mouseconsensus"
"Sfrp1","Fzd6","mouseconsensus"
"Plat","Lrp1","mouseconsensus"
"Tgfb1","Eng","mouseconsensus"
"Hgf","St14","mouseconsensus"
"Serpine1","Lrp2","mouseconsensus"
"Serpine1","Lrp1","mouseconsensus"
"Efnb3","Rhbdl2","mouseconsensus"
"Hbegf","Cd9","mouseconsensus"
"Ltf","Lrp1","mouseconsensus"
"Tfpi","Lrp1","mouseconsensus"
"Proc","Thbd","mouseconsensus"
"Tgfb3","Eng","mouseconsensus"
"Inhba","Eng","mouseconsensus"
"Efnb2","Rhbdl2","mouseconsensus"
"C3","Itgam","mouseconsensus"
"C3","Cd19","mouseconsensus"
"C3","Cd46","mouseconsensus"
"C3","C5ar2","mouseconsensus"
"C3","Itgax","mouseconsensus"
"Vasp","Cxcr2","mouseconsensus"
"Slurp1","Chrna7","mouseconsensus"
"Omg","Rtn4rl1","mouseconsensus"
"Aanat","Mtnr1b","mouseconsensus"
"Aanat","Mtnr1a","mouseconsensus"
"Crp","Olr1","mouseconsensus"
"Nts","Sort1","mouseconsensus"
"Ccl21b","Ackr2","mouseconsensus"
"Mmp7","Cd44","mouseconsensus"
"Mmp7","Cd151","mouseconsensus"
"Mmp7","Erbb4","mouseconsensus"
"Thbs1","Sdc4","mouseconsensus"
"Timp2","Itgb1","mouseconsensus"
"Fgf2","Sdc4","mouseconsensus"
"F13a1","Itga4","mouseconsensus"
"F13a1","Itgb1","mouseconsensus"
"Timp3","Agtr2","mouseconsensus"
"Igfbp4","Fzd8","mouseconsensus"
"Rspo2","Znrf3","mouseconsensus"
"Scgb3a1","Marco","mouseconsensus"
"Shank1","Sstr2","mouseconsensus"
"Bmp10","Eng","mouseconsensus"
"Liph","Lpar1","mouseconsensus"
"Liph","Lpar4","mouseconsensus"
"Scgb3a2","Marco","mouseconsensus"
"Col14a1","Cd44","mouseconsensus"
"Il16","Kcnj15","mouseconsensus"
"Il16","Kcnj10","mouseconsensus"
"Col3a1","Ddr2","mouseconsensus"
"Col3a1","Mag","mouseconsensus"
"Col3a1","Ddr1","mouseconsensus"
"Cxcl10","Sdc4","mouseconsensus"
"Fgb","Itgam","mouseconsensus"
"Fgb","Itgb1","mouseconsensus"
"Fgb","Tlr4","mouseconsensus"
"Fga","Itgam","mouseconsensus"
"Fga","Itgb3","mouseconsensus"
"Fga","Tlr4","mouseconsensus"
"Has2","Hmmr","mouseconsensus"
"Has2","Cd44","mouseconsensus"
"Rgmb","Neo1","mouseconsensus"
"F2","Thbd","mouseconsensus"
"Gm2023","Ackr2","mouseconsensus"
"Lpl","Sdc1","mouseconsensus"
"Lpl","Vldlr","mouseconsensus"
"Gnai2","Lpar3","mouseconsensus"
"Gnai2","Ednra","mouseconsensus"
"Gnai2","Adora1","mouseconsensus"
"Gnai2","C5ar1","mouseconsensus"
"Gnai2","Adra2b","mouseconsensus"
"Gnai2","F2r","mouseconsensus"
"Gnai2","Fpr1","mouseconsensus"
"Gnai2","Oprm1","mouseconsensus"
"Gnai2","Cav1","mouseconsensus"
"Gnai2","Tbxa2r","mouseconsensus"
"Gnai2","Cxcr2","mouseconsensus"
"Gnai2","Tshr","mouseconsensus"
"Gnai2","Agtr2","mouseconsensus"
"Gnai2","Cnr1","mouseconsensus"
"Fbn1","Itgb3","mouseconsensus"
"Fbn1","Itgb1","mouseconsensus"
"Psen1","Notch4","mouseconsensus"
"Bgn","Tlr4","mouseconsensus"
"Cthrc1","Fzd5","mouseconsensus"
"Cthrc1","Fzd6","mouseconsensus"
"Cthrc1","Fzd3","mouseconsensus"
"Fgg","Itgb1","mouseconsensus"
"Fgg","Tlr4","mouseconsensus"
"Rtn4","Tnfrsf19","mouseconsensus"
"Col9a3","Mag","mouseconsensus"
"Slpi","Plscr4","mouseconsensus"
"Fn1","Mag","mouseconsensus"
"Col18a1","Gpc4","mouseconsensus"
"Col9a1","Mag","mouseconsensus"
"Gip","Dpp4","mouseconsensus"
"F8","Ldlr","mouseconsensus"
"Ccl28","Ackr2","mouseconsensus"
"Tgm2","Itgb1","mouseconsensus"
"Tgm2","Itgb3","mouseconsensus"
"Tgm2","Sdc4","mouseconsensus"
"Cntf","Il6ra","mouseconsensus"
"Tgfb2","Eng","mouseconsensus"
"Cfh","Itgam","mouseconsensus"
"Efna3","Ephb1","mouseconsensus"
"Ngf","Sorcs3","mouseconsensus"
"Col11a1","Ddr1","mouseconsensus"
"Gnas","Crhr1","mouseconsensus"
"Rbp4","Stra6","mouseconsensus"
"Cel","Cxcr4","mouseconsensus"
"Mmp9","Cd44","mouseconsensus"
"Mmp9","Ephb2","mouseconsensus"
"Col9a2","Mag","mouseconsensus"
"Col5a2","Ddr1","mouseconsensus"
"Anxa1","Dysf","mouseconsensus"
"Agrn","Atp1a3","mouseconsensus"
"Col2a1","Mag","mouseconsensus"
"Ccl25","Ackr2","mouseconsensus"
"Tctn1","Tmem67","mouseconsensus"
"Hras","Agtr1a","mouseconsensus"
"Lrpap1","Ldlr","mouseconsensus"
"Hsp90aa1","Cftr","mouseconsensus"
"Timp2","Itga3","mouseconsensus"
"Rtn4","Rtn4r","mouseconsensus"
"Omg","Rtn4r","mouseconsensus"
"Ltb","Tnfrsf1a","mouseconsensus"
"Pyy","Fap","mouseconsensus"
"Npy","Fap","mouseconsensus"
"Proc","Procr","mouseconsensus"
"Plg","Plgrkt","mouseconsensus"
"Hbegf","Cd82","mouseconsensus"
"Gnai2","Oprd1","mouseconsensus"
"A2m","Lrp1","mouseconsensus"
"Serpine2","Lrp1","mouseconsensus"
"Mmp13","Lrp1","mouseconsensus"
"Mmp9","Lrp1","mouseconsensus"
"Plau","Lrp1","mouseconsensus"
"Lrpap1","Lrp1","mouseconsensus"
"C3","Lrp1","mouseconsensus"
"C1qb","Lrp1","mouseconsensus"
"F8","Lrp1","mouseconsensus"
"Lpl","Lrp1","mouseconsensus"
"Lipc","Lrp1","mouseconsensus"
"Psap","Lrp1","mouseconsensus"
"a","Mc3r","mouseconsensus"
"Mbl2","Cd93","mouseconsensus"
"C1qa","Cd93","mouseconsensus"
"Kiss1","Mmp24","mouseconsensus"
"Pdgfb","Art1","mouseconsensus"
"Guca2b","Gucy2e","mouseconsensus"
"Arf1","Chrm3","mouseconsensus"
"Ngf","Sort1","mouseconsensus"
"Lrpap1","Sort1","mouseconsensus"
"Bdnf","Sort1","mouseconsensus"
"Psen1","Notch2","mouseconsensus"
"Gnai2","Mtnr1b","mouseconsensus"
"Fn1","Nt5e","mouseconsensus"
"Bgn","Tlr2","mouseconsensus"
"Lrpap1","Sorl1","mouseconsensus"
"Cp","Slc40a1","mouseconsensus"
"Igfbp4","Lrp6","mouseconsensus"
"F2","Itga2b","mouseconsensus"
"Fgg","Itga2b","mouseconsensus"
"Fga","Itga2b","mouseconsensus"
"Fgb","Itga2b","mouseconsensus"
"Il16","Grin2d","mouseconsensus"
"Psen1","Notch3","mouseconsensus"
"Gpc3","Cd81","mouseconsensus"
"Serping1","Selp","mouseconsensus"
"Plau","Lrp2","mouseconsensus"
"Lrpap1","Lrp2","mouseconsensus"
"Alb","Lrp2","mouseconsensus"
"Lpl","Lrp2","mouseconsensus"
"Lcn2","Lrp2","mouseconsensus"
"Timp3","Kdr","mouseconsensus"
"Col18a1","Kdr","mouseconsensus"
"Col18a1","Gpc1","mouseconsensus"
"Rtn4","Cntnap1","mouseconsensus"
"F13a1","Itga9","mouseconsensus"
"Gpc3","Igf1r","mouseconsensus"
"Gnai2","Igf1r","mouseconsensus"
"Gnai2","Egfr","mouseconsensus"
"Hsp90aa1","Egfr","mouseconsensus"
"Spink3","Egfr","mouseconsensus"
"Lin7c","Htr2c","mouseconsensus"
"Plau","St14","mouseconsensus"
"Gnai2","Adra2a","mouseconsensus"
"Matn1","Itga1","mouseconsensus"
"Pla2g10","Pla2r1","mouseconsensus"
"Fgg","Itga5","mouseconsensus"
"Fga","Itga5","mouseconsensus"
"Fgb","Itga5","mouseconsensus"
"Fbn1","Itga5","mouseconsensus"
"Col18a1","Itga5","mouseconsensus"
"Gnai2","Lhcgr","mouseconsensus"
"Gnas","Lhcgr","mouseconsensus"
"Pros1","Mertk","mouseconsensus"
"Gnai2","Cxcr1","mouseconsensus"
"Ltbp1","Itgb5","mouseconsensus"
"Mmp1a","Itga2","mouseconsensus"
"Fat4","Dchs1","mouseconsensus"
"a","Mc4r","mouseconsensus"
"Lrpap1","Lrp8","mouseconsensus"
"Ahsg","Insr","mouseconsensus"
"F2","Gp9","mouseconsensus"
"Gnai2","P2ry12","mouseconsensus"
"a","Mc5r","mouseconsensus"
"Gnas","Vipr1","mouseconsensus"
"Rtn4","Rtn4rl1","mouseconsensus"
"Ptgs2","Gpr44","mouseconsensus"
"a","Mc2r","mouseconsensus"
"F10","F3","mouseconsensus"
"F7","F3","mouseconsensus"
"Ptgs2","Cav1","mouseconsensus"
"Mmp12","Plaur","mouseconsensus"
"Col5a1","Sdc3","mouseconsensus"
"F8","Asgr2","mouseconsensus"
"Edn2","Kel","mouseconsensus"
"Edn1","Kel","mouseconsensus"
"Plau","Igf2r","mouseconsensus"
"Ltb","Cd40","mouseconsensus"
"Mdk","Sdc4","mouseconsensus"
"Ccl5","Sdc4","mouseconsensus"
"Bmp7","Eng","mouseconsensus"
"Gdf2","Eng","mouseconsensus"
"Bmp2","Eng","mouseconsensus"
"Colq","Musk","mouseconsensus"
"Pltp","Abca1","mouseconsensus"
"Mepe","Phex","mouseconsensus"
"Lrpap1","Vldlr","mouseconsensus"
"Vim","Cd44","mouseconsensus"
"Nampt","Insr","mouseconsensus"
"Bmp2","Rgmb","mouseconsensus"
"Bmp4","Cfc1","mouseconsensus"
"Bmp4","Rgmb","mouseconsensus"
"Bsg","Slc16a1","mouseconsensus"
"Bsg","Slc16a7","mouseconsensus"
"C3","Nrp1","mouseconsensus"
"Cadm3","Cadm1","mouseconsensus"
"Crtam","Cadm1","mouseconsensus"
"Cadm1","Crtam","mouseconsensus"
"L1cam","Cd9","mouseconsensus"
"Cirbp","Trem1","mouseconsensus"
"Col18a1","Ptprs","mouseconsensus"
"Col5a3","Sdc3","mouseconsensus"
"Cthrc1","Ror2","mouseconsensus"
"Dnajb11","Prtg","mouseconsensus"
"Epo","Crlf3","mouseconsensus"
"Inhbb","Cfc1","mouseconsensus"
"Lgi1","Adam22","mouseconsensus"
"Lgi2","Adam22","mouseconsensus"
"Lgi3","Adam22","mouseconsensus"
"Lgi3","Flot1","mouseconsensus"
"Lgi3","Stx1a","mouseconsensus"
"Lgi4","Adam22","mouseconsensus"
"Ltf","Lrp11","mouseconsensus"
"Ly86","Cd180","mouseconsensus"
"Matn1","Itgb1","mouseconsensus"
"Muc2","Agr2","mouseconsensus"
"Myl9","Cd69","mouseconsensus"
"Myoc","Fzd1","mouseconsensus"
"Omg","Tnfrsf1b","mouseconsensus"
"Pdcd1lg2","Rgmb","mouseconsensus"
"Proc","Tek","mouseconsensus"
"Ptdss1","Jmjd6","mouseconsensus"
"Ptdss1","Scarb1","mouseconsensus"
"Rtn4","S1pr2","mouseconsensus"
"Serpinf1","Plxdc1","mouseconsensus"
"Serping1","Lrp1","mouseconsensus"
"Sertad1","Ar","mouseconsensus"
"Slpi","Plscr1","mouseconsensus"
"Zp3","Chrna7","mouseconsensus"
"S100a10","Trpv6","mouseconsensus"
"Fadd","Fas","mouseconsensus"
"Fadd","Tradd","mouseconsensus"
"Mfap5","Notch1","mouseconsensus"
"Gnas","Adcy1","mouseconsensus"
"Irak4","Tlr4","mouseconsensus"
"Megf10","Abca1","mouseconsensus"
"Tln1","Itgb3","mouseconsensus"
"Tln1","Itgb5","mouseconsensus"
"C1qb","C1qbp","mouseconsensus"
"Gnas","Adrb3","mouseconsensus"
"Apoa1","Abca1","mouseconsensus"
"Gnas","Htr6","mouseconsensus"
"Apob","Mttp","mouseconsensus"
"Itgb3bp","Itgb5","mouseconsensus"
"Itgb3bp","Itgb3","mouseconsensus"
"Hebp1","Adra2a","mouseconsensus"
"Hebp1","Mtnr1a","mouseconsensus"
"Hebp1","Grm7","mouseconsensus"
"Vcl","Itgb5","mouseconsensus"
"Vcl","Alk","mouseconsensus"
"Efna2","Epha10","mouseconsensus"
"Tcn2","Lrp2","mouseconsensus"
"Tcn2","Cnr1","mouseconsensus"
"Timp1","Fgfr2","mouseconsensus"
"Mmp2","Pecam1","mouseconsensus"
"Mmp2","Ccr2","mouseconsensus"
"Mmp2","Fgfr1","mouseconsensus"
"Plat","Itgam","mouseconsensus"
"Tgfb1","Cav1","mouseconsensus"
"Nampt","Adora2a","mouseconsensus"
"Serpine1","Plaur","mouseconsensus"
"Serpine1","Itgb5","mouseconsensus"
"Hc","Adra2a","mouseconsensus"
"Hc","Mtnr1a","mouseconsensus"
"Hc","Grm7","mouseconsensus"
"Selplg","Esam","mouseconsensus"
"Fgf6","Sdc4","mouseconsensus"
"Gnb3","Tgfbr1","mouseconsensus"
"Gnb3","Gabbr2","mouseconsensus"
"Ltf","Tfrc","mouseconsensus"
"Tfpi","Sdc4","mouseconsensus"
"Tfpi","F3","mouseconsensus"
"Apob","Calcr","mouseconsensus"
"Proc","Itgam","mouseconsensus"
"Fgf23","Phex","mouseconsensus"
"Tnfsf10","Ripk1","mouseconsensus"
"Gstm7","Ryr2","mouseconsensus"
"Lypd3","Agr2","mouseconsensus"
"Pspn","Gfra3","mouseconsensus"
"Cd70","Tnfrsf13b","mouseconsensus"
"C3","Mtnr1a","mouseconsensus"
"C3","Grm7","mouseconsensus"
"C3","Adra2a","mouseconsensus"
"C3","Cd81","mouseconsensus"
"Tph1","Htr7","mouseconsensus"
"Tph1","Htr1a","mouseconsensus"
"Tph1","Htr1f","mouseconsensus"
"Tph1","Htr1d","mouseconsensus"
"Tph1","Htr2c","mouseconsensus"
"Tph1","Htr4","mouseconsensus"
"Tph1","Htr6","mouseconsensus"
"Tph1","Htr1b","mouseconsensus"
"Tph1","Htr2a","mouseconsensus"
"Tph1","Htr2b","mouseconsensus"
"Tph1","Htr5a","mouseconsensus"
"Lman1","Mcfd2","mouseconsensus"
"Apoe","Chrna4","mouseconsensus"
"Apoe","Abca1","mouseconsensus"
"Ncan","Cdh2","mouseconsensus"
"Ncan","Sdc3","mouseconsensus"
"Cfc1","Acvr1b","mouseconsensus"
"Tgs1","Rxra","mouseconsensus"
"Mmp7","Sdc1","mouseconsensus"
"Adam10","Gpnmb","mouseconsensus"
"Adam10","Tspan5","mouseconsensus"
"Adam10","Cadm1","mouseconsensus"
"Adam10","Tspan14","mouseconsensus"
"Rims2","Abca1","mouseconsensus"
"Timp2","Cd44","mouseconsensus"
"Farp2","Plxna3","mouseconsensus"
"Farp2","Plxna1","mouseconsensus"
"Farp2","Plxna2","mouseconsensus"
"Farp2","Plxna4","mouseconsensus"
"Lamc2","Cd151","mouseconsensus"
"Wnt5a","Vangl2","mouseconsensus"
"Icam1","Cav1","mouseconsensus"
"Bst1","Cav1","mouseconsensus"
"Tnc","Sdc4","mouseconsensus"
"Egf","Cav1","mouseconsensus"
"Egf","Rhbdl2","mouseconsensus"
"Nptx2","Nptxr","mouseconsensus"
"Adam2","Cd9","mouseconsensus"
"Timp3","Cd44","mouseconsensus"
"Timp3","Met","mouseconsensus"
"Hdc","Hrh1","mouseconsensus"
"Hdc","Hrh2","mouseconsensus"
"Hdc","Hrh3","mouseconsensus"
"Cgn","Tgfbr2","mouseconsensus"
"Cgn","Ocln","mouseconsensus"
"Cgn","Tgfbr1","mouseconsensus"
"Lin7c","Abca1","mouseconsensus"
"Lin7c","Kcnj4","mouseconsensus"
"Il18","Il18bp","mouseconsensus"
"Qdpr","Dysf","mouseconsensus"
"Pigf","Flt1","mouseconsensus"
"Adamts3","Ccbe1","mouseconsensus"
"Pip","Aqp5","mouseconsensus"
"Tff2","Muc6","mouseconsensus"
"Tff1","Muc5ac","mouseconsensus"
"S100b","Ager","mouseconsensus"
"S100a1","Trpm3","mouseconsensus"
"S100a1","Ryr2","mouseconsensus"
"S100a1","Ryr1","mouseconsensus"
"S100a1","Tlr4","mouseconsensus"
"S100a1","Ager","mouseconsensus"
"Cxcl16","Grm7","mouseconsensus"
"Cxcl16","Mtnr1a","mouseconsensus"
"Fgf11","Fgfr2","mouseconsensus"
"Fgf11","Fgfr1","mouseconsensus"
"Arpc5","Adrb2","mouseconsensus"
"Arpc5","Ldlr","mouseconsensus"
"Camp","P2rx7","mouseconsensus"
"Spink3","Nrsn1","mouseconsensus"
"Fabp5","Rxra","mouseconsensus"
"Shh","Scube2","mouseconsensus"
"Arf6","Pld1","mouseconsensus"
"Arf6","Smap1","mouseconsensus"
"Hsp90b1","Tlr9","mouseconsensus"
"Hsp90b1","Tlr7","mouseconsensus"
"Hsp90b1","Tlr4","mouseconsensus"
"Hsp90b1","Tlr1","mouseconsensus"
"Fadd","Abca1","mouseconsensus"
"Il16","Grin2b","mouseconsensus"
"Il16","Kcnj4","mouseconsensus"
"Il16","Grin2a","mouseconsensus"
"Hspa4","Tlr4","mouseconsensus"
"Fgb","Itgb3","mouseconsensus"
"Fga","Plaur","mouseconsensus"
"Fga","Cdh5","mouseconsensus"
"Fga","Itgad","mouseconsensus"
"Nptx1","Nptxr","mouseconsensus"
"Rgmb","Bmpr2","mouseconsensus"
"Rgmb","Bmpr1b","mouseconsensus"
"F2","Gp1bb","mouseconsensus"
"Lpl","Cd44","mouseconsensus"
"Efemp2","Aqp1","mouseconsensus"
"Efemp2","Plscr4","mouseconsensus"
"Gnai2","S1pr5","mouseconsensus"
"Gnai2","S1pr3","mouseconsensus"
"Gnai2","Unc5b","mouseconsensus"
"Gnai2","Ptpru","mouseconsensus"
"Gnai2","Cxcr3","mouseconsensus"
"Gnai2","Ednrb","mouseconsensus"
"Gnai2","Drd2","mouseconsensus"
"Gnai2","Adcy7","mouseconsensus"
"Pkm","Cd44","mouseconsensus"
"Mmp1a","Cd44","mouseconsensus"
"Wnt11","Klrg2","mouseconsensus"
"Psen1","Cd44","mouseconsensus"
"Bgn","Tlr1","mouseconsensus"
"Izumo1","Cd9","mouseconsensus"
"P4hb","Mttp","mouseconsensus"
"Hsp90aa1","Itgb3","mouseconsensus"
"Fgg","Itgb3","mouseconsensus"
"Rtn4","Gjb2","mouseconsensus"
"Dmp1","Phex","mouseconsensus"
"Wnt7b","Tmed5","mouseconsensus"
"Icam4","Rhag","mouseconsensus"
"Fn1","Dpp4","mouseconsensus"
"Col18a1","Itgb3","mouseconsensus"
"Sema4f","Nrp2","mouseconsensus"
"Gad1","Grm4","mouseconsensus"
"Itih2","Fcer1a","mouseconsensus"
"Pyy","Dpp4","mouseconsensus"
"Tgm2","Itga4","mouseconsensus"
"Tgm2","Tbxa2r","mouseconsensus"
"Ptgs2","Alox5","mouseconsensus"
"Efna3","Ephb6","mouseconsensus"
"Efna3","Epha10","mouseconsensus"
"Ngf","Trpv1","mouseconsensus"
"Ngf","Maged1","mouseconsensus"
"Cd40lg","Traf3","mouseconsensus"
"Gnas","Glp1r","mouseconsensus"
"Gnas","Adcy7","mouseconsensus"
"Mmp9","Itgam","mouseconsensus"
"Mmp9","Reck","mouseconsensus"
"Sptan1","Ptpra","mouseconsensus"
"Plau","Itgam","mouseconsensus"
"Plau","Vldlr","mouseconsensus"
"Plau","Itgb1","mouseconsensus"
"F10","Itgam","mouseconsensus"
"Fgf14","Fgfr2","mouseconsensus"
"Fgf14","Fgfr1","mouseconsensus"
"Actr2","Ldlr","mouseconsensus"
"Shbg","Cldn4","mouseconsensus"
"Lamb3","Cd151","mouseconsensus"
"Pdcd1lg2","Pdcd2","mouseconsensus"
"Dscam","Dcc","mouseconsensus"
"Trf","Hfe","mouseconsensus"
"Ptpn6","Cd300lf","mouseconsensus"
"C1qtnf5","Mfrp","mouseconsensus"
"Hspa8","Ldlr","mouseconsensus"
"S100a10","Cftr","mouseconsensus"
"Shank2","Cftr","mouseconsensus"
"Plau","Itga3","mouseconsensus"
"Lgals8","Itga3","mouseconsensus"
"Col18a1","Itga3","mouseconsensus"
"Slpi","Cd4","mouseconsensus"
"Cd70","Tnfrsf17","mouseconsensus"
"Calml3","Kcnq1","mouseconsensus"
"Rtn4","Ngfr","mouseconsensus"
"Omg","Ngfr","mouseconsensus"
"Fam3c","Glra2","mouseconsensus"
"Rims1","Slc17a7","mouseconsensus"
"Klk1b8","Epor","mouseconsensus"
"S100a8","Cd69","mouseconsensus"
"Cxcl13","Oprd1","mouseconsensus"
"Cfc1","Acvr2a","mouseconsensus"
"Gpc3","Lrp1","mouseconsensus"
"Hsp90b1","Lrp1","mouseconsensus"
"F12","Cd93","mouseconsensus"
"Gnai2","S1pr4","mouseconsensus"
"Tnfsf4","Traf2","mouseconsensus"
"Tnf","Traf2","mouseconsensus"
"Fadd","Traf2","mouseconsensus"
"Pcsk9","Sort1","mouseconsensus"
"Psap","Sort1","mouseconsensus"
"Ngf","Kidins220","mouseconsensus"
"Hdc","Hrh4","mouseconsensus"
"Lama1","Nt5e","mouseconsensus"
"Lta","Ripk1","mouseconsensus"
"Cd14","Ripk1","mouseconsensus"
"Hsp90b1","Tlr2","mouseconsensus"
"Mdk","Sorl1","mouseconsensus"
"a","Mgrn1","mouseconsensus"
"Egf","Pld2","mouseconsensus"
"Hspa1a","Grin2d","mouseconsensus"
"Arpc5","Lrp2","mouseconsensus"
"Gpc3","Lrp2","mouseconsensus"
"Cubn","Lrp2","mouseconsensus"
"Hspa8","Lrp2","mouseconsensus"
"Actr2","Lrp2","mouseconsensus"
"Serpinc1","Gpc1","mouseconsensus"
"Tgm2","Itga9","mouseconsensus"
"Agt","Enpep","mouseconsensus"
"Ncam1","Cacna1c","mouseconsensus"
"Rims1","Cacna1c","mouseconsensus"
"Scgb1a1","Lmbr1l","mouseconsensus"
"Camp","Igf1r","mouseconsensus"
"Hsp90b1","Asgr1","mouseconsensus"
"Hsp90b1","Erbb2","mouseconsensus"
"Hsp90aa1","Erbb2","mouseconsensus"
"Mmp9","Ifnar1","mouseconsensus"
"Nrtn","Gfra3","mouseconsensus"
"Gdnf","Gfra3","mouseconsensus"
"Camp","Egfr","mouseconsensus"
"Cntf","Egfr","mouseconsensus"
"Ntng2","Lrrc4c","mouseconsensus"
"Spint1","St14","mouseconsensus"
"Cxcl16","Adra2a","mouseconsensus"
"Sorbs1","Itga1","mouseconsensus"
"Fbn1","Itgb6","mouseconsensus"
"Sftpd","Ly96","mouseconsensus"
"Bgn","Ly96","mouseconsensus"
"Gnas","Adcy8","mouseconsensus"
"Gnai2","Adcy8","mouseconsensus"
"Mdk","Gpc2","mouseconsensus"
"Plau","Itga5","mouseconsensus"
"Gnas","Adcy9","mouseconsensus"
"Gnai2","Adcy9","mouseconsensus"
"Plau","Itgb5","mouseconsensus"
"Sorbs1","Itgb5","mouseconsensus"
"Col18a1","Itgb5","mouseconsensus"
"Nucb2","Erap1","mouseconsensus"
"Rims1","Slc18a2","mouseconsensus"
"Hspa8","Adrb2","mouseconsensus"
"Actr2","Adrb2","mouseconsensus"
"Gnai2","S1pr1","mouseconsensus"
"Gnai2","Chrm1","mouseconsensus"
