dataset	sample	condition	sample_alias	reference	original_label	reference_label	n_cells
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Smooth_muscle	Endothelial	6
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	24
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Smooth_muscle	Mural	300
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	14
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Unassigned	Astrocyte	35
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Unassigned	Endothelial	218
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Unassigned	Microglia/Macrophage	2114
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Unassigned	Mural	27
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Unassigned	Neuron/Other	11
GSE245386	GSM7841721	Sham	Sham2	cortex_hippocampus	Unassigned	Oligodendrocyte	107
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Astrocyte	332
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Astroependymal	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Endothelial	15
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Fibroblast	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Lymphocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Macrophage	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Microglia	15
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Neuron/Other	6
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Oligodendrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Astrocyte	Tanycyte	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Astrocyte	7
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Choroid	107
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Endothelial	21
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Ependymal	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Fibroblast	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Macrophage	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Microglia	11
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Pericyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Choroid	Smooth_muscle	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Endothelial	Endothelial	2234
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Endothelial	Microglia	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Astroependymal	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Choroid	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Endothelial	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Ependymal	107
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Microglia	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Neuron/Other	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Pericyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Ependymal	Tanycyte	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Erythroid	Astrocyte	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Erythroid	Endothelial	73
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Erythroid	Microglia	9
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Erythroid	Pericyte	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	ABC	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	Astrocyte	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	Endothelial	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	Fibroblast	33
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	Macrophage	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	Microglia	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	OEC	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Fibroblast	Pericyte	7
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Lymphocyte	Endothelial	5
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Lymphocyte	Lymphocyte	57
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Lymphocyte	Microglia	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Microglia	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Microglia	Endothelial	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Microglia	Microglia	1779
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Microglia	Neuron/Other	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Dendritic	34
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Endothelial	15
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Fibroblast	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Lymphocyte	3
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Macrophage	187
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Microglia	240
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Monocytes	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Myeloid	Neuron/Other	5
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neuron	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neuron	Endothelial	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neuron	Microglia	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neuron	Neuron/Other	130
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neuron	OPC	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neutrophil	Macrophage	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neutrophil	Microglia	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Neutrophil	Monocytes	6
GSE245386	GSM7841722	Sham	Sham3	whole_brain	OPC	Endothelial	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	OPC	Microglia	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	OPC	Neuron/Other	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	OPC	OPC	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	OPC	Oligodendrocyte	12
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Astrocyte	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Endothelial	36
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Lymphocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Microglia	9
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Neuron/Other	5
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Oligodendrocyte	770
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Pericyte	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Oligodendrocyte	Smooth_muscle	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Dendritic	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Endothelial	21
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Fibroblast	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Microglia	14
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Oligodendrocyte	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Pericyte	225
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Pericyte	Smooth_muscle	42
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Dendritic	1
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Endothelial	32
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Fibroblast	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Microglia	9
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Oligodendrocyte	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Smooth_muscle	Smooth_muscle	360
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	ABC	7
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Astrocyte	17
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Astroependymal	2
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Choroid	9
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Dendritic	20
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Endothelial	541
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Ependymal	4
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Fibroblast	6
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Lymphocyte	14
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Macrophage	22
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Microglia	1774
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Neuron/Other	51
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Oligodendrocyte	31
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Pericyte	17
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Smooth_muscle	28
GSE245386	GSM7841722	Sham	Sham3	whole_brain	Unassigned	Tanycyte	3
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Astrocyte	Astrocyte	349
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Astrocyte	Endothelial	14
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Astrocyte	Microglia/Macrophage	13
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Astrocyte	Oligodendrocyte	2
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Choroid	Astrocyte	59
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Choroid	Endothelial	9
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Choroid	Microglia/Macrophage	62
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Choroid	Mural	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Choroid	Oligodendrocyte	24
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Endothelial	Endothelial	2210
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Endothelial	Microglia/Macrophage	19
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Endothelial	Mural	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Endothelial	Oligodendrocyte	8
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Ependymal	Astrocyte	102
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Ependymal	Endothelial	5
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Ependymal	Microglia/Macrophage	12
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Ependymal	Mural	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Ependymal	Oligodendrocyte	2
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Erythroid	Astrocyte	4
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Erythroid	Endothelial	58
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Erythroid	Microglia/Macrophage	19
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Erythroid	Mural	3
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Erythroid	Oligodendrocyte	3
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Fibroblast	Astrocyte	4
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Fibroblast	Endothelial	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Fibroblast	Fibroblast	30
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Fibroblast	Microglia/Macrophage	5
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Fibroblast	Mural	8
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Fibroblast	Neuron/Other	2
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Lymphocyte	Endothelial	5
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Lymphocyte	Microglia/Macrophage	58
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Lymphocyte	Neuron/Other	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Lymphocyte	Oligodendrocyte	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Microglia	Endothelial	3
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Microglia	Microglia/Macrophage	1781
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Myeloid	Endothelial	5
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Myeloid	Microglia/Macrophage	481
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Myeloid	Oligodendrocyte	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neuron	Astrocyte	21
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neuron	Endothelial	3
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neuron	Microglia/Macrophage	18
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neuron	Mural	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neuron	Neuron/Other	30
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neuron	Oligodendrocyte	62
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Neutrophil	Microglia/Macrophage	11
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	OPC	Astrocyte	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	OPC	Endothelial	2
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	OPC	Microglia/Macrophage	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	OPC	Oligodendrocyte	19
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Oligodendrocyte	Astrocyte	2
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Oligodendrocyte	Endothelial	8
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Oligodendrocyte	Microglia/Macrophage	18
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Oligodendrocyte	Neuron/Other	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Oligodendrocyte	Oligodendrocyte	799
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Pericyte	Endothelial	14
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Pericyte	Microglia/Macrophage	14
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Pericyte	Mural	278
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Pericyte	Oligodendrocyte	1
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Smooth_muscle	Endothelial	17
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Smooth_muscle	Microglia/Macrophage	28
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Smooth_muscle	Mural	358
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Smooth_muscle	Oligodendrocyte	6
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Astrocyte	40
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Endothelial	418
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Fibroblast	8
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Microglia/Macrophage	1953
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Mural	47
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Neuron/Other	9
GSE245386	GSM7841722	Sham	Sham3	cortex_hippocampus	Unassigned	Oligodendrocyte	71
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Astrocyte	240
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Astroependymal	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Endothelial	17
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Ependymal	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Fibroblast	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Microglia	14
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Neuron/Other	10
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Astrocyte	Smooth_muscle	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Astrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Choroid	77
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Endothelial	7
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Ependymal	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Fibroblast	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Macrophage	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Microglia	12
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Neuron/Other	7
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Pericyte	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Choroid	Smooth_muscle	4
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Endothelial	Endothelial	1981
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Endothelial	Macrophage	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Endothelial	Microglia	12
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Endothelial	Pericyte	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Ependymal	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Ependymal	Astroependymal	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Ependymal	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Ependymal	Ependymal	76
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Ependymal	Microglia	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Erythroid	Endothelial	87
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Erythroid	Microglia	23
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Erythroid	Neuron/Other	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Erythroid	Oligodendrocyte	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Erythroid	Pericyte	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	ABC	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	Astrocyte	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	Fibroblast	50
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	Microglia	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	OPC	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	Pericyte	7
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Fibroblast	Smooth_muscle	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Lymphocyte	Lymphocyte	26
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Lymphocyte	Microglia	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Microglia	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Microglia	Dendritic	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Microglia	Endothelial	7
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Microglia	Microglia	1710
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Microglia	Neuron/Other	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Microglia	Smooth_muscle	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Astrocyte	18
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Astroependymal	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Dendritic	66
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Endothelial	37
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Lymphocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Macrophage	171
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Microglia	791
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Monocytes	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Neuron/Other	21
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Pericyte	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Myeloid	Smooth_muscle	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neuron	Endothelial	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neuron	Microglia	4
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neuron	Neuron/Other	82
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neuron	Pericyte	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neutrophil	Macrophage	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neutrophil	Microglia	13
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neutrophil	Monocytes	49
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Neutrophil	Neuron/Other	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	OPC	Microglia	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	OPC	Neuron/Other	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	OPC	OPC	9
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	OPC	Oligodendrocyte	42
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Astrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Astroependymal	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Endothelial	22
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Fibroblast	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Microglia	13
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Neuron/Other	10
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Oligodendrocyte	777
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Oligodendrocyte	Smooth_muscle	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Endothelial	22
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Fibroblast	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Macrophage	4
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Microglia	19
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Neuron/Other	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Oligodendrocyte	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Pericyte	367
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Pericyte	Smooth_muscle	26
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Astrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Endothelial	17
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Macrophage	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Microglia	11
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Neuron/Other	5
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Oligodendrocyte	3
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Smooth_muscle	Smooth_muscle	249
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Astrocyte	22
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Astroependymal	1
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Choroid	11
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Dendritic	26
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Endothelial	545
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Fibroblast	2
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Lymphocyte	8
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Macrophage	41
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Microglia	1729
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Neuron/Other	71
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Oligodendrocyte	51
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Pericyte	22
GSE245386	GSM7841723	MCAO	MCAO1	whole_brain	Unassigned	Smooth_muscle	30
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Astrocyte	Astrocyte	251
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Astrocyte	Endothelial	8
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Astrocyte	Microglia/Macrophage	25
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Astrocyte	Mural	2
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Astrocyte	Neuron/Other	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Astrocyte	Oligodendrocyte	1
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Choroid	Astrocyte	26
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Choroid	Endothelial	4
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Choroid	Microglia/Macrophage	71
GSE245386	GSM7841723	MCAO	MCAO1	cortex_hippocampus	Choroid	Mural	2
