dataset	sample	condition	distribution	bin_left	bin_right	n_scores	total_scores	fraction_per_bin
GSE174574	GSM5319991	MCAO	Simulated	0.3125	0.325	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.325	0.3375	1254	22640	0.0553886925795053
GSE174574	GSM5319991	MCAO	Simulated	0.3375	0.35000000000000003	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.35000000000000003	0.36250000000000004	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.36250000000000004	0.375	1135	22640	0.050132508833922264
GSE174574	GSM5319991	MCAO	Simulated	0.375	0.3875	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.3875	0.4	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.4	0.41250000000000003	856	22640	0.037809187279151946
GSE174574	GSM5319991	MCAO	Simulated	0.41250000000000003	0.42500000000000004	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.42500000000000004	0.4375	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.4375	0.45	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.45	0.4625	431	22640	0.019037102473498234
GSE174574	GSM5319991	MCAO	Simulated	0.4625	0.47500000000000003	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.47500000000000003	0.48750000000000004	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.48750000000000004	0.5	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.5	0.5125000000000001	173	22640	0.007641342756183746
GSE174574	GSM5319991	MCAO	Simulated	0.5125000000000001	0.525	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.525	0.5375	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.5375	0.55	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.55	0.5625	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.5625	0.5750000000000001	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.5750000000000001	0.5875	46	22640	0.0020318021201413427
GSE174574	GSM5319991	MCAO	Simulated	0.5875	0.6000000000000001	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.6000000000000001	0.6125	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.6125	0.625	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.625	0.6375000000000001	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.6375000000000001	0.65	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.65	0.6625000000000001	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.6625000000000001	0.675	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.675	0.6875	6	22640	0.00026501766784452294
GSE174574	GSM5319991	MCAO	Simulated	0.6875	0.7000000000000001	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.7000000000000001	0.7125	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.7125	0.7250000000000001	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.7250000000000001	0.7375	0	22640	0.0
GSE174574	GSM5319991	MCAO	Simulated	0.7375	0.75	0	22640	0.0
GSE174574	GSM5319992	MCAO	Observed	0.0	0.0125	1800	8080	0.22277227722772278
GSE174574	GSM5319992	MCAO	Observed	0.0125	0.025	2120	8080	0.2623762376237624
GSE174574	GSM5319992	MCAO	Observed	0.025	0.037500000000000006	1368	8080	0.16930693069306932
GSE174574	GSM5319992	MCAO	Observed	0.037500000000000006	0.05	1027	8080	0.1271039603960396
GSE174574	GSM5319992	MCAO	Observed	0.05	0.0625	608	8080	0.07524752475247524
GSE174574	GSM5319992	MCAO	Observed	0.0625	0.07500000000000001	313	8080	0.03873762376237624
GSE174574	GSM5319992	MCAO	Observed	0.07500000000000001	0.08750000000000001	168	8080	0.020792079207920793
GSE174574	GSM5319992	MCAO	Observed	0.08750000000000001	0.1	119	8080	0.014727722772277227
GSE174574	GSM5319992	MCAO	Observed	0.1	0.1125	68	8080	0.008415841584158416
GSE174574	GSM5319992	MCAO	Observed	0.1125	0.125	47	8080	0.005816831683168317
GSE174574	GSM5319992	MCAO	Observed	0.125	0.1375	40	8080	0.0049504950495049506
GSE174574	GSM5319992	MCAO	Observed	0.1375	0.15000000000000002	39	8080	0.004826732673267327
GSE174574	GSM5319992	MCAO	Observed	0.15000000000000002	0.1625	14	8080	0.0017326732673267327
GSE174574	GSM5319992	MCAO	Observed	0.1625	0.17500000000000002	20	8080	0.0024752475247524753
GSE174574	GSM5319992	MCAO	Observed	0.17500000000000002	0.1875	17	8080	0.002103960396039604
GSE174574	GSM5319992	MCAO	Observed	0.1875	0.2	17	8080	0.002103960396039604
GSE174574	GSM5319992	MCAO	Observed	0.2	0.21250000000000002	20	8080	0.0024752475247524753
GSE174574	GSM5319992	MCAO	Observed	0.21250000000000002	0.225	21	8080	0.002599009900990099
GSE174574	GSM5319992	MCAO	Observed	0.225	0.23750000000000002	25	8080	0.003094059405940594
GSE174574	GSM5319992	MCAO	Observed	0.23750000000000002	0.25	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.25	0.2625	27	8080	0.0033415841584158415
GSE174574	GSM5319992	MCAO	Observed	0.2625	0.275	33	8080	0.004084158415841584
GSE174574	GSM5319992	MCAO	Observed	0.275	0.28750000000000003	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.28750000000000003	0.30000000000000004	30	8080	0.0037128712871287127
GSE174574	GSM5319992	MCAO	Observed	0.30000000000000004	0.3125	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.3125	0.325	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.325	0.3375	37	8080	0.004579207920792079
GSE174574	GSM5319992	MCAO	Observed	0.3375	0.35000000000000003	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.35000000000000003	0.36250000000000004	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.36250000000000004	0.375	41	8080	0.005074257425742574
GSE174574	GSM5319992	MCAO	Observed	0.375	0.3875	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.3875	0.4	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.4	0.41250000000000003	31	8080	0.0038366336633663366
GSE174574	GSM5319992	MCAO	Observed	0.41250000000000003	0.42500000000000004	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.42500000000000004	0.4375	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.4375	0.45	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.45	0.4625	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.4625	0.47500000000000003	17	8080	0.002103960396039604
GSE174574	GSM5319992	MCAO	Observed	0.47500000000000003	0.48750000000000004	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.48750000000000004	0.5	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.5	0.5125000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.5125000000000001	0.525	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.525	0.5375	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.5375	0.55	10	8080	0.0012376237623762376
GSE174574	GSM5319992	MCAO	Observed	0.55	0.5625	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.5625	0.5750000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.5750000000000001	0.5875	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.5875	0.6000000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.6000000000000001	0.6125	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.6125	0.625	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.625	0.6375000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.6375000000000001	0.65	3	8080	0.0003712871287128713
GSE174574	GSM5319992	MCAO	Observed	0.65	0.6625000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.6625000000000001	0.675	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.675	0.6875	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.6875	0.7000000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.7000000000000001	0.7125	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.7125	0.7250000000000001	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.7250000000000001	0.7375	0	8080	0.0
GSE174574	GSM5319992	MCAO	Observed	0.7375	0.75	0	8080	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.0	0.0125	227	16160	0.014047029702970297
GSE174574	GSM5319992	MCAO	Simulated	0.0125	0.025	655	16160	0.040532178217821783
GSE174574	GSM5319992	MCAO	Simulated	0.025	0.037500000000000006	854	16160	0.052846534653465345
GSE174574	GSM5319992	MCAO	Simulated	0.037500000000000006	0.05	1138	16160	0.07042079207920791
GSE174574	GSM5319992	MCAO	Simulated	0.05	0.0625	1108	16160	0.06856435643564357
GSE174574	GSM5319992	MCAO	Simulated	0.0625	0.07500000000000001	900	16160	0.055693069306930694
GSE174574	GSM5319992	MCAO	Simulated	0.07500000000000001	0.08750000000000001	847	16160	0.05241336633663366
GSE174574	GSM5319992	MCAO	Simulated	0.08750000000000001	0.1	621	16160	0.03842821782178218
GSE174574	GSM5319992	MCAO	Simulated	0.1	0.1125	647	16160	0.04003712871287129
GSE174574	GSM5319992	MCAO	Simulated	0.1125	0.125	473	16160	0.02926980198019802
GSE174574	GSM5319992	MCAO	Simulated	0.125	0.1375	480	16160	0.0297029702970297
GSE174574	GSM5319992	MCAO	Simulated	0.1375	0.15000000000000002	522	16160	0.0323019801980198
GSE174574	GSM5319992	MCAO	Simulated	0.15000000000000002	0.1625	262	16160	0.016212871287128713
GSE174574	GSM5319992	MCAO	Simulated	0.1625	0.17500000000000002	294	16160	0.018193069306930692
GSE174574	GSM5319992	MCAO	Simulated	0.17500000000000002	0.1875	263	16160	0.016274752475247525
GSE174574	GSM5319992	MCAO	Simulated	0.1875	0.2	307	16160	0.018997524752475247
GSE174574	GSM5319992	MCAO	Simulated	0.2	0.21250000000000002	349	16160	0.021596534653465345
GSE174574	GSM5319992	MCAO	Simulated	0.21250000000000002	0.225	413	16160	0.025556930693069305
GSE174574	GSM5319992	MCAO	Simulated	0.225	0.23750000000000002	462	16160	0.02858910891089109
GSE174574	GSM5319992	MCAO	Simulated	0.23750000000000002	0.25	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.25	0.2625	564	16160	0.034900990099009904
GSE174574	GSM5319992	MCAO	Simulated	0.2625	0.275	768	16160	0.047524752475247525
GSE174574	GSM5319992	MCAO	Simulated	0.275	0.28750000000000003	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.28750000000000003	0.30000000000000004	862	16160	0.05334158415841584
GSE174574	GSM5319992	MCAO	Simulated	0.30000000000000004	0.3125	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.3125	0.325	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.325	0.3375	937	16160	0.057982673267326736
GSE174574	GSM5319992	MCAO	Simulated	0.3375	0.35000000000000003	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.35000000000000003	0.36250000000000004	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.36250000000000004	0.375	901	16160	0.055754950495049506
GSE174574	GSM5319992	MCAO	Simulated	0.375	0.3875	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.3875	0.4	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.4	0.41250000000000003	732	16160	0.045297029702970296
GSE174574	GSM5319992	MCAO	Simulated	0.41250000000000003	0.42500000000000004	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.42500000000000004	0.4375	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.4375	0.45	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.45	0.4625	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.4625	0.47500000000000003	391	16160	0.024195544554455446
GSE174574	GSM5319992	MCAO	Simulated	0.47500000000000003	0.48750000000000004	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.48750000000000004	0.5	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.5	0.5125000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.5125000000000001	0.525	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.525	0.5375	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.5375	0.55	144	16160	0.00891089108910891
GSE174574	GSM5319992	MCAO	Simulated	0.55	0.5625	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.5625	0.5750000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.5750000000000001	0.5875	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.5875	0.6000000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.6000000000000001	0.6125	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.6125	0.625	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.625	0.6375000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.6375000000000001	0.65	39	16160	0.0024133663366336633
GSE174574	GSM5319992	MCAO	Simulated	0.65	0.6625000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.6625000000000001	0.675	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.675	0.6875	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.6875	0.7000000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.7000000000000001	0.7125	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.7125	0.7250000000000001	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.7250000000000001	0.7375	0	16160	0.0
GSE174574	GSM5319992	MCAO	Simulated	0.7375	0.75	0	16160	0.0
GSE245386	GSM7841720	Sham	Observed	0.0	0.0125	72	15206	0.0047349730369590955
GSE245386	GSM7841720	Sham	Observed	0.0125	0.025	1476	15206	0.09706694725766145
GSE245386	GSM7841720	Sham	Observed	0.025	0.037500000000000006	3087	15206	0.2030119689596212
GSE245386	GSM7841720	Sham	Observed	0.037500000000000006	0.05	3164	15206	0.20807575956859134
GSE245386	GSM7841720	Sham	Observed	0.05	0.0625	2146	15206	0.1411285019071419
GSE245386	GSM7841720	Sham	Observed	0.0625	0.07500000000000001	1441	15206	0.09476522425358411
GSE245386	GSM7841720	Sham	Observed	0.07500000000000001	0.08750000000000001	1056	15206	0.0694462712087334
GSE245386	GSM7841720	Sham	Observed	0.08750000000000001	0.1	589	15206	0.03873470998290149
GSE245386	GSM7841720	Sham	Observed	0.1	0.1125	504	15206	0.033144811258713665
GSE245386	GSM7841720	Sham	Observed	0.1125	0.125	347	15206	0.02281993949756675
GSE245386	GSM7841720	Sham	Observed	0.125	0.1375	310	15206	0.02038668946468499
GSE245386	GSM7841720	Sham	Observed	0.1375	0.15000000000000002	192	15206	0.012626594765224253
GSE245386	GSM7841720	Sham	Observed	0.15000000000000002	0.1625	159	15206	0.010456398789951336
GSE245386	GSM7841720	Sham	Observed	0.1625	0.17500000000000002	163	15206	0.010719452847560174
GSE245386	GSM7841720	Sham	Observed	0.17500000000000002	0.1875	78	15206	0.005129554123372353
GSE245386	GSM7841720	Sham	Observed	0.1875	0.2	102	15206	0.006707878469025385
GSE245386	GSM7841720	Sham	Observed	0.2	0.21250000000000002	40	15206	0.002630540576088386
GSE245386	GSM7841720	Sham	Observed	0.21250000000000002	0.225	33	15206	0.0021701959752729186
GSE245386	GSM7841720	Sham	Observed	0.225	0.23750000000000002	39	15206	0.0025647770616861764
GSE245386	GSM7841720	Sham	Observed	0.23750000000000002	0.25	25	15206	0.0016440878600552415
GSE245386	GSM7841720	Sham	Observed	0.25	0.2625	34	15206	0.002235959489675128
GSE245386	GSM7841720	Sham	Observed	0.2625	0.275	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.275	0.28750000000000003	42	15206	0.0027620676048928055
GSE245386	GSM7841720	Sham	Observed	0.28750000000000003	0.30000000000000004	25	15206	0.0016440878600552415
GSE245386	GSM7841720	Sham	Observed	0.30000000000000004	0.3125	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.3125	0.325	25	15206	0.0016440878600552415
GSE245386	GSM7841720	Sham	Observed	0.325	0.3375	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.3375	0.35000000000000003	11	15206	0.0007233986584243062
GSE245386	GSM7841720	Sham	Observed	0.35000000000000003	0.36250000000000004	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.36250000000000004	0.375	10	15206	0.0006576351440220965
GSE245386	GSM7841720	Sham	Observed	0.375	0.3875	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.3875	0.4	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.4	0.41250000000000003	19	15206	0.0012495067736419834
GSE245386	GSM7841720	Sham	Observed	0.41250000000000003	0.42500000000000004	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.42500000000000004	0.4375	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.4375	0.45	8	15206	0.0005261081152176773
GSE245386	GSM7841720	Sham	Observed	0.45	0.4625	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.4625	0.47500000000000003	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.47500000000000003	0.48750000000000004	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.48750000000000004	0.5	7	15206	0.0004603446008154676
GSE245386	GSM7841720	Sham	Observed	0.5	0.5125000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.5125000000000001	0.525	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.525	0.5375	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.5375	0.55	2	15206	0.00013152702880441932
GSE245386	GSM7841720	Sham	Observed	0.55	0.5625	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.5625	0.5750000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.5750000000000001	0.5875	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.5875	0.6000000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.6000000000000001	0.6125	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.6125	0.625	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.625	0.6375000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.6375000000000001	0.65	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.65	0.6625000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.6625000000000001	0.675	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.675	0.6875	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.6875	0.7000000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.7000000000000001	0.7125	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.7125	0.7250000000000001	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.7250000000000001	0.7375	0	15206	0.0
GSE245386	GSM7841720	Sham	Observed	0.7375	0.75	0	15206	0.0
GSE245386	GSM7841720	Sham	Simulated	0.0	0.0125	12	30412	0.0003945810864132579
GSE245386	GSM7841720	Sham	Simulated	0.0125	0.025	347	30412	0.011409969748783375
GSE245386	GSM7841720	Sham	Simulated	0.025	0.037500000000000006	1981	30412	0.06513876101538867
GSE245386	GSM7841720	Sham	Simulated	0.037500000000000006	0.05	3626	30412	0.11922925161120611
GSE245386	GSM7841720	Sham	Simulated	0.05	0.0625	3824	30412	0.12573983953702486
GSE245386	GSM7841720	Sham	Simulated	0.0625	0.07500000000000001	3436	30412	0.11298171774299619
GSE245386	GSM7841720	Sham	Simulated	0.07500000000000001	0.08750000000000001	3134	30412	0.10305142706826252
GSE245386	GSM7841720	Sham	Simulated	0.08750000000000001	0.1	2064	30412	0.06786794686308037
GSE245386	GSM7841720	Sham	Simulated	0.1	0.1125	1925	30412	0.06329738261212679
GSE245386	GSM7841720	Sham	Simulated	0.1125	0.125	1403	30412	0.04613310535315007
GSE245386	GSM7841720	Sham	Simulated	0.125	0.1375	1329	30412	0.043699855320268315
GSE245386	GSM7841720	Sham	Simulated	0.1375	0.15000000000000002	963	30412	0.03166513218466395
GSE245386	GSM7841720	Sham	Simulated	0.15000000000000002	0.1625	932	30412	0.0306457977114297
GSE245386	GSM7841720	Sham	Simulated	0.1625	0.17500000000000002	923	30412	0.030349861896619756
GSE245386	GSM7841720	Sham	Simulated	0.17500000000000002	0.1875	418	30412	0.013744574510061818
GSE245386	GSM7841720	Sham	Simulated	0.1875	0.2	629	30412	0.020682625279494937
GSE245386	GSM7841720	Sham	Simulated	0.2	0.21250000000000002	258	30412	0.008483493357885046
GSE245386	GSM7841720	Sham	Simulated	0.21250000000000002	0.225	226	30412	0.007431277127449691
GSE245386	GSM7841720	Sham	Simulated	0.225	0.23750000000000002	266	30412	0.008746547415493884
GSE245386	GSM7841720	Sham	Simulated	0.23750000000000002	0.25	217	30412	0.007135341312639747
GSE245386	GSM7841720	Sham	Simulated	0.25	0.2625	238	30412	0.00782585821386295
GSE245386	GSM7841720	Sham	Simulated	0.2625	0.275	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.275	0.28750000000000003	239	30412	0.007858739971064054
GSE245386	GSM7841720	Sham	Simulated	0.28750000000000003	0.30000000000000004	292	30412	0.00960147310272261
GSE245386	GSM7841720	Sham	Simulated	0.30000000000000004	0.3125	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.3125	0.325	241	30412	0.007924503485466264
GSE245386	GSM7841720	Sham	Simulated	0.325	0.3375	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.3375	0.35000000000000003	270	30412	0.008878074444298303
GSE245386	GSM7841720	Sham	Simulated	0.35000000000000003	0.36250000000000004	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.36250000000000004	0.375	260	30412	0.008549256872287254
GSE245386	GSM7841720	Sham	Simulated	0.375	0.3875	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.3875	0.4	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.4	0.41250000000000003	290	30412	0.0095357095883204
GSE245386	GSM7841720	Sham	Simulated	0.41250000000000003	0.42500000000000004	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.42500000000000004	0.4375	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.4375	0.45	273	30412	0.008976719715901619
GSE245386	GSM7841720	Sham	Simulated	0.45	0.4625	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.4625	0.47500000000000003	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.47500000000000003	0.48750000000000004	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.48750000000000004	0.5	223	30412	0.0073326318558463765
GSE245386	GSM7841720	Sham	Simulated	0.5	0.5125000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.5125000000000001	0.525	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.525	0.5375	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.5375	0.55	103	30412	0.003386820991713797
GSE245386	GSM7841720	Sham	Simulated	0.55	0.5625	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.5625	0.5750000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.5750000000000001	0.5875	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.5875	0.6000000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.6000000000000001	0.6125	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.6125	0.625	51	30412	0.0016769696172563462
GSE245386	GSM7841720	Sham	Simulated	0.625	0.6375000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.6375000000000001	0.65	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.65	0.6625000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.6625000000000001	0.675	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.675	0.6875	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.6875	0.7000000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.7000000000000001	0.7125	19	30412	0.0006247533868209917
GSE245386	GSM7841720	Sham	Simulated	0.7125	0.7250000000000001	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.7250000000000001	0.7375	0	30412	0.0
GSE245386	GSM7841720	Sham	Simulated	0.7375	0.75	0	30412	0.0
GSE245386	GSM7841721	Sham	Observed	0.0	0.0125	878	10017	0.08765099331137068
GSE245386	GSM7841721	Sham	Observed	0.0125	0.025	2632	10017	0.26275331935709295
GSE245386	GSM7841721	Sham	Observed	0.025	0.037500000000000006	1912	10017	0.19087551163022862
GSE245386	GSM7841721	Sham	Observed	0.037500000000000006	0.05	1280	10017	0.12778276929220325
GSE245386	GSM7841721	Sham	Observed	0.05	0.0625	742	10017	0.07407407407407407
GSE245386	GSM7841721	Sham	Observed	0.0625	0.07500000000000001	750	10017	0.07487271638215034
GSE245386	GSM7841721	Sham	Observed	0.07500000000000001	0.08750000000000001	579	10017	0.05780173704702007
GSE245386	GSM7841721	Sham	Observed	0.08750000000000001	0.1	257	10017	0.025656384146950185
GSE245386	GSM7841721	Sham	Observed	0.1	0.1125	210	10017	0.020964360587002098
GSE245386	GSM7841721	Sham	Observed	0.1125	0.125	156	10017	0.015573525007487272
GSE245386	GSM7841721	Sham	Observed	0.125	0.1375	94	10017	0.009384047119896176
GSE245386	GSM7841721	Sham	Observed	0.1375	0.15000000000000002	58	10017	0.00579015673355296
GSE245386	GSM7841721	Sham	Observed	0.15000000000000002	0.1625	33	10017	0.0032943995208146153
GSE245386	GSM7841721	Sham	Observed	0.1625	0.17500000000000002	52	10017	0.005191175002495757
GSE245386	GSM7841721	Sham	Observed	0.17500000000000002	0.1875	27	10017	0.0026954177897574125
GSE245386	GSM7841721	Sham	Observed	0.1875	0.2	25	10017	0.0024957572127383447
GSE245386	GSM7841721	Sham	Observed	0.2	0.21250000000000002	16	10017	0.0015972846161525407
GSE245386	GSM7841721	Sham	Observed	0.21250000000000002	0.225	22	10017	0.0021962663472097433
GSE245386	GSM7841721	Sham	Observed	0.225	0.23750000000000002	32	10017	0.0031945692323050814
GSE245386	GSM7841721	Sham	Observed	0.23750000000000002	0.25	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.25	0.2625	25	10017	0.0024957572127383447
GSE245386	GSM7841721	Sham	Observed	0.2625	0.275	35	10017	0.0034940600978336828
GSE245386	GSM7841721	Sham	Observed	0.275	0.28750000000000003	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.28750000000000003	0.30000000000000004	28	10017	0.002795248078266946
GSE245386	GSM7841721	Sham	Observed	0.30000000000000004	0.3125	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.3125	0.325	31	10017	0.0030947389437955474
GSE245386	GSM7841721	Sham	Observed	0.325	0.3375	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.3375	0.35000000000000003	0	10017	0.0
