dataset	sample	condition	distribution	bin_left	bin_right	n_scores	total_scores	fraction_per_bin
GSE245386	GSM7841721	Sham	Observed	0.35000000000000003	0.36250000000000004	37	10017	0.0036937206748527502
GSE245386	GSM7841721	Sham	Observed	0.36250000000000004	0.375	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.375	0.3875	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.3875	0.4	35	10017	0.0034940600978336828
GSE245386	GSM7841721	Sham	Observed	0.4	0.41250000000000003	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.41250000000000003	0.42500000000000004	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.42500000000000004	0.4375	33	10017	0.0032943995208146153
GSE245386	GSM7841721	Sham	Observed	0.4375	0.45	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.45	0.4625	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.4625	0.47500000000000003	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.47500000000000003	0.48750000000000004	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.48750000000000004	0.5	16	10017	0.0015972846161525407
GSE245386	GSM7841721	Sham	Observed	0.5	0.5125000000000001	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.5125000000000001	0.525	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.525	0.5375	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.5375	0.55	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.55	0.5625	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.5625	0.5750000000000001	17	10017	0.0016971149046620744
GSE245386	GSM7841721	Sham	Observed	0.5750000000000001	0.5875	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.5875	0.6000000000000001	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.6000000000000001	0.6125	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.6125	0.625	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.625	0.6375000000000001	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.6375000000000001	0.65	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.65	0.6625000000000001	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.6625000000000001	0.675	5	10017	0.000499151442547669
GSE245386	GSM7841721	Sham	Observed	0.675	0.6875	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.6875	0.7000000000000001	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.7000000000000001	0.7125	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.7125	0.7250000000000001	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.7250000000000001	0.7375	0	10017	0.0
GSE245386	GSM7841721	Sham	Observed	0.7375	0.75	0	10017	0.0
GSE245386	GSM7841721	Sham	Simulated	0.0	0.0125	99	20034	0.004941599281221923
GSE245386	GSM7841721	Sham	Simulated	0.0125	0.025	1107	20034	0.05525606469002695
GSE245386	GSM7841721	Sham	Simulated	0.025	0.037500000000000006	1473	20034	0.07352500748727164
GSE245386	GSM7841721	Sham	Simulated	0.037500000000000006	0.05	1430	20034	0.07137865628431667
GSE245386	GSM7841721	Sham	Simulated	0.05	0.0625	1065	20034	0.05315962863132674
GSE245386	GSM7841721	Sham	Simulated	0.0625	0.07500000000000001	1134	20034	0.05660377358490566
GSE245386	GSM7841721	Sham	Simulated	0.07500000000000001	0.08750000000000001	1075	20034	0.05365878007387442
GSE245386	GSM7841721	Sham	Simulated	0.08750000000000001	0.1	673	20034	0.03359289208345812
GSE245386	GSM7841721	Sham	Simulated	0.1	0.1125	679	20034	0.03389238294898672
GSE245386	GSM7841721	Sham	Simulated	0.1125	0.125	715	20034	0.03568932814215833
GSE245386	GSM7841721	Sham	Simulated	0.125	0.1375	408	20034	0.020365378855944895
GSE245386	GSM7841721	Sham	Simulated	0.1375	0.15000000000000002	449	20034	0.022411899770390337
GSE245386	GSM7841721	Sham	Simulated	0.15000000000000002	0.1625	192	20034	0.009583707696915245
GSE245386	GSM7841721	Sham	Simulated	0.1625	0.17500000000000002	437	20034	0.021812918039333135
GSE245386	GSM7841721	Sham	Simulated	0.17500000000000002	0.1875	216	20034	0.01078167115902965
GSE245386	GSM7841721	Sham	Simulated	0.1875	0.2	232	20034	0.01158031346710592
GSE245386	GSM7841721	Sham	Simulated	0.2	0.21250000000000002	241	20034	0.012029549765398821
GSE245386	GSM7841721	Sham	Simulated	0.21250000000000002	0.225	312	20034	0.015573525007487272
GSE245386	GSM7841721	Sham	Simulated	0.225	0.23750000000000002	364	20034	0.01816911250873515
GSE245386	GSM7841721	Sham	Simulated	0.23750000000000002	0.25	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.25	0.2625	471	20034	0.02351003294399521
GSE245386	GSM7841721	Sham	Simulated	0.2625	0.275	602	20034	0.03004891684136967
GSE245386	GSM7841721	Sham	Simulated	0.275	0.28750000000000003	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.28750000000000003	0.30000000000000004	710	20034	0.0354397524208845
GSE245386	GSM7841721	Sham	Simulated	0.30000000000000004	0.3125	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.3125	0.325	877	20034	0.043775581511430565
GSE245386	GSM7841721	Sham	Simulated	0.325	0.3375	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.3375	0.35000000000000003	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.35000000000000003	0.36250000000000004	1033	20034	0.051562344015174205
GSE245386	GSM7841721	Sham	Simulated	0.36250000000000004	0.375	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.375	0.3875	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.3875	0.4	1119	20034	0.05585504642108416
GSE245386	GSM7841721	Sham	Simulated	0.4	0.41250000000000003	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.41250000000000003	0.42500000000000004	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.42500000000000004	0.4375	1087	20034	0.054257761804931616
GSE245386	GSM7841721	Sham	Simulated	0.4375	0.45	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.45	0.4625	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.4625	0.47500000000000003	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.47500000000000003	0.48750000000000004	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.48750000000000004	0.5	1032	20034	0.05151242887091944
GSE245386	GSM7841721	Sham	Simulated	0.5	0.5125000000000001	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.5125000000000001	0.525	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.525	0.5375	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.5375	0.55	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.55	0.5625	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.5625	0.5750000000000001	670	20034	0.03344314665069382
GSE245386	GSM7841721	Sham	Simulated	0.5750000000000001	0.5875	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.5875	0.6000000000000001	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.6000000000000001	0.6125	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.6125	0.625	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.625	0.6375000000000001	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.6375000000000001	0.65	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.65	0.6625000000000001	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.6625000000000001	0.675	132	20034	0.006588799041629231
GSE245386	GSM7841721	Sham	Simulated	0.675	0.6875	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.6875	0.7000000000000001	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.7000000000000001	0.7125	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.7125	0.7250000000000001	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.7250000000000001	0.7375	0	20034	0.0
GSE245386	GSM7841721	Sham	Simulated	0.7375	0.75	0	20034	0.0
GSE245386	GSM7841722	Sham	Observed	0.0	0.0125	494	9625	0.05132467532467532
GSE245386	GSM7841722	Sham	Observed	0.0125	0.025	2368	9625	0.24602597402597404
GSE245386	GSM7841722	Sham	Observed	0.025	0.037500000000000006	2003	9625	0.2081038961038961
GSE245386	GSM7841722	Sham	Observed	0.037500000000000006	0.05	1273	9625	0.13225974025974027
GSE245386	GSM7841722	Sham	Observed	0.05	0.0625	770	9625	0.08
GSE245386	GSM7841722	Sham	Observed	0.0625	0.07500000000000001	802	9625	0.08332467532467533
GSE245386	GSM7841722	Sham	Observed	0.07500000000000001	0.08750000000000001	521	9625	0.05412987012987013
GSE245386	GSM7841722	Sham	Observed	0.08750000000000001	0.1	432	9625	0.044883116883116886
GSE245386	GSM7841722	Sham	Observed	0.1	0.1125	252	9625	0.02618181818181818
GSE245386	GSM7841722	Sham	Observed	0.1125	0.125	118	9625	0.01225974025974026
GSE245386	GSM7841722	Sham	Observed	0.125	0.1375	103	9625	0.010701298701298701
GSE245386	GSM7841722	Sham	Observed	0.1375	0.15000000000000002	71	9625	0.007376623376623376
GSE245386	GSM7841722	Sham	Observed	0.15000000000000002	0.1625	52	9625	0.005402597402597403
GSE245386	GSM7841722	Sham	Observed	0.1625	0.17500000000000002	17	9625	0.0017662337662337662
GSE245386	GSM7841722	Sham	Observed	0.17500000000000002	0.1875	13	9625	0.0013506493506493507
GSE245386	GSM7841722	Sham	Observed	0.1875	0.2	24	9625	0.0024935064935064934
GSE245386	GSM7841722	Sham	Observed	0.2	0.21250000000000002	18	9625	0.0018701298701298702
GSE245386	GSM7841722	Sham	Observed	0.21250000000000002	0.225	14	9625	0.0014545454545454545
GSE245386	GSM7841722	Sham	Observed	0.225	0.23750000000000002	19	9625	0.001974025974025974
GSE245386	GSM7841722	Sham	Observed	0.23750000000000002	0.25	21	9625	0.002181818181818182
GSE245386	GSM7841722	Sham	Observed	0.25	0.2625	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.2625	0.275	23	9625	0.0023896103896103894
GSE245386	GSM7841722	Sham	Observed	0.275	0.28750000000000003	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.28750000000000003	0.30000000000000004	16	9625	0.0016623376623376624
GSE245386	GSM7841722	Sham	Observed	0.30000000000000004	0.3125	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.3125	0.325	33	9625	0.0034285714285714284
GSE245386	GSM7841722	Sham	Observed	0.325	0.3375	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.3375	0.35000000000000003	34	9625	0.0035324675324675324
GSE245386	GSM7841722	Sham	Observed	0.35000000000000003	0.36250000000000004	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.36250000000000004	0.375	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.375	0.3875	49	9625	0.005090909090909091
GSE245386	GSM7841722	Sham	Observed	0.3875	0.4	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.4	0.41250000000000003	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.41250000000000003	0.42500000000000004	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.42500000000000004	0.4375	37	9625	0.0038441558441558443
GSE245386	GSM7841722	Sham	Observed	0.4375	0.45	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.45	0.4625	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.4625	0.47500000000000003	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.47500000000000003	0.48750000000000004	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.48750000000000004	0.5	33	9625	0.0034285714285714284
GSE245386	GSM7841722	Sham	Observed	0.5	0.5125000000000001	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.5125000000000001	0.525	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.525	0.5375	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.5375	0.55	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.55	0.5625	10	9625	0.001038961038961039
GSE245386	GSM7841722	Sham	Observed	0.5625	0.5750000000000001	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.5750000000000001	0.5875	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.5875	0.6000000000000001	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.6000000000000001	0.6125	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.6125	0.625	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.625	0.6375000000000001	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.6375000000000001	0.65	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.65	0.6625000000000001	5	9625	0.0005194805194805195
GSE245386	GSM7841722	Sham	Observed	0.6625000000000001	0.675	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.675	0.6875	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.6875	0.7000000000000001	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.7000000000000001	0.7125	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.7125	0.7250000000000001	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.7250000000000001	0.7375	0	9625	0.0
GSE245386	GSM7841722	Sham	Observed	0.7375	0.75	0	9625	0.0
GSE245386	GSM7841722	Sham	Simulated	0.0	0.0125	71	19250	0.003688311688311688
GSE245386	GSM7841722	Sham	Simulated	0.0125	0.025	878	19250	0.04561038961038961
GSE245386	GSM7841722	Sham	Simulated	0.025	0.037500000000000006	1554	19250	0.08072727272727273
GSE245386	GSM7841722	Sham	Simulated	0.037500000000000006	0.05	1370	19250	0.07116883116883117
GSE245386	GSM7841722	Sham	Simulated	0.05	0.0625	1022	19250	0.05309090909090909
GSE245386	GSM7841722	Sham	Simulated	0.0625	0.07500000000000001	1026	19250	0.0532987012987013
GSE245386	GSM7841722	Sham	Simulated	0.07500000000000001	0.08750000000000001	844	19250	0.043844155844155845
GSE245386	GSM7841722	Sham	Simulated	0.08750000000000001	0.1	937	19250	0.04867532467532468
GSE245386	GSM7841722	Sham	Simulated	0.1	0.1125	758	19250	0.03937662337662338
GSE245386	GSM7841722	Sham	Simulated	0.1125	0.125	537	19250	0.027896103896103894
GSE245386	GSM7841722	Sham	Simulated	0.125	0.1375	461	19250	0.023948051948051947
GSE245386	GSM7841722	Sham	Simulated	0.1375	0.15000000000000002	412	19250	0.021402597402597402
GSE245386	GSM7841722	Sham	Simulated	0.15000000000000002	0.1625	417	19250	0.02166233766233766
GSE245386	GSM7841722	Sham	Simulated	0.1625	0.17500000000000002	211	19250	0.010961038961038961
GSE245386	GSM7841722	Sham	Simulated	0.17500000000000002	0.1875	171	19250	0.008883116883116883
GSE245386	GSM7841722	Sham	Simulated	0.1875	0.2	180	19250	0.00935064935064935
GSE245386	GSM7841722	Sham	Simulated	0.2	0.21250000000000002	195	19250	0.01012987012987013
GSE245386	GSM7841722	Sham	Simulated	0.21250000000000002	0.225	224	19250	0.011636363636363636
GSE245386	GSM7841722	Sham	Simulated	0.225	0.23750000000000002	274	19250	0.014233766233766234
GSE245386	GSM7841722	Sham	Simulated	0.23750000000000002	0.25	360	19250	0.0187012987012987
GSE245386	GSM7841722	Sham	Simulated	0.25	0.2625	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.2625	0.275	420	19250	0.02181818181818182
GSE245386	GSM7841722	Sham	Simulated	0.275	0.28750000000000003	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.28750000000000003	0.30000000000000004	598	19250	0.031064935064935066
GSE245386	GSM7841722	Sham	Simulated	0.30000000000000004	0.3125	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.3125	0.325	773	19250	0.04015584415584415
GSE245386	GSM7841722	Sham	Simulated	0.325	0.3375	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.3375	0.35000000000000003	996	19250	0.05174025974025974
GSE245386	GSM7841722	Sham	Simulated	0.35000000000000003	0.36250000000000004	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.36250000000000004	0.375	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.375	0.3875	1260	19250	0.06545454545454546
GSE245386	GSM7841722	Sham	Simulated	0.3875	0.4	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.4	0.41250000000000003	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.41250000000000003	0.42500000000000004	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.42500000000000004	0.4375	1310	19250	0.06805194805194806
GSE245386	GSM7841722	Sham	Simulated	0.4375	0.45	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.45	0.4625	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.4625	0.47500000000000003	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.47500000000000003	0.48750000000000004	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.48750000000000004	0.5	1168	19250	0.060675324675324674
GSE245386	GSM7841722	Sham	Simulated	0.5	0.5125000000000001	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.5125000000000001	0.525	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.525	0.5375	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.5375	0.55	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.55	0.5625	633	19250	0.03288311688311688
GSE245386	GSM7841722	Sham	Simulated	0.5625	0.5750000000000001	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.5750000000000001	0.5875	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.5875	0.6000000000000001	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.6000000000000001	0.6125	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.6125	0.625	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.625	0.6375000000000001	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.6375000000000001	0.65	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.65	0.6625000000000001	190	19250	0.009870129870129871
GSE245386	GSM7841722	Sham	Simulated	0.6625000000000001	0.675	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.675	0.6875	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.6875	0.7000000000000001	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.7000000000000001	0.7125	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.7125	0.7250000000000001	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.7250000000000001	0.7375	0	19250	0.0
GSE245386	GSM7841722	Sham	Simulated	0.7375	0.75	0	19250	0.0
GSE245386	GSM7841723	MCAO	Observed	0.0	0.0125	800	9852	0.08120178643930166
GSE245386	GSM7841723	MCAO	Observed	0.0125	0.025	2299	9852	0.23335363377994317
GSE245386	GSM7841723	MCAO	Observed	0.025	0.037500000000000006	2251	9852	0.22848152659358506
GSE245386	GSM7841723	MCAO	Observed	0.037500000000000006	0.05	1735	9852	0.1761063743402355
GSE245386	GSM7841723	MCAO	Observed	0.05	0.0625	848	9852	0.08607389362565976
GSE245386	GSM7841723	MCAO	Observed	0.0625	0.07500000000000001	575	9852	0.05836378400324807
GSE245386	GSM7841723	MCAO	Observed	0.07500000000000001	0.08750000000000001	417	9852	0.04232643118148599
GSE245386	GSM7841723	MCAO	Observed	0.08750000000000001	0.1	177	9852	0.017965895249695493
GSE245386	GSM7841723	MCAO	Observed	0.1	0.1125	142	9852	0.014413317092976045
GSE245386	GSM7841723	MCAO	Observed	0.1125	0.125	91	9852	0.009236703207470564
GSE245386	GSM7841723	MCAO	Observed	0.125	0.1375	63	9852	0.006394640682095006
GSE245386	GSM7841723	MCAO	Observed	0.1375	0.15000000000000002	50	9852	0.005075111652456354
GSE245386	GSM7841723	MCAO	Observed	0.15000000000000002	0.1625	21	9852	0.002131546894031669
GSE245386	GSM7841723	MCAO	Observed	0.1625	0.17500000000000002	34	9852	0.003451075923670321
GSE245386	GSM7841723	MCAO	Observed	0.17500000000000002	0.1875	14	9852	0.0014210312626877792
GSE245386	GSM7841723	MCAO	Observed	0.1875	0.2	21	9852	0.002131546894031669
GSE245386	GSM7841723	MCAO	Observed	0.2	0.21250000000000002	26	9852	0.002639058059277304
GSE245386	GSM7841723	MCAO	Observed	0.21250000000000002	0.225	20	9852	0.0020300446609825416
GSE245386	GSM7841723	MCAO	Observed	0.225	0.23750000000000002	23	9852	0.0023345513601299227
GSE245386	GSM7841723	MCAO	Observed	0.23750000000000002	0.25	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.25	0.2625	25	9852	0.002537555826228177
GSE245386	GSM7841723	MCAO	Observed	0.2625	0.275	22	9852	0.002233049127080796
GSE245386	GSM7841723	MCAO	Observed	0.275	0.28750000000000003	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.28750000000000003	0.30000000000000004	26	9852	0.002639058059277304
GSE245386	GSM7841723	MCAO	Observed	0.30000000000000004	0.3125	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.3125	0.325	32	9852	0.0032480714575720666
GSE245386	GSM7841723	MCAO	Observed	0.325	0.3375	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.3375	0.35000000000000003	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.35000000000000003	0.36250000000000004	52	9852	0.005278116118554608
GSE245386	GSM7841723	MCAO	Observed	0.36250000000000004	0.375	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.375	0.3875	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.3875	0.4	44	9852	0.004466098254161592
GSE245386	GSM7841723	MCAO	Observed	0.4	0.41250000000000003	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.41250000000000003	0.42500000000000004	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.42500000000000004	0.4375	22	9852	0.002233049127080796
GSE245386	GSM7841723	MCAO	Observed	0.4375	0.45	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.45	0.4625	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.4625	0.47500000000000003	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.47500000000000003	0.48750000000000004	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.48750000000000004	0.5	12	9852	0.001218026796589525
GSE245386	GSM7841723	MCAO	Observed	0.5	0.5125000000000001	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.5125000000000001	0.525	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.525	0.5375	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.5375	0.55	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.55	0.5625	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.5625	0.5750000000000001	10	9852	0.0010150223304912708
GSE245386	GSM7841723	MCAO	Observed	0.5750000000000001	0.5875	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.5875	0.6000000000000001	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.6000000000000001	0.6125	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.6125	0.625	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.625	0.6375000000000001	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.6375000000000001	0.65	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.65	0.6625000000000001	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.6625000000000001	0.675	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.675	0.6875	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.6875	0.7000000000000001	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.7000000000000001	0.7125	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.7125	0.7250000000000001	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.7250000000000001	0.7375	0	9852	0.0
GSE245386	GSM7841723	MCAO	Observed	0.7375	0.75	0	9852	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.0	0.0125	94	19704	0.004770604953308973
GSE245386	GSM7841723	MCAO	Simulated	0.0125	0.025	933	19704	0.04735079171741778
GSE245386	GSM7841723	MCAO	Simulated	0.025	0.037500000000000006	1696	19704	0.08607389362565976
GSE245386	GSM7841723	MCAO	Simulated	0.037500000000000006	0.05	1993	19704	0.10114697523345513
GSE245386	GSM7841723	MCAO	Simulated	0.05	0.0625	1414	19704	0.07176207876573285
GSE245386	GSM7841723	MCAO	Simulated	0.0625	0.07500000000000001	1309	19704	0.06643321153065368
GSE245386	GSM7841723	MCAO	Simulated	0.07500000000000001	0.08750000000000001	1076	19704	0.05460820138043037
GSE245386	GSM7841723	MCAO	Simulated	0.08750000000000001	0.1	663	19704	0.033647990255785624
GSE245386	GSM7841723	MCAO	Simulated	0.1	0.1125	640	19704	0.032480714575720666
GSE245386	GSM7841723	MCAO	Simulated	0.1125	0.125	543	19704	0.027557856272838
GSE245386	GSM7841723	MCAO	Simulated	0.125	0.1375	375	19704	0.01903166869671133
GSE245386	GSM7841723	MCAO	Simulated	0.1375	0.15000000000000002	426	19704	0.021619975639464068
GSE245386	GSM7841723	MCAO	Simulated	0.15000000000000002	0.1625	194	19704	0.009845716605765328
GSE245386	GSM7841723	MCAO	Simulated	0.1625	0.17500000000000002	374	19704	0.018980917580186763
GSE245386	GSM7841723	MCAO	Simulated	0.17500000000000002	0.1875	208	19704	0.010556232237109216
GSE245386	GSM7841723	MCAO	Simulated	0.1875	0.2	242	19704	0.012281770198944377
GSE245386	GSM7841723	MCAO	Simulated	0.2	0.21250000000000002	262	19704	0.013296792529435648
GSE245386	GSM7841723	MCAO	Simulated	0.21250000000000002	0.225	289	19704	0.014667072675598863
GSE245386	GSM7841723	MCAO	Simulated	0.225	0.23750000000000002	343	19704	0.017407632967925295
GSE245386	GSM7841723	MCAO	Simulated	0.23750000000000002	0.25	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.25	0.2625	426	19704	0.021619975639464068
GSE245386	GSM7841723	MCAO	Simulated	0.2625	0.275	483	19704	0.02451278928136419
GSE245386	GSM7841723	MCAO	Simulated	0.275	0.28750000000000003	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.28750000000000003	0.30000000000000004	702	19704	0.0356272838002436
GSE245386	GSM7841723	MCAO	Simulated	0.30000000000000004	0.3125	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.3125	0.325	932	19704	0.04730004060089322
GSE245386	GSM7841723	MCAO	Simulated	0.325	0.3375	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.3375	0.35000000000000003	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.35000000000000003	0.36250000000000004	1126	19704	0.05714575720665855
GSE245386	GSM7841723	MCAO	Simulated	0.36250000000000004	0.375	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.375	0.3875	0	19704	0.0
GSE245386	GSM7841723	MCAO	Simulated	0.3875	0.4	992	19704	0.05034510759236703
GSE245386	GSM7841723	MCAO	Simulated	0.4	0.41250000000000003	0	19704	0.0
