cell_type	Slc1a2	Slc1a3	Aldh1l1	Pecam1	Cdh5	Kdr	Ptprc	Tyrobp	C1qa	Lyz2
Astrocyte	0.9272419499247043	0.9236251031637254	0.3739532176801954	0.16733986491190564	0.10650575435819976	0.08998962569790898	0.04239249706798865	0.36639142570036026	0.6446521296733565	0.4007451811403016
Endothelial	0.1172918773485893	0.08493995557708134	0.0059345577916893	0.8188216050367879	0.6732918197852454	0.5941355567527381	0.023549706399495968	0.2949619532820151	0.5609594024766534	0.33959507803502453
