dataset_discovery	config_discovery	sender	receiver	ligand	receptor	eligible_05_discovery	eligible_10_discovery	eligible_20_discovery	mean_control_score_discovery	mean_stroke_score_discovery	score_difference_discovery	welch_p_discovery	exact_permutation_p_discovery	ligand_mean_log2fc_discovery	receptor_mean_log2fc_discovery	ligand_min_padj_discovery	receptor_min_padj_discovery	ligand_any_changed_discovery	receptor_any_changed_discovery	candidate_changed_component_discovery	ligand_min_detection_stroke_discovery	receptor_min_detection_stroke_discovery	welch_fdr_discovery	welch_fdr_eligible_05_discovery	welch_fdr_eligible_10_discovery	welch_fdr_eligible_20_discovery	dataset_validation	config_validation	eligible_05_validation	eligible_10_validation	eligible_20_validation	mean_control_score_validation	mean_stroke_score_validation	score_difference_validation	welch_p_validation	exact_permutation_p_validation	ligand_mean_log2fc_validation	receptor_mean_log2fc_validation	ligand_min_padj_validation	receptor_min_padj_validation	ligand_any_changed_validation	receptor_any_changed_validation	candidate_changed_component_validation	ligand_min_detection_stroke_validation	receptor_min_detection_stroke_validation	welch_fdr_validation	welch_fdr_eligible_05_validation	welch_fdr_eligible_10_validation	welch_fdr_eligible_20_validation	same_direction	both_eligible10	discovery_selected
GSE174574	primary	Astrocyte	Endothelial	Lin7c	Abca1	True	True	False	0.1516112852174055	0.1574855023603842	0.0058742171429787	0.6222132022330092	0.6	-0.1130293305685335	0.1977982734657863	0.8338963568692117	0.3204954367275772	False	False	False	0.1377176904811224	0.1024572155310338		0.6950351918276874	0.693385768754456		GSE245386	primary	True	True	True	0.3182794875222611	0.2903763947123741	-0.027903092809887	0.1289309190270275	0.2	0.0384834818036128	-0.2522090726579253	0.9792902918057116	0.2037661322393934	False	False	False	0.2758767846058348	0.3842419351978293		0.4646230069815445	0.4166499439359618	0.3636443656843025	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Lman1	Mcfd2	True	True	True	0.3244756211595973	0.3640356051749859	0.0395599840153886	0.1924673851153063	0.1	0.1263955561739347	0.2230626432111739	0.7574727934533763	0.0440694596675386	False	False	False	0.2483345846136203	0.2736512368745243		0.2614782132917855	0.2649170852157448	0.2417772110539385	GSE245386	primary	True	True	True	0.317684139834476	0.3550984295398759	0.0374142897053998	0.3399045594481119	0.6	0.1740475197961762	0.0915689048053822	0.8738898245216968	0.7178571720379993	False	False	False	0.3802568280571073	0.3816427685366074		0.6268016652278741	0.5665075990801864	0.5571768856835716	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Lrp1b	Plaur	True	True	False	0.148372768771794	0.3139995363601837	0.1656267675883896	0.0003191404867625	0.1	0.0782889615011119	2.5751131657111106	0.8955588928834038	5.278500641761477e-131	False	True	True	0.1287321168752914	0.3241679297670093		0.0044971252901467	0.0044434175464638		GSE245386	primary	True	True	True	0.570928197739356	1.2277902869709731	0.6568620892316172	0.031855626899308	0.1	-0.2381663360635602	2.943781605471446	0.6802866840668048	8.970550800886093e-15	False	True	True	0.618181641837368	0.7094790419217569		0.3172761563146101	0.2951286335710881	0.2838165651556025	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Lrpap1	Lrp8	True	True	False	0.39261231052864	0.3979347202866181	0.005322409757978	0.7175381885744179	0.9	0.1116129239047545	-0.174448379515473	0.6638521681901196	0.2763579430610477	False	False	False	0.4946373157080401	0.137959148964585		0.7840924553407407	0.7800264992911089		GSE245386	primary	True	True	True	0.4907143403648787	0.4720437798016721	-0.0186705605632065	0.8340966611449264	0.9	0.0644692451417982	-0.2597185013921042	0.9549082315241152	0.3218589602566714	False	False	False	0.4426501396648045	0.4402098328002068		0.9313835585169904	0.9214742726681956	0.920805248829776	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Mdk	Itga6_Itgb1	True	True	True	0.6577028718195294	0.6447618577347446	-0.0129410140847847	0.6232078857643661	0.7	-0.1936526392267074	0.2884124615696622	0.3722847250743221	9.040428588134037e-14	False	True	True	0.4121821139551052	0.4142124175076498		0.6951164879679469	0.693385768754456	0.6670957650435468	GSE245386	primary	True	True	True	0.7262197953129611	0.6886113256572248	-0.0376084696557362	0.67002014165495	0.9	-0.1884319617254891	0.1477174098583234	0.8295354259296308	0.0647695310632162	False	False	False	0.3653689478584729	0.8029422841957786		0.8382564314438659	0.821577196855569	0.820842004733103	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Mdk	Ncl	True	True	True	0.6429180347457267	0.7093303248848053	0.0664122901390785	0.1236792472938462	0.1	-0.1936526392267074	0.665368502563311	0.3722847250743221	6.649632714121699e-15	False	True	True	0.4121821139551052	0.4797651578727859		0.1891564958611765	0.1919011043010149	0.1745840617397815	GSE245386	primary	True	True	True	0.6522751579511493	0.6703795922529296	0.0181044343017803	0.7689792606878592	1.0	-0.1884319617254891	0.3292354837865242	0.8295354259296308	0.0446321903788218	False	False	False	0.3653689478584729	0.7780001082743035		0.8955009715596547	0.8813685372499309	0.8806392629247264	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Mdk	Sdc3	True	True	False	0.3749256756160743	0.3839771424897187	0.0090514668736444	0.6803174441401256	0.7	-0.1936526392267074	0.1528004845409311	0.3722847250743221	0.3770555151380085	False	False	False	0.4121821139551052	0.160640567803955		0.7488457706301529	0.74855597197181		GSE245386	primary	True	True	True	0.324180920979191	0.4162938193117396	0.0921128983325485	0.1256749308813788	0.2	-0.1884319617254891	1.015409807792624	0.8295354259296308	1.6639713244605188e-13	False	True	True	0.3653689478584729	0.4738358878912926		0.4627656333389092	0.4166499439359618	0.3622904904028715	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Megf10	Abca1	True	True	False	0.1269111857876275	0.1452628829643203	0.0183516971766928	0.1490060573156862	0.3	0.1117595016274558	0.1977982734657863	0.8718486742428474	0.3204954367275772	False	False	False	0.1145083971143875	0.1024572155310338		0.2190069536374803	0.2228933584639604		GSE245386	primary	True	True	True	0.5355943679954982	0.4940908512797902	-0.0415035167157079	0.3660487930010473	0.4	0.02228736406562	-0.2522090726579253	0.9856139998592912	0.2037661322393934	False	False	False	0.5378840782122905	0.3842419351978293		0.6525937757575233	0.5915539062598271	0.5810792327999462	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Mif	Ackr3	True	True	False	0.4461092560568433	0.3289354517879368	-0.1171738042689065	0.028902051627029	0.1	-0.1347325072018157	-0.6839452546470859	0.4654665169430022	0.0001071355895029	False	True	True	0.5887355802942285	0.0755501922596435		0.0646651244118098	0.0645835968455834		GSE245386	primary	True	True	True	0.5328055733017918	0.3925186699872709	-0.1402869033145208	0.0804596081349756	0.2	-0.4131117688963209	-0.5524791061078063	0.4020906526904755	0.0009487586433414	False	True	True	0.3807708721291123	0.3332630561542273		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Nampt	Insr	True	True	False	0.2291045482348117	0.2143873268295755	-0.0147172214052362	0.4592445978084796	0.4	-0.3070335944348758	0.1562574643773691	0.4220391281139984	0.2763579430610477	False	False	False	0.1180669172562568	0.2096542450731938		0.5427436155918395	0.5432893608061099		GSE245386	primary	True	True	False	0.380323594886329	0.4703966089459028	0.0900730140595738	0.3802308977556199	0.1	-0.0628978931248186	0.7943879872468574	0.9714901454763722	7.237865505277919e-12	False	True	True	0.2032122905027933	0.7685278568315018		0.6584997204036188	0.5984624059979238		False	True	False
GSE174574	primary	Astrocyte	Endothelial	Nampt	Itga5_Itgb1	True	True	False	0.1088466346171004	0.1526600914411028	0.0438134568240024	0.0080412445927165	0.1	-0.3070335944348758	1.021534945288879	0.4220391281139984	2.091897734038406e-18	False	True	True	0.1180669172562568	0.1184583715053416		0.0249510223164948	0.0255344784435384		GSE245386	primary	True	True	False	0.1763163822542879	0.2086133485160868	0.0322969662617989	0.6362463736491274	0.7	-0.0628978931248186	0.2074372413479165	0.9714901454763722	0.1148195076493986	False	False	False	0.2032122905027933	0.2666876603696447		0.814781379906033	0.7979857716643096		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Ncam1	Ptpra	True	True	False	0.3995781790287302	0.3785350283048078	-0.0210431507239223	0.5379113540954918	0.6	-0.2079164495898671	-0.0784110089452292	0.2543321610532844	0.7274403660297312	False	False	False	0.4845330898969575	0.133691579533956		0.6182700624817087	0.6155148424598327		GSE245386	primary	True	True	True	1.0325768016573644	1.0012723810607755	-0.0313044205965888	0.7567431740935274	0.7	-0.4155384852537304	-0.0331273046960741	0.2505110199694528	0.9017388224748908	False	False	False	0.7669343575418994	0.5558840083520558		0.8874389905646848	0.874735444274041	0.8793341652897994	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Ncan	Sdc3	True	True	False	0.2767498927509979	0.2859626399939239	0.009212747242926	0.7139625023914041	0.6	-0.1746157430436672	0.1528004845409311	0.5756673570419205	0.3770555151380085	False	False	False	0.2402046069468356	0.160640567803955		0.7813174554471969	0.7784771863424347		GSE245386	primary	True	True	True	0.3841030897159301	0.4547440543469234	0.0706409646309932	0.3189906466865544	0.6	-0.6372050203638058	1.015409807792624	0.2020891323936651	1.6639713244605188e-13	False	True	True	0.3902564400993171	0.4738358878912926		0.6170981086473116	0.5616539455757105	0.5499094717163218	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Ndp	Fzd4	True	True	False	0.2875185099404785	0.2633213961989066	-0.0241971137415718	0.1883207781314213	0.2	-0.313348215456954	-0.0832575580491489	0.267487427582211	0.6360016089530711	False	False	False	0.1908937451739752	0.1873823538933234		0.2581706667474395	0.2622004680137482		GSE245386	primary	True	True	True	0.2544132560428738	0.3395441449802923	0.0851308889374184	0.1493506607971168	0.2	-0.189788729341814	1.0810784626534276	0.8682640995089935	1.1255293431554302e-13	False	True	True	0.2019902234636871	0.5965427594826355		0.4831277431566826	0.4309979892744895	0.3783550073526959	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Pltp	Abca1	True	True	False	0.3348595497241638	0.2536733842643021	-0.0811861654598616	0.0064130131250916	0.1	-1.4120876961319804	0.1977982734657863	7.23191560204424e-30	0.3204954367275772	True	False	True	0.2881136418327358	0.1024572155310338		0.0214907195391961	0.02270807513314		GSE245386	primary	True	True	True	0.4507248059550622	0.217009276276387	-0.2337155296786751	0.0391705802267094	0.2	-2.522098388564505	-0.2522090726579253	1.5770310258253045e-12	0.2037661322393934	True	False	True	0.119820763500931	0.3842419351978293		0.3429601913183002	0.3206822227351485	0.303471603802408	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Psen1	Ncstn	True	True	False	0.1547493143137101	0.1568945624819475	0.0021452481682374	0.8598910141407914	0.7	0.1746811643230373	-0.1438386891062667	0.7694843040226989	0.4231810440648494	False	False	False	0.1077915518550917	0.1297741872647942		0.8967604767111435	0.8919213384497606		GSE245386	primary	True	True	True	0.1947085452083719	0.2078642390131042	0.0131556938047323	0.382373295644311	0.5	0.1350870293309734	0.0377242835772769	0.9098940223350704	0.9192980241009509	False	False	False	0.2848192116697703	0.2251749656742455		0.6586351800932162	0.5984624059979238	0.5876177852180957	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Psen1	Notch1	True	True	False	0.2037277306175392	0.2270811791470217	0.0233534485294824	0.2275703094997488	0.3	0.1746811643230373	0.1687349111392415	0.7694843040226989	0.1688312334974081	False	False	False	0.1077915518550917	0.2557523233621729		0.3026243621919058	0.3058204816233131		GSE245386	primary	True	True	True	0.4078066045527849	0.4796966560194	0.0718900514666151	0.0686333814121489	0.2	0.1350870293309734	0.4884969130317023	0.9098940223350704	5.713859991756355e-05	False	False	False	0.2848192116697703	0.7185339472610801		0.3949760801414831	0.3687175411232123	0.3297557865549225	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Psen1	Notch4	True	True	False	0.1663331494387152	0.1804537362489955	0.0141205868102803	0.3890567897697848	0.3	0.1746811643230373	0.0582922704106	0.7694843040226989	0.7511464474224823	False	False	False	0.1077915518550917	0.1665567852376172		0.4746744651883782	0.4790427139342248		GSE245386	primary	True	True	True	0.2318050163478992	0.3218630567940707	0.0900580404461714	0.0312374917757707	0.1	0.1350870293309734	0.8437748667326568	0.9098940223350704	6.998166680504632e-08	False	True	True	0.2848192116697703	0.4464178706738115		0.3172761563146101	0.2951286335710881	0.2838165651556025	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Ptdss1	Jmjd6	True	True	False	0.1988775067741446	0.223056756712742	0.0241792499385974	0.349637959251921	0.5	-0.0900481865257164	0.3858426727657157	0.8878371509170835	0.0030376905302415	False	False	False	0.1416658851708968	0.1978104485283612		0.4335970744670204	0.4394754904485951		GSE245386	primary	True	True	True	0.2438922252968721	0.250113228228357	0.0062210029314848	0.5842281521663049	0.7	-0.0175414009846595	-0.0849212665894617	0.9905154817460424	0.7855157369223914	False	False	False	0.2215238981998757	0.3736151856577617		0.7910412704454172	0.7635964444980651	0.760770615593506	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Ptdss1	Scarb1	True	True	False	0.2895700414425621	0.2812870828623099	-0.0082829585802522	0.7838288874862026	0.7	-0.0900481865257164	-0.0692939313506181	0.8878371509170835	0.5974371772442121	False	False	False	0.1416658851708968	0.2935187930331461		0.8359363241366291	0.8319180755828316		GSE245386	primary	True	True	True	0.3472228712325036	0.3042904477655871	-0.0429324234669165	0.2724197024218589	0.4	-0.0175414009846595	-0.5701560621223908	0.9905154817460424	4.424057631144092e-05	False	True	True	0.2215238981998757	0.4583736639557643		0.5780971063961171	0.5230739131553734	0.5038559097891019	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Ptn	Ncl	True	True	True	1.3018440348772142	1.3929313096329556	0.0910872747557414	0.0656776601206225	0.1	-0.5068149761191282	0.665368502563311	2.755810230310258e-07	6.649632714121699e-15	True	True	True	0.8826318206839594	0.4797651578727859		0.1148978091205322	0.1188765648183267	0.110809447792871	GSE245386	primary	True	True	True	1.6714985700442553	1.5685861787109467	-0.1029123913333085	0.2463884980344224	0.1	-1.0213716919489029	0.3292354837865242	0.0011871286467109	0.0446321903788218	True	False	True	0.844574410304159	0.7780001082743035		0.5654974848091014	0.5156163793136086	0.4812635148522829	False	True	True
GSE174574	primary	Astrocyte	Endothelial	Ptn	Ptprb	True	True	True	1.9404693048840072	1.6078392593756297	-0.3326300455083775	0.0014813035133932	0.1	-0.5068149761191282	-0.4907705453808297	2.755810230310258e-07	1.8508508048521e-14	True	False	True	0.8826318206839594	0.5927838221978979		0.0090569389798714	0.0087075316891651	0.0076496169122026	GSE245386	primary	True	True	True	2.509432778733388	2.040970172618292	-0.468462606115096	0.1640018339975884	0.1	-1.0213716919489029	-0.4455470814197005	0.0011871286467109	0.0010125243899014	True	False	True	0.844574410304159	0.9130084808648504		0.496831435734689	0.4448375913783812	0.3922493283997513	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Ptn	Sdc3	True	True	False	0.7591358866864463	0.7540525840067197	-0.0050833026797265	0.8835360133473612	0.9	-0.5068149761191282	0.1528004845409311	2.755810230310258e-07	0.3770555151380085	True	False	True	0.8826318206839594	0.160640567803955		0.9135302701151288	0.9070021610170644		GSE245386	primary	True	True	True	0.8263678120900254	0.9750696347060552	0.1487018226160298	0.2281315022444433	0.2	-1.0213716919489029	1.015409807792624	0.0011871286467109	1.6639713244605188e-13	True	True	True	0.844574410304159	0.4738358878912926		0.5514344287381022	0.4969531262342405	0.4697486105328931	False	True	True
GSE174574	primary	Astrocyte	Endothelial	Rarres2	Ccrl2	True	True	False	0.2645543062103464	0.2501801849317955	-0.0143741212785508	0.2891888958494346	0.4	0.0753613949334853	-0.2318862424918826	0.8485958283699055	0.1656336322753606	False	False	False	0.2539418123264786	0.1149767292553868		0.3665126706362892	0.3725493960764958		GSE245386	primary	True	True	True	0.2446310511166186	0.2082695016511638	-0.0363615494654548	0.2533240530703018	0.3	-0.2082192556365407	0.0627621482465457	0.8630602504696863	0.8331714128606742	False	False	False	0.2117667597765363	0.2822632923042172		0.5734724014496807	0.5216454300003059	0.4917127066471639	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Rgma	Bmpr2	True	True	True	0.5873202789313593	0.5096903724709625	-0.0776299064603968	0.0522512956843203	0.1	-0.3056879416173109	-0.2651532635980377	0.162785997888932	0.0026640595034071	False	False	False	0.3247979802388194	0.3631498798832616		0.098003673994969	0.099307824555139	0.0951946586674114	GSE245386	primary	True	True	True	1.0349860427082485	0.9765968467790378	-0.0583891959292106	0.6593872562184181	0.6	-0.662226681197371	0.4197633095285091	0.0689902676402369	0.0006288440497024	False	False	False	0.4545798417132216	0.8993388500335557		0.8300274087861237	0.8133170627197376	0.8178749943599369	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Rgma	Hfe	True	True	False	0.3021276095569423	0.2489346159816119	-0.0531929935753304	0.0868379094799752	0.1	-0.3056879416173109	-0.4357585867646868	0.162785997888932	0.006116462306655	False	False	False	0.3247979802388194	0.0946971782642704		0.1417224756448081	0.1447520804605357		GSE245386	primary	True	True	False	0.3032904964685227	0.2258650397088725	-0.0774254567596502	0.0716473371544	0.2	-0.662226681197371	-0.5820842732466227	0.0689902676402369	0.0037460754420426	False	True	True	0.4545798417132216	0.1319423896698846		0.3994677005495325	0.3731118384428756		True	True	False
GSE174574	primary	Astrocyte	Endothelial	Rps19	C5ar1	True	True	False	0.1620670019346684	0.6828362125215505	0.5207692105868821	0.0012194104962048	0.1	0.4921645074709949	4.013479707325632	1.212865495928252e-06	2.416524904231476e-54	False	True	True	0.8694079320631979	0.1562731182179835		0.0085132917975781	0.0084668567811689		GSE245386	primary	True	True	False	0.2304431790369623	0.4049191512117396	0.1744759721747773	0.2486515501748343	0.1	0.6100904152819848	1.448315116848806	0.1953383373424058	0.0260411513869856	False	True	True	0.6353875698324023	0.1926456546068382		0.5673863558043517	0.5174452650286356		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Rtn4	Tnfrsf19	True	True	True	0.4567812566440907	0.4253971363331446	-0.031384120310946	0.3686690557557795	0.5	0.8455744404233685	-0.7886658671074052	0.0400001484762595	2.3398458569107806e-14	True	True	True	0.4446117756101929	0.1733748581606104		0.453468952756701	0.4617930732996269	0.4447436228164959	GSE245386	primary	True	True	True	0.787753226427172	0.530550531178601	-0.2572026952485711	0.0197574586663987	0.1	0.3585914651935402	-1.4135631754479412	0.6384162908453037	1.8352460364436383e-20	False	True	True	0.6180264587212911	0.3331044949703785		0.3032898200478345	0.2777227680465478	0.258081803829833	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Selplg	Esam	True	True	True	1.0074244907347616	0.8053029839006	-0.2021215068341616	0.0072822853497233	0.1	-0.9092769349849368	0.2435453253757477	7.278296959202877e-08	3.441613253063212e-06	True	False	True	0.1771075166800114	0.9764535833912312		0.0232786149998131	0.0240540108151304	0.0213654409705153	GSE245386	primary	True	True	True	0.8028508194967315	0.5707742990593381	-0.2320765204373934	0.124475788875696	0.2	-1.286287186640721	0.4772707825157298	0.0004404673041253	2.2132858868591885e-05	True	False	True	0.1333507914338919	0.9736467578846562		0.460529466262629	0.4165252507986416	0.3619126093208853	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Sema4a	Nrp1_Plxna2	True	True	False	0.2187631953206063	0.2868268866064443	0.0680636912858379	0.0811297479038957	0.1	-0.0236021857630951	0.1590925466506331	0.970134334696553	1.4577871634565802e-10	False	True	True	0.1605902531989522	0.252005102621023		0.1347397134791572	0.1391894253137927		GSE245386	primary	True	True	True	0.5665876311663284	0.3491972781216853	-0.217390353044643	0.1310520427524101	0.2	-0.3990086642528173	0.0471352651690922	0.5987553983840771	6.696837406493621e-58	False	True	True	0.3202882526381129	0.405414461900046		0.4669829845721407	0.4166499439359618	0.3636443656843025	False	True	True
GSE174574	primary	Astrocyte	Endothelial	Sirpa	Cd47	True	True	True	0.7049569567279711	0.6690363775090495	-0.0359205792189215	0.1013076003024613	0.1	-0.0877622843485392	-0.1224758672516417	0.770344739853075	0.2298018227526368	False	False	False	0.3680301443764203	0.4903982757366034		0.1608124855327491	0.163720318345942	0.1509681886860208	GSE245386	primary	True	True	True	0.8486677051523719	0.8386728173900411	-0.0099948877623308	0.9127385973153294	1.0	-0.389049557208647	0.2169827158762535	0.4811241556422607	0.1382423623236342	False	False	False	0.5705889199255121	0.7260957639545509		0.9641260250462192	0.9587979807498116	0.951433251066852	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Sorbs1	Itga1	True	True	False	0.1599774589727183	0.1911805755058252	0.0312031165331069	0.1836186377390823	0.2	0.6348978138212044	-0.1054879276564842	0.0354579824086775	0.6281506595812985	True	False	True	0.1611831255175524	0.1172840144529299		0.2549274825431362	0.2596482299279211		GSE245386	primary	True	True	True	1.2538668781410776	1.417361121865398	0.1634942437243203	0.2720106408221403	0.4	0.9987920511688396	0.1296342264413452	0.0519956785233333	0.5145119015846059	False	False	False	0.7128821384233395	0.798008219513083		0.5780971063961171	0.5230739131553734	0.5038559097891019	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Sparc	Eng	True	True	True	1.559034631268536	1.742881050678245	0.1838464194097091	0.0005672347926066	0.1	0.4674573191121815	0.083952048848766	1.5035862028336814e-05	0.2676871886655934	False	False	False	0.8105111065717532	0.8029032734912454		0.0057026004483385	0.0055497025655026	0.0047539320275175	GSE245386	primary	True	True	True	1.518483163217378	1.566267520937667	0.0477843577202892	0.6626261218868686	0.6	0.2363540599300778	-0.0743778267033817	0.7560855321765375	0.7642844736749177	False	False	False	0.732221834264432	0.9112081872174718		0.8332171022024242	0.8159610922408548	0.8194607069488494	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Spon1	App	True	True	False	0.5141624307636625	0.5832963935036678	0.0691339627400052	0.1184915522827222	0.1	0.5219491504491843	-0.4185231826956162	0.114844490896953	4.059770327983166e-13	False	False	False	0.1437563996608751	0.8206812667047211		0.1827047656874694	0.1848876807170062		GSE245386	primary	True	True	True	0.9952358632166576	1.092676158842087	0.0974402956254293	0.75732129068021	0.7	0.4567953038234246	-0.6710733731364281	0.6659171189947866	3.2783346195499374e-08	False	True	True	0.4412049968963376	0.919768157647386		0.8874389905646848	0.874735444274041	0.8793341652897994	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Spon1	Lrp8	True	True	False	0.1708695482560917	0.2054886832942822	0.0346191350381905	0.0877621724557601	0.1	0.5219491504491843	-0.174448379515473	0.114844490896953	0.2763579430610477	False	False	False	0.1437563996608751	0.137959148964585		0.1423479927654658	0.145068065885777		GSE245386	primary	True	True	True	0.4778131799775325	0.5443192667636805	0.0665060867861479	0.7494094261567941	0.8	0.4567953038234246	-0.2597185013921042	0.6659171189947866	0.3218589602566714	False	False	False	0.4412049968963376	0.4402098328002068		0.8860430264007605	0.8730340664734002	0.8779935492943117	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Spp1	Itga5_Itgb1	True	True	False	0.0343558196797842	0.5788472815185766	0.5444914618387923	0.0001476935930104	0.1	8.442535775610972	1.021534945288879	6.994839841412427e-41	2.091897734038406e-18	True	True	True	0.9257034987663189	0.1184583715053416		0.0030174971017783	0.0025459562223703		GSE245386	primary	True	True	False	0.0374836346417061	0.2716588254552697	0.2341751908135635	0.3346260382637714	0.1	6.859187773931327	0.2074372413479165	2.1065544192432425e-05	0.1148195076493986	True	False	True	0.2784082091868404	0.2666876603696447		0.6239893134428552	0.5641348592738433		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Spp1	S1pr1	True	True	True	0.1333364588440254	1.4894665002889929	1.3561300414449673	6.826881716584375e-06	0.1	8.442535775610972	0.2639980307858708	6.994839841412427e-41	0.000223277094407	True	False	True	0.9257034987663189	0.5964208329378939		0.0008231484351317	0.0007903971711344	0.0005188430104604	GSE245386	primary	True	True	False	0.0895062902826757	0.6646404349070367	0.575134144624361	0.2875413593611242	0.1	6.859187773931327	0.7673983388961467	2.1065544192432425e-05	1.0911960536164672e-10	True	True	True	0.2784082091868404	0.8600988656399898		0.5923180496463858	0.5345207022022723		True	True	True
GSE174574	primary	Astrocyte	Endothelial	Sptan1	Ptpra	True	True	False	0.2249365908591324	0.2052397802837377	-0.0196968105753946	0.4017939651439539	0.5	-0.1962499639482645	-0.0784110089452292	0.5924863340742201	0.7274403660297312	False	False	False	0.1678766545267818	0.133691579533956		0.4870621378111595	0.4910892231787926		GSE245386	primary	True	True	True	0.5523449809605615	0.5673825533318917	0.0150375723713301	0.6592886208457359	0.6	0.102909117336175	-0.0331273046960741	0.9135308645077368	0.9017388224748908	False	False	False	0.4673921477343264	0.5558840083520558		0.8300274087861237	0.8133170627197376	0.8178749943599369	False	True	False
GSE174574	primary	Astrocyte	Endothelial	Tgfb2	Eng	True	True	False	0.6964086154242916	0.6608032115403065	-0.035605403883985	0.2977361470852677	0.2	-0.1229413309696786	0.083952048848766	0.7574005805366563	0.2676871886655934	False	False	False	0.195721464121059	0.8029032734912454		0.3747797243777828	0.3808497711832754		GSE245386	primary	True	True	True	0.7605019401980817	0.6890749243559694	-0.0714270158421123	0.5624165879335942	0.5	-0.4518482452346911	-0.0743778267033817	0.42823659125258	0.7642844736749177	False	False	False	0.2748971911855989	0.9112081872174718		0.7729958220203584	0.7402833180398015	0.7392771501768628	True	True	False
GSE174574	primary	Astrocyte	Endothelial	Tgfb2	Tgfbr3	True	True	False	0.2225199051212397	0.1578977489421182	-0.0646221561791215	0.0038386328872972	0.1	-0.1229413309696786	-0.9651871248157388	0.7574005805366563	9.789761645096598e-10	False	True	True	0.195721464121059	0.0677683885320634		0.016352142356057	0.0175896848759695		GSE245386	primary	True	True	True	0.4788689762775363	0.3620398511562048	-0.1168291251213314	0.1390516971823605	0.1	-0.4518482452346911	-0.5818076906558098	0.42823659125258	0.0001772113262014	False	True	True	0.2748971911855989	0.4609920819748486		0.4677308434296738	0.4166499439359618	0.3636443656843025	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Timp2	Itgb1	True	True	False	0.3336775229144127	0.3750967732090702	0.0414192502946575	0.1676373618154489	0.3	-0.1728499455681079	0.5414646013920811	0.7344345550984157	9.040428588134037e-14	False	True	True	0.1337765611872689	0.4956281982747497		0.2384002143187764	0.2431075119192776		GSE245386	primary	True	True	True	0.6664555443816663	0.5571062022964592	-0.109349342085207	0.2986078545489372	0.1	-0.4173733503973504	0.014211423009056	0.5236543834145968	0.964922086583359	False	False	False	0.2489622129112352	0.8029422841957786		0.5992436062425193	0.5435161924349134	0.5243272147103212	False	True	True
GSE174574	primary	Astrocyte	Endothelial	Timp3	Kdr	True	True	True	1.1566056880844158	0.8539363035296764	-0.3026693845547393	0.000455835524477	0.1	-0.4901041829807783	-0.6812604702673553	3.660070416373384e-05	7.08262840513104e-21	False	True	True	0.5052218953009272	0.5283724260353065		0.0050544115508194	0.0050003775715365	0.0040757058659127	GSE245386	primary	True	True	True	1.2481449453584783	0.8417562153871725	-0.406388729971306	0.0367108081513406	0.1	-0.7911851650517524	-1.0426486355109474	0.0317707057924957	2.213267806587157e-17	True	True	True	0.58068552141527	0.6764619131136049		0.3316738623636964	0.3047326883201029	0.2959226570625264	True	True	True
GSE174574	primary	Astrocyte	Endothelial	Tnf	Fas	True	True	False	0.0922866858585722	0.4003674908179022	0.3080808049593299	0.0001018254969679	0.1	3.725644711731397	0.5568545141091191	6.401122967358452e-13	1.752502223938235e-16	True	True	True	0.1113948949041649	0.6037433793297388		0.0024766588617372	0.0023038018689004		GSE245386	primary	True	True	False	0.2225164169180665	0.4960355124043876	0.273519095486321	0.122085941507757	0.1	1.453028434389171	1.902053969438104	0.0012737907941911	4.809789293864978e-55	True	True	True	0.1854923184357541	0.7937810880260754		0.4581129614672025	0.4165252507986416		True	True	True
