dataset_discovery	config_discovery	sender	receiver	ligand	receptor	eligible_05_discovery	eligible_10_discovery	eligible_20_discovery	mean_control_score_discovery	mean_stroke_score_discovery	score_difference_discovery	welch_p_discovery	exact_permutation_p_discovery	ligand_mean_log2fc_discovery	receptor_mean_log2fc_discovery	ligand_min_padj_discovery	receptor_min_padj_discovery	ligand_any_changed_discovery	receptor_any_changed_discovery	candidate_changed_component_discovery	ligand_min_detection_stroke_discovery	receptor_min_detection_stroke_discovery	welch_fdr_discovery	welch_fdr_eligible_05_discovery	welch_fdr_eligible_10_discovery	welch_fdr_eligible_20_discovery	dataset_validation	config_validation	eligible_05_validation	eligible_10_validation	eligible_20_validation	mean_control_score_validation	mean_stroke_score_validation	score_difference_validation	welch_p_validation	exact_permutation_p_validation	ligand_mean_log2fc_validation	receptor_mean_log2fc_validation	ligand_min_padj_validation	receptor_min_padj_validation	ligand_any_changed_validation	receptor_any_changed_validation	candidate_changed_component_validation	ligand_min_detection_stroke_validation	receptor_min_detection_stroke_validation	welch_fdr_validation	welch_fdr_eligible_05_validation	welch_fdr_eligible_10_validation	welch_fdr_eligible_20_validation	same_direction	both_eligible10	discovery_selected
GSE174574	primary	Endothelial	Astrocyte	Adam15	Itgav	True	True	True	0.3955218536344222	0.4979325015590003	0.1024106479245781	0.0199019870148426	0.1	0.6310486384908055	0.1226010408229159	9.139133433882927e-17	0.7566158837984164	True	False	True	0.4419389169009097	0.2463517542087405		0.0482656549420898	0.0483670443512929	0.0451643778538832	GSE245386	primary	True	True	True	0.5880765822309865	0.6901104289231269	0.1020338466921404	0.0437260807396178	0.1	-0.1825648790391061	0.918563271507335	0.3579301726969789	0.0010467480265429	False	True	True	0.5039389444935516	0.6102188081936686		0.3614281638757222	0.3358343314537659	0.3097881652400044	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Adam15	Itgb1	True	True	True	0.3591595479633936	0.4911854253761162	0.1320258774127226	0.0067484451774425	0.1	0.6310486384908055	0.5306270178308851	9.139133433882927e-17	0.0197423303675214	True	True	True	0.4419389169009097	0.239299083097004		0.022123163755616	0.0232660681355638	0.0211516493853655	GSE245386	primary	True	True	True	0.5136969479865797	0.5321804831460354	0.0184835351594556	0.8249761402453993	0.8	-0.1825648790391061	0.4338796345697815	0.3579301726969789	0.4821921488395028	False	False	False	0.5039389444935516	0.470951660459342		0.930459730696624	0.9186954028143834	0.920805248829776	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Adm	Adcyap1r1	True	True	True	0.328517523096263	0.3761016757987104	0.0475841527024474	0.0077780062805054	0.1	1.075788556587213	-0.3828545811064359	1.250584013839718e-41	0.1074214831337796	True	False	True	0.264229506715737	0.1968234130739328		0.024334509275938	0.0251396274423478	0.0218936473080892	GSE245386	primary	True	True	True	0.2913550117285592	0.364248376298713	0.0728933645701538	0.1396291363480049	0.2	0.922062753254298	-0.3266273897341505	5.6793073581043495e-09	0.6164999168070046	True	False	True	0.2853827123273094	0.4190429081315953		0.4677308434296738	0.4166499439359618	0.3636443656843025	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Adm	Ramp1	True	True	True	0.6676343901724401	0.8251613559543873	0.1575269657819472	4.717707711956087e-05	0.1	1.075788556587213	-0.0948035819324823	1.250584013839718e-41	0.6440365706398835	True	False	True	0.264229506715737	0.6728705588597776		0.0019761953415638	0.0017078101917281	0.0014341831444346	GSE245386	primary	True	True	True	0.36759875180317	0.4801518512420918	0.1125530994389218	0.0903544345325338	0.1	0.922062753254298	-0.1367122193001357	5.6793073581043495e-09	0.8835160783912219	True	False	True	0.2853827123273094	0.5535090782122905		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Adm	Ramp2	True	True	True	0.5278849146460476	0.6421655609852107	0.1142806463391631	0.0073092298057026	0.1	1.075788556587213	-0.214041972049129	1.250584013839718e-41	0.3121687787535976	True	False	True	0.264229506715737	0.4672340778353465		0.0232786149998131	0.0240540108151304	0.0213654409705153	GSE245386	primary	True	True	True	0.2361384355805691	0.4131807096888203	0.1770422741082512	0.0147253453221297	0.1	0.922062753254298	0.9264219173197056	5.6793073581043495e-09	0.0085800476142438	True	True	True	0.2853827123273094	0.4639587212911235		0.2907541812939039	0.2538930015156292	0.2406545715289702	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Agrn	Dag1	True	True	True	0.379704528837868	0.2751710720522238	-0.1045334567856442	0.0121394570363107	0.1	-1.097877274086667	-0.0561985453197353	3.1977085204425104e-27	0.9053272420543832	True	False	True	0.1483484547980242	0.2535942374258306		0.0344103406217229	0.034876852755115	0.0312745333816819	GSE245386	primary	True	True	True	0.513355550642154	0.3134865528980188	-0.1998689977441351	0.0452088766621605	0.2	-1.5063151807000232	-0.1796610724965246	2.5091609730055894e-21	0.817149170871817	True	False	True	0.2166694824208267	0.4869258224705152		0.3651354779895521	0.3399993881097174	0.3125950519371363	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Agrn	Itgb1	True	True	True	0.317644253738557	0.2667020853879494	-0.0509421683506076	0.1114089843367978	0.1	-1.097877274086667	0.5306270178308851	3.1977085204425104e-27	0.0197423303675214	True	True	True	0.1483484547980242	0.239299083097004		0.1746411105820073	0.177542689610483	0.1610524846232069	GSE245386	primary	True	True	True	0.4502997187560618	0.3082069717615223	-0.1420927469945394	0.0022934179704001	0.1	-1.5063151807000232	0.4338796345697815	2.5091609730055894e-21	0.4821921488395028	True	False	True	0.2166694824208267	0.470951660459342		0.2475603847122746	0.208045670175572	0.1866762532740963	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Agrn	Lrp1	True	True	True	0.4328743247390574	0.3560596970785379	-0.0768146276605194	0.0041183144089835	0.1	-1.097877274086667	0.3512112890406507	3.1977085204425104e-27	0.0610258084736296	True	False	True	0.1483484547980242	0.3913716444736061		0.0170734907362332	0.0182660423454854	0.0163358689420075	GSE245386	primary	True	True	True	0.572234676987696	0.4090499723432169	-0.1631847046444791	0.0512933762863889	0.2	-1.5063151807000232	0.6101579583740807	2.5091609730055894e-21	0.1705920620167662	True	False	True	0.2166694824208267	0.6289377715704532		0.3789298173156984	0.3505831681959612	0.3248580498137968	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Agrn	Lrp4	True	True	False	0.3222418304200662	0.1944035416537119	-0.1278382887663543	0.0019410544051271	0.1	-1.097877274086667	-0.6114457746696712	3.1977085204425104e-27	0.0131936671900105	True	True	True	0.1483484547980242	0.1291353278879488		0.0105858141191548	0.0103827443551068		GSE245386	primary	True	True	True	0.4572693621643132	0.2432491832763267	-0.2140201788879865	0.0252505199721034	0.1	-1.5063151807000232	-0.7373219190141057	2.5091609730055894e-21	0.0360396627726352	True	True	True	0.2166694824208267	0.3347202824332712		0.3122596474112638	0.290375362160403	0.2786154725180736	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Angptl4	Cdh11	True	True	False	0.1824313198410121	0.280891046818665	0.0984597269776528	0.0097631530560158	0.1	1.6233270092150418	-0.2098886066575935	8.642767309633065e-75	0.6960875960789684	True	False	True	0.3702278302832157	0.0914540013541431		0.0290965114791935	0.0299513678498113		GSE245386	primary	True	True	True	0.215192581134171	0.4705609473619577	0.2553683662277867	0.1028155645838839	0.1	3.1616495646189686	-0.5892428816652089	1.3266862032200182e-10	0.2557935353003179	True	False	True	0.4698967100479487	0.3769785847299813		0.4444890540635656	0.4031452400789134	0.357992318360598	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Angptl4	Sdc2	True	True	True	0.3716875431315911	0.5851237927303122	0.2134362495987211	0.000314741603022	0.1	1.6233270092150418	-0.1633302025407726	8.642767309633065e-75	0.5101137303343188	True	False	True	0.3702278302832157	0.3671940858316183		0.0044971252901467	0.0044434175464638	0.0040757058659127	GSE245386	primary	True	True	True	0.2446785031826026	0.5252278482271162	0.2805493450445135	0.0883842547740761	0.1	3.1616495646189686	-0.7623722785646081	1.3266862032200182e-10	0.0579726069083921	True	False	True	0.4698967100479487	0.4497691651148355		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Angptl4	Sdc3	True	True	False	0.1642561307451983	0.3444723890639642	0.1802162583187659	0.0001114130742325	0.1	1.6233270092150418	0.7268756867507686	8.642767309633065e-75	0.0214832005925751	True	True	True	0.3702278302832157	0.1344040153589732		0.0026251705616044	0.0023724431101284		GSE245386	primary	True	True	False	0.1115902528096751	0.3349424565596497	0.2233522037499745	0.2278829757041257	0.1	3.1616495646189686	0.6456805187101603	1.3266862032200182e-10	0.473901331714673	True	False	True	0.4698967100479487	0.2066651148355059		0.5514344287381022	0.4969531262342405		True	True	True
GSE174574	primary	Endothelial	Astrocyte	Angptl4	Sdc4	True	True	True	0.4938160367564146	0.993622865699566	0.4998068289431515	1.0917087999094749e-05	0.1	1.6233270092150418	0.9549876600084228	8.642767309633065e-75	2.86573451697819e-23	True	True	True	0.3702278302832157	0.7332447262607488		0.0008231484351317	0.0007903971711344	0.0005531324586208	GSE245386	primary	True	True	True	0.2862994225618403	1.0708292075420538	0.7845297849802135	0.0764143613222102	0.1	3.1616495646189686	1.9733532435779448	1.3266862032200182e-10	2.2868175910455123e-10	True	True	True	0.4698967100479487	0.8137511638733705		0.4181563661243171	0.3807552537866976	0.3443991350453551	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Apoe	Abca1	True	True	True	0.9513412952685086	0.860168385766141	-0.0911729095023676	0.2280981492770567	0.3	-0.9283504390198684	0.0055368578186013	2.0937998403570974e-52	0.994435849518374	True	False	True	0.9581627582957192	0.2177289438427961		0.3027922615403182	0.3058204816233131	0.2796041829847792	GSE245386	primary	True	True	True	1.1825689785820153	1.2029913815030948	0.0204224029210795	0.9353036968453944	1.0	-0.3498617864389372	0.3198602956605781	0.1001355211072531	0.5363823942056268	False	False	False	0.8741731250110841	0.623923417132216		0.9723209935543152	0.9662062391435788	0.9629481410871304	False	True	True
GSE174574	primary	Endothelial	Astrocyte	Apoe	Lrp1	True	True	True	1.2073882223656875	1.2107668208764375	0.0033785985107501	0.8831775853479625	0.9	-0.9283504390198684	0.3512112890406507	2.0937998403570974e-52	0.0610258084736296	True	False	True	0.9581627582957192	0.3913716444736061		0.9135302701151288	0.9070021610170644	0.9190193635706349	GSE245386	primary	True	True	True	1.125774434816215	1.2066709093100976	0.0808964744938824	0.3970557610504548	0.6	-0.3498617864389372	0.6101579583740807	0.1001355211072531	0.1705920620167662	False	False	False	0.8741731250110841	0.6289377715704532		0.6657019993782094	0.6086340245418472	0.5964876123249854	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Apoe	Lrp4	True	True	False	0.8993178799283896	0.6597314152061143	-0.2395864647222753	0.0013447322170273	0.1	-0.9283504390198684	-0.6114457746696712	2.0937998403570974e-52	0.0131936671900105	True	True	True	0.9581627582957192	0.1291353278879488		0.0088148722177633	0.0086868885920971		GSE245386	primary	True	True	True	0.9005739544400321	0.7180112892274365	-0.1825626652125955	0.2842617387568279	0.1	-0.3498617864389372	-0.7373219190141057	0.1001355211072531	0.0360396627726352	False	True	True	0.8741731250110841	0.3347202824332712		0.5923180496463858	0.5345207022022723	0.516504046169802	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Apoe	Sdc2	True	True	True	1.352060841233561	1.1454145745909354	-0.2066462666426256	0.0030352675514839	0.1	-0.9283504390198684	-0.1633302025407726	2.0937998403570974e-52	0.5101137303343188	True	False	True	0.9581627582957192	0.3671940858316183		0.0139072166665106	0.0148482007248267	0.0131817333664444	GSE245386	primary	True	True	True	1.080219793157382	0.8663441606973272	-0.2138756324600548	0.4230583187020633	0.4	-0.3498617864389372	-0.7623722785646081	0.1001355211072531	0.0579726069083921	False	False	False	0.8741731250110841	0.4497691651148355		0.6825061928879854	0.6278455128148152	0.6183160042568618	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Apoe	Trem2	True	True	True	1.1007110950803354	0.939052851687432	-0.1616582433929034	0.0477776086699736	0.1	-0.9283504390198684	-0.254574042256302	2.0937998403570974e-52	0.3818191473742883	True	False	True	0.9581627582957192	0.2382908293662443		0.0918987676968371	0.0924892745375961	0.0896567471337777	GSE245386	primary	True	True	True	0.9880647966393172	0.6667571413853998	-0.3213076552539173	0.0603437706991073	0.1	-0.3498617864389372	-1.1182306427842166	0.1001355211072531	0.0089077273193907	False	True	True	0.8741731250110841	0.2596213531967722		0.393435693119414	0.3683197562552293	0.3297557865549225	True	True	True
GSE174574	primary	Endothelial	Astrocyte	App	Aplp1	True	True	True	1.4917713265298012	1.4123324690320638	-0.0794388574977373	0.186192199795264	0.2	-0.4185231826956162	0.1528874330842992	4.059770327983166e-13	0.4306331857517238	False	False	False	0.8206812667047211	0.6494124996886436		0.2571225616220313	0.2612464198677736	0.2378253308309255	GSE245386	primary	True	True	True	1.5607215296218442	1.416936901608505	-0.1437846280133392	0.5496869880280804	0.5	-0.6710733731364281	0.0525058056404166	3.2783346195499374e-08	0.9682381678978278	True	False	True	0.919768157647386	0.6493443513345748		0.7634900350754301	0.7299764814276647	0.7294259079229765	True	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Aplp2	True	True	True	1.3412049679113742	1.248462481448435	-0.0927424864629391	0.0280712426852066	0.1	-0.4185231826956162	0.0060284508176613	4.059770327983166e-13	0.9888600136850236	False	False	False	0.8206812667047211	0.5681332539170413		0.0633704101336702	0.0635111865752801	0.0592615123354363	GSE245386	primary	True	True	True	1.5285604517773306	1.4036595903472309	-0.1249008614300997	0.2797210210967902	0.3	-0.6710733731364281	0.0973329079965328	3.2783346195499374e-08	0.9097266436646704	True	False	True	0.919768157647386	0.6662690099317194		0.5851862777635506	0.5316126548905835	0.5128218720107822	True	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Cd74	True	True	True	0.7671979901704713	1.014130189771414	0.2469321996009426	0.075192343496042	0.1	-0.4185231826956162	1.810777204603776	4.059770327983166e-13	7.121745874164038e-05	False	True	True	0.8206812667047211	0.4032571705829451		0.1281879890178878	0.1329947276110668	0.1215876192701955	GSE245386	primary	True	True	False	0.7064470391838737	0.3840018868031	-0.3224451523807737	0.0578548707891645	0.1	-0.6710733731364281	-1.3499331109036063	3.2783346195499374e-08	0.0153961401040828	True	True	True	0.919768157647386	0.0831490533829919		0.393435693119414	0.366831355643704		False	True	True
GSE174574	primary	Endothelial	Astrocyte	App	Lrp1	True	True	True	0.9494807491327087	0.9972637764276416	0.0477830272949327	0.0781705435758689	0.1	-0.4185231826956162	0.3512112890406507	4.059770327983166e-13	0.0610258084736296	False	False	False	0.8206812667047211	0.3913716444736061		0.1315638166433152	0.136046811415695	0.1245504029233228	GSE245386	primary	True	True	True	1.3023368947636358	1.3434611588788865	0.0411242641152507	0.6446674303350052	1.0	-0.6710733731364281	0.6101579583740807	3.2783346195499374e-08	0.1705920620167662	True	False	True	0.919768157647386	0.6289377715704532		0.8202334797157977	0.803139189965851	0.8067993589222521	True	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Lrp10	True	True	True	0.7335256259896338	0.7561842011611271	0.0226585751714932	0.3728957105541908	0.2	-0.4185231826956162	0.3548626728431692	4.059770327983166e-13	0.1691896952277394	False	False	False	0.8206812667047211	0.2555184068599325		0.4579207911365797	0.465476714553852	0.4461027402037559	GSE245386	primary	True	True	True	0.8202236827500521	0.7599082896717454	-0.0603153930783066	0.4533588824142325	0.6	-0.6710733731364281	0.1545253853759569	3.2783346195499374e-08	0.8838247319614954	True	False	True	0.919768157647386	0.3392108938547485		0.7050923671231879	0.6545588515476807	0.6489863453737986	False	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Ncstn	True	True	False	0.5846147025461906	0.5569583630762375	-0.0276563394699531	0.438924884281872	0.5	-0.4185231826956162	0.1209490689842952	4.059770327983166e-13	0.8233647406532826	False	False	False	0.8206812667047211	0.1395779431414547		0.5236540549818537	0.5261285036756215		GSE245386	primary	True	True	True	0.5795703685354799	0.5732260961254069	-0.006344272410073	0.8884943327105016	0.9	-0.6710733731364281	0.2848782744136581	3.2783346195499374e-08	0.7594520685195019	True	False	True	0.919768157647386	0.2252773898199875		0.9521454382492136	0.9442628785582364	0.937855128972196	True	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Notch2	True	True	False	0.7846179423678703	0.6772195489951063	-0.107398393372764	0.0361478321961211	0.1	-0.4185231826956162	-0.2218897523374423	4.059770327983166e-13	0.5278701049550769	False	False	False	0.8206812667047211	0.181144461258283		0.075234971162736	0.0759997675608423		GSE245386	primary	True	True	True	1.167840793889244	0.9913074921484664	-0.1765333017407775	0.4472685171858123	0.3	-0.6710733731364281	-0.3925193203009718	3.2783346195499374e-08	0.5202768792781676	True	False	True	0.919768157647386	0.4557146182495344		0.7004000469349797	0.649247141050284	0.6430962278186353	True	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Rpsa	True	True	True	1.148513909684398	1.256965188118365	0.1084512784339668	0.0059751363110936	0.1	-0.4185231826956162	0.7928302532292689	4.059770327983166e-13	5.75550263789956e-10	False	True	True	0.8206812667047211	0.5570156693716178		0.0208576517526139	0.0225312431730822	0.0209751594848347	GSE245386	primary	True	True	True	1.5107774726290064	1.4815937896863578	-0.0291836829426486	0.8348927973839357	0.9	-0.6710733731364281	0.6487063837718452	3.2783346195499374e-08	0.1462916863589511	True	False	True	0.919768157647386	0.677868947858473		0.9313835585169904	0.9214742726681956	0.920805248829776	False	True	True
GSE174574	primary	Endothelial	Astrocyte	App	Tspan12	True	True	True	0.8283660792606001	0.7968091149098355	-0.0315569643507646	0.5707384253366594	0.4	-0.4185231826956162	0.1079677998490643	4.059770327983166e-13	0.7826852994915218	False	False	False	0.8206812667047211	0.2717266158192342		0.6510389904747975	0.6476718180936386	0.6196588617940874	GSE245386	primary	True	True	True	0.9031160307627992	0.9028479509929016	-0.0002680797698975	0.997510126066733	1.0	-0.6710733731364281	0.3054176028921066	3.2783346195499374e-08	0.6386300586702424	True	False	True	0.919768157647386	0.3931467256362507		0.9975750724807336	0.9975750724807336	0.9975750724807336	True	True	False
GSE174574	primary	Endothelial	Astrocyte	App	Tspan15	True	True	True	0.9817344054141856	0.8807282013633969	-0.1010062040507887	0.1707525187979634	0.2	-0.4185231826956162	-0.0840281663624814	4.059770327983166e-13	0.8196660979989249	False	False	False	0.8206812667047211	0.3228667454087965		0.2415523436654116	0.2461980893743182	0.2245754337824796	GSE245386	primary	True	True	True	0.9030440643310672	0.6722321636069163	-0.2308119007241508	0.1855431918364656	0.3	-0.6710733731364281	-0.5109335791027919	3.2783346195499374e-08	0.3938020425614284	True	False	True	0.919768157647386	0.2797078677839851		0.5103137164226363	0.4617531370740236	0.4147658546275213	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Arf1	Insr	True	True	False	0.4779780309153037	0.5136994920617449	0.0357214611464412	0.1811995862931592	0.3	0.2975465109916785	0.0597665685536846	4.872549676900043e-06	0.9225029025232844	False	False	False	0.7552075392840808	0.1370636246486994		0.2534777144063859	0.2572323538749946		GSE245386	primary	True	True	True	0.7695979240553066	0.8233169530544775	0.0537190289991709	0.4688726604676358	0.5	0.2984390476049929	-0.1303605564796407	0.0289670495099618	0.8825675128617687	False	False	False	0.816541443389807	0.507477886405959		0.714671884321069	0.6646245459991246	0.662124229984702	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Arf1	Pld2	True	True	False	0.4975827206305719	0.5164359915427458	0.0188532709121738	0.6244302779390958	0.7	0.2975465109916785	-0.0337512544232233	4.872549676900043e-06	0.9582977799968008	False	False	False	0.7552075392840808	0.1408958634621685		0.6954511515008541	0.693385768754456		GSE245386	primary	True	True	True	0.526170876897215	0.5355402771097308	0.0093694002125158	0.9240310275966336	0.9	0.2984390476049929	-0.2822989591732012	0.0289670495099618	0.7586509967432231	False	False	False	0.816541443389807	0.2752172563625077		0.9690148388901416	0.9628015602230656	0.956051904790576	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Arf6	Smap1	True	True	True	0.5380813899112383	0.4315615198634	-0.1065198700478383	0.1306325188356007	0.1	-0.4587206383380762	-0.3686480204412495	0.0397402632467513	0.2159035081021589	False	False	False	0.4499878843359785	0.1937399997814295		0.1973886156353566	0.2003769992308791	0.1821664482845075	GSE245386	primary	True	True	True	0.4552430248645364	0.4554064871818337	0.0001634623172973	0.9928373229797476	1.0	-0.1163406291301538	0.0521525794482466	0.5820320064476917	0.9624611468673272	False	False	False	0.4547570922002365	0.4750155183116077		0.9962085872343476	0.9955098325974588	0.9975750724807336	False	True	False
GSE174574	primary	Endothelial	Astrocyte	B2m	Tfrc	True	True	True	1.0855500762540464	0.7991408463521399	-0.2864092299019065	0.0163609126568442	0.1	-0.1735525177857218	-0.8694483738551018	0.0057609586680771	2.2361154526023265e-05	False	True	True	0.9924346561162048	0.1504167040116971		0.0419596195348997	0.0420046126367206	0.038857167560005	GSE245386	primary	True	True	True	0.6936585020172673	0.6205400388835433	-0.073118463133724	0.0903040626115206	0.2	-0.3721184286855512	-0.0571590426112881	0.0378953162623703	0.9653237536111476	False	False	False	0.8562064744299964	0.2960505896958411		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Bsg	Slc16a1	True	True	True	1.226374069811858	1.1501324578716268	-0.0762416119402313	0.1324679676784048	0.2	-0.7492377667433815	0.1238175450666705	3.02905448532798e-60	0.7296310030380607	True	False	True	0.9972057997657154	0.2128072280747768		0.1989658319313092	0.2014848920150526	0.1830466462465229	GSE245386	primary	True	True	True	1.0414706808515035	0.8885703251803815	-0.152900355671122	0.4811651337771044	0.4	-2.0711606079824803	0.6724432345029773	3.4140394494810708e-06	0.4900887416363856	True	False	True	0.9579923703951918	0.2741697703289882		0.7190103516112989	0.6700336909606407	0.6704234197294322	True	True	True
GSE174574	primary	Endothelial	Astrocyte	C1qb	C1qbp	True	True	True	0.5494759656717091	0.7506702012603427	0.2011942355886335	0.0067255143427092	0.1	0.7085215077754757	0.5287479817395053	2.1565174436461424e-05	0.0075880280036796	True	True	True	0.7300799357133113	0.3086484322502954		0.022123163755616	0.0232660681355638	0.0211516493853655	GSE245386	primary	True	True	True	0.4268807553720348	0.5309843259722411	0.1041035706002063	0.3625064439480154	0.1	0.3716799536474942	0.4843509586618166	0.5390081916239492	0.423224117546805	False	False	False	0.7504417311567708	0.2868559900682805		0.6492160859796275	0.5896665955049595	0.5805658757481627	True	True	True
GSE174574	primary	Endothelial	Astrocyte	C1qb	Lrp1	True	True	True	0.6576702219689814	0.8921474183464229	0.2344771963774414	0.0018098484495263	0.1	0.7085215077754757	0.3512112890406507	2.1565174436461424e-05	0.0610258084736296	True	False	True	0.7300799357133113	0.3913716444736061		0.0102603438416755	0.0099267445261898	0.0088740956234839	GSE245386	primary	True	True	True	0.7761539806864483	0.9736543096810288	0.1975003289945806	0.2891434134060614	0.1	0.3716799536474942	0.6101579583740807	0.5390081916239492	0.1705920620167662	False	False	False	0.7504417311567708	0.6289377715704532		0.5923180496463858	0.5345207022022723	0.516504046169802	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Calr	Itgav	True	True	True	0.4204861147186975	0.5857928964507365	0.1653067817320389	0.0046079374244863	0.1	1.0584155972736184	0.1226010408229159	4.0500228629387416e-55	0.7566158837984164	True	False	True	0.5738696497047832	0.2463517542087405		0.0176364711576785	0.0191732568697016	0.0170830850859004	GSE245386	primary	True	True	True	0.6621329785912775	0.7885184297656249	0.1263854511743474	0.0120877407215664	0.1	-0.1260819441628778	0.918563271507335	0.6385285302300406	0.0010467480265429	False	True	True	0.6112876661567196	0.6102188081936686		0.2788301044227755	0.243336697924601	0.2196815487658604	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Calr	Lrp1	True	True	True	0.5210692846672285	0.7712005902787098	0.2501313056114813	0.0007725107885341	0.1	1.0584155972736184	0.3512112890406507	4.0500228629387416e-55	0.0610258084736296	True	False	True	0.5738696497047832	0.3913716444736061		0.0067007501250631	0.0064022518978934	0.0053972401002257	GSE245386	primary	True	True	True	0.7343855448464645	0.8047538506836932	0.0703683058372287	0.5311973042483725	0.5	-0.1260819441628778	0.6101579583740807	0.6385285302300406	0.1705920620167662	False	False	False	0.6112876661567196	0.6289377715704532		0.7510469062459048	0.71176617205942	0.7093944829898394	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Cd14	Itgb1	True	True	True	0.1323255510047197	0.4399321566796029	0.3076066056748832	0.0012336481023892	0.1	3.351091116481606	0.5306270178308851	1.047841880344444e-169	0.0197423303675214	True	True	True	0.3633190195795771	0.239299083097004		0.0085336758642342	0.0084668567811689	0.0075204975234352	GSE245386	primary	True	True	True	0.2103032823498994	0.4077492716322419	0.1974459892823425	0.3346947755691795	0.1	1.8022927303632448	0.4338796345697815	0.0045013614637302	0.4821921488395028	True	False	True	0.3320860398020073	0.470951660459342		0.6239893134428552	0.5641348592738433	0.5533782271070203	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Cd38	Pecam1	True	True	False	0.2068932587146573	0.2121508150734244	0.005257556358767	0.7302386252657291	0.7	0.2177092196026312	-0.1500009103483003	0.2295270735578392	0.7001673142177789	False	False	False	0.1260920180359107	0.1662854679327003		0.7968160976126769	0.791456234569443		GSE245386	primary	True	True	False	0.135383532642498	0.1405407318959337	0.0051571992534356	0.9137537803119008	1.0	-0.0632183556425728	-0.0534794406387265	0.8889203637772857	0.9803163886597164	False	False	False	0.1319699249453728	0.17084691185599		0.964336578864881	0.9587979807498116		True	True	False
GSE174574	primary	Endothelial	Astrocyte	Cd47	Sirpa	True	True	True	0.7049569567279711	0.6690363775090495	-0.0359205792189215	0.1013076003024613	0.1	-0.1224758672516417	-0.0877622843485392	0.2298018227526368	0.770344739853075	False	False	False	0.4903982757366034	0.3680301443764203		0.1608124855327491	0.163720318345942	0.1509681886860208	GSE245386	primary	True	True	True	0.8486677051523719	0.8386728173900411	-0.0099948877623308	0.9127385973153294	1.0	0.2169827158762535	-0.389049557208647	0.1382423623236342	0.4811241556422607	False	False	False	0.7260957639545509	0.5705889199255121		0.9641260250462192	0.9587979807498116	0.951433251066852	True	True	False
GSE174574	primary	Endothelial	Astrocyte	Col4a1	Cd47	True	True	True	0.7386210112605968	0.948138481236848	0.2095174699762511	0.0022380976764947	0.1	1.240568771853878	-0.1247996991232752	7.359860851616418e-71	0.564977599648004	True	False	True	0.559639439729454	0.549195509094198		0.0112810888949628	0.011690658094835	0.0101063212649532	GSE245386	primary	True	True	True	0.9285691634483944	1.2135348573048512	0.2849656938564567	0.0399774620491982	0.1	1.133964717797833	0.0144816131438766	2.847032254231211e-11	0.9891743937079096	True	False	True	0.8855029574752673	0.6095398820608318		0.3449150375339586	0.3237305350723119	0.303471603802408	True	True	True
GSE174574	primary	Endothelial	Astrocyte	Col4a1	Itgav_Itgb8	True	True	False	0.3356019902444526	0.4460950265050429	0.1104930362605903	0.0053407659093869	0.1	1.240568771853878	0.0199117972730211	7.359860851616418e-71	0.7566158837984164	True	False	True	0.559639439729454	0.1466903308198442		0.0191758928365608	0.0209411635766117		GSE245386	primary	True	True	True	0.7816262616897891	1.0150231753652572	0.2333969136754681	0.0879226903792768	0.1	1.133964717797833	0.4995963879594679	2.847032254231211e-11	0.0010467480265429	True	True	True	0.8855029574752673	0.4708061762880198		0.4226386231942292	0.3807552537866976	0.3443991350453551	True	True	True
