dataset	sample	condition	config	cell_type	n_cells	total_target_counts
GSE245386	GSM7841723	MCAO	singlet	Astrocyte	280	2220103
GSE245386	GSM7841723	MCAO	singlet	Endothelial	1975	20454873
GSE245386	GSM7841723	MCAO	singlet	Pericyte	406	2439756
GSE245386	GSM7841723	MCAO	reference_singlet	Astrocyte	179	1829634
GSE245386	GSM7841723	MCAO	reference_singlet	Endothelial	1837	20086597
GSE245386	GSM7841723	MCAO	reference_singlet	Pericyte	306	1726187
GSE245386	GSM7841723	MCAO	reference_only	Astrocyte	190	1873113
GSE245386	GSM7841723	MCAO	reference_only	Endothelial	2191	21931952
GSE245386	GSM7841723	MCAO	reference_only	Pericyte	317	1765683
