dataset	sample	label_source	label	n_cells	mean_estimated_contamination	median_estimated_contamination	q25_estimated_contamination	q75_estimated_contamination	q95_estimated_contamination	raw_total	corrected_total	removed_total_fraction
GSE174574	GSM5319987	whole_brain_broad	Macrophage	240	0.09685739034284205	0.07064137926313904	0.05521184549982153	0.0967204156620452	0.2206529024685671	716940	638965.8209409534	0.10875969963880738
GSE174574	GSM5319987	whole_brain_broad	Microglia	2038	0.08177223304261384	0.06893447096321215	0.058506436902782274	0.08311613514730601	0.15007101381824048	5100291	4646219.643350089	0.0890285194805377
GSE174574	GSM5319987	whole_brain_broad	Monocytes	50	0.06956272152086396	0.033536008493167055	0.005641215253868424	0.08453815053957256	0.19153443475711712	243448	224842.1058639688	0.07642656393164526
GSE174574	GSM5319987	whole_brain_broad	Neuron/Other	18	0.43985137569835125	0.2475358728012855	0.002697618039302625	0.9491850973132375	0.9933519821028542	54684	36977.24920027739	0.32380130933586815
GSE174574	GSM5319987	whole_brain_broad	OEC	6	0.0011898189795043167	0.00109025581615855	0.0009699769957738	0.001133545522155775	0.001755669295183975	22122	22096.193198532503	0.001166567284490383
GSE174574	GSM5319987	whole_brain_broad	OPC	1	0.00039629148258	0.00039629148258	0.00039629148258	0.00039629148258	0.00039629148258	1733	1732.31416034581	0.00039575282988457694
GSE174574	GSM5319987	whole_brain_broad	Oligodendrocyte	189	0.09923413390844195	0.0541291623498793	0.0444744575889296	0.0677133287076512	0.3941846929492502	1068205	960935.2334795154	0.10042058080657235
GSE174574	GSM5319987	whole_brain_broad	Pericyte	46	0.07723325508875081	0.02863649717569735	0.018016680573830626	0.0599388017634745	0.38112982388330247	99469	88535.01141810497	0.10992358002890379
GSE174574	GSM5319987	whole_brain_broad	Smooth_muscle	391	0.0973896306417263	0.0647439104757837	0.0532866789304242	0.0858272583741845	0.3041542944644765	1330167	1189409.9649982108	0.10581907008803348
GSE174574	GSM5319987	whole_brain_broad	Tanycyte	22	0.0835648831772469	0.02840336987054825	0.009170863338111075	0.0641373657880341	0.23704815322138692	82792	76328.07382113594	0.0780742846997785
GSE174574	GSM5319987	cell_type	Astrocyte	365	0.11905698454379217	0.0733670827134783	0.0559894953667634	0.0918679320326223	0.47882324048436387	1170918	1007444.0214546251	0.1396118076119548
GSE174574	GSM5319987	cell_type	Choroid	432	0.09063828013620613	0.04399066396882675	0.03344613520421258	0.0656199878275941	0.33677928726827766	2747687	2523594.195947039	0.08155688914092507
GSE174574	GSM5319987	cell_type	Endothelial	1486	0.04738856308390744	0.0439813143862386	0.036683023833139976	0.0530381584806869	0.07621011921471554	3842028	3662129.732276166	0.046823778411774764
GSE174574	GSM5319987	cell_type	Ependymal	62	0.07963096354768544	0.025093692468283947	0.010964209658475376	0.05427042217731585	0.4858065752892317	262974	234165.0903448822	0.10955041051631642
GSE174574	GSM5319987	cell_type	Erythroid	11	0.10318183702761004	0.0551347163058926	0.02886317860954065	0.0966737337966247	0.3530501777594215	50395	47739.32338860899	0.05269722415698008
GSE174574	GSM5319987	cell_type	Fibroblast	51	0.14473126463268224	0.110538676739656	0.034634575641126195	0.18211165629710901	0.569844137744216	201650	173760.45148604654	0.13830671219416546
GSE174574	GSM5319987	cell_type	Lymphocyte	18	0.11440382901575662	0.044987415338968	0.012311793292404501	0.2190823690868615	0.319885419155502	54114	46553.872596657035	0.1397074214314773
GSE174574	GSM5319987	cell_type	Microglia	1291	0.09882591175876367	0.0689776593132207	0.058824577804382494	0.08383628868046786	0.380167294082708	3177313	2809886.5860656006	0.11564061014272098
GSE174574	GSM5319987	cell_type	Myeloid	390	0.13880188762209175	0.073939048883213	0.0546833849548147	0.11754656278735175	0.5716695360567063	1363247	1170704.5030873371	0.1412381592716968
GSE174574	GSM5319987	cell_type	Neuron	4	0.12171634281408687	0.0481870176196662	0.001715299630585675	0.1681880608031674	0.34502641344735735	16333	13692.53004714676	0.16166472496499362
GSE174574	GSM5319987	cell_type	Neutrophil	126	0.11528468357551264	0.05421836379775785	0.035046192452366676	0.07960177438062703	0.602774023150958	434409	378365.76862266794	0.12901029071067138
GSE174574	GSM5319987	cell_type	OPC	1	0.0759443708351973	0.0759443708351973	0.0759443708351973	0.0759443708351973	0.0759443708351973	3439	3177.9589880636	0.075906080818959
GSE174574	GSM5319987	cell_type	Oligodendrocyte	235	0.10118496893947244	0.0550493070831843	0.0448223446658318	0.07079717007621511	0.4092533801412517	1161909	1043894.4689905918	0.10156951276684167
GSE174574	GSM5319987	cell_type	Pericyte	110	0.1403310337463762	0.07873267072300616	0.031424185184033296	0.2044819936427645	0.4745015612518353	288589	238150.7449356783	0.17477539013725996
GSE174574	GSM5319987	cell_type	Smooth_muscle	370	0.10125945796844216	0.06398368288051275	0.05154599393846537	0.08058100822596408	0.3701224908717692	1308556	1154548.0389481666	0.11769306094032916
GSE174574	GSM5319987	cell_type	Unassigned	3801	0.07087225928037005	0.0508257530879898	0.0405686966398252	0.0660930383469651	0.147947486558199	9260981	8514466.736727327	0.0806085514345265
GSE174574	GSM5319988	whole_brain_broad	ABC	24	0.08300912299099884	0.00594481310152635	0.002990799885560025	0.0371746308668682	0.4397006585121039	128498	115339.46349248594	0.10240265613094413
GSE174574	GSM5319988	whole_brain_broad	Astrocyte	320	0.1337539728904374	0.07392796326424965	0.05708948894706117	0.102662455035614	0.4929059624032694	1058373	907334.9547562434	0.1427077648841728
GSE174574	GSM5319988	whole_brain_broad	Choroid	348	0.06797666750095635	0.043612046661116496	0.0295382302599893	0.07264705547493312	0.23997252249635945	2426304	2245722.420627695	0.07442660910269483
GSE174574	GSM5319988	whole_brain_broad	Dendritic	106	0.10510499046318064	0.0512748252489323	0.0250613912082523	0.167674396250986	0.325807329248108	722483	656742.1367502142	0.09099295519726536
GSE174574	GSM5319988	whole_brain_broad	Endothelial	4743	0.08699331971053492	0.059430850689212	0.048972573056319246	0.0736264307438403	0.27274532618696407	11908618	10705120.956873	0.10106101674661161
GSE174574	GSM5319988	whole_brain_broad	Ependymal	35	0.1425054870100529	0.0238809017159822	0.00623215579189035	0.247957367691218	0.5526144143234311	153151	123024.39046575552	0.19671180426013857
GSE174574	GSM5319988	whole_brain_broad	Fibroblast	48	0.12073403681554491	0.0264613524299203	0.009200946602172575	0.08202415199325852	0.5896604549977299	190067	161940.93538212546	0.1479797367132355
GSE174574	GSM5319988	whole_brain_broad	Hypendymal	4	0.0008673697489622249	0.0009068813701307999	0.0007731166066341	0.001001134512458925	0.001060059434489625	16214	16200.28609378004	0.0008458064771160734
GSE174574	GSM5319988	whole_brain_broad	Lymphocyte	36	0.0343624966029428	0.0164863649829925	0.00425884087695375	0.0413548422757749	0.13443822547213802	121318	118681.36991740167	0.021733214218816133
GSE174574	GSM5319988	whole_brain_broad	Macrophage	277	0.09062004218023956	0.0618914031357691	0.0437360491758221	0.100286526931127	0.25167251579557665	810899	725716.8774647277	0.10504652556640504
GSE174574	GSM5319988	whole_brain_broad	Microglia	1865	0.087553884690293	0.0755797182568842	0.0624647656175722	0.0937070593240091	0.15163940855178498	4754486	4312780.879263827	0.09290281236208775
GSE174574	GSM5319988	whole_brain_broad	Monocytes	41	0.04982802668651164	0.0083419953240405	0.0017980111636975	0.0759597905981557	0.196037038221009	159251	151031.40285771305	0.05161410064795169
GSE174574	GSM5319988	whole_brain_broad	Neuron/Other	24	0.3974393197307839	0.3513584730142505	0.006304214513690275	0.6752369109932774	0.9582307365942252	66097	44471.740242410146	0.327174603349469
GSE174574	GSM5319988	whole_brain_broad	OEC	7	0.003979084572490971	0.0012555907316136	0.00076284340248585	0.00424546701584805	0.012668908540878833	25260	25146.772747132043	0.004482472401740156
GSE174574	GSM5319988	whole_brain_broad	Oligodendrocyte	177	0.09166327996930242	0.0432300682461238	0.0335604675401297	0.0601122869882629	0.37682720955580584	1041207	945341.8197674733	0.09207120220333398
GSE174574	GSM5319988	whole_brain_broad	Pericyte	52	0.08388451955636061	0.0108877010859363	0.00555100778603425	0.0394168287717288	0.3950147306184881	103362	93573.3956170557	0.09470215730098386
GSE174574	GSM5319988	whole_brain_broad	Smooth_muscle	383	0.08959172690184508	0.0641558855003582	0.045662869672526	0.0869061413793209	0.26958758067532973	1310176	1191807.2336147034	0.09034569888724608
GSE174574	GSM5319988	whole_brain_broad	Tanycyte	22	0.05605090058205538	0.0042694746890102	0.003184282283687675	0.01562514637479295	0.23647159438421894	86624	81776.59121805709	0.05595918893081486
GSE174574	GSM5319988	cell_type	Astrocyte	370	0.10972586135913037	0.07045248655651755	0.053731581891738475	0.09732102447189037	0.3985729104137007	1195590	1050502.576544489	0.12135215538396193
GSE174574	GSM5319988	cell_type	Choroid	425	0.11358735969833474	0.0518090207467091	0.0330826012812697	0.0854115489753361	0.6651219865876854	2593599	2323482.2209456232	0.10414747193161966
GSE174574	GSM5319988	cell_type	Endothelial	1360	0.05976448395625566	0.05577026035843245	0.04589471156930178	0.06748673661548617	0.09151414374299681	3735945	3518392.9055938525	0.058232145924564604
GSE174574	GSM5319988	cell_type	Ependymal	59	0.11923224913877563	0.024428767106997	0.0045861532110167	0.0997618702491943	0.510335721200148	246183	209933.16128733076	0.14724753014086778
GSE174574	GSM5319988	cell_type	Erythroid	16	0.11042658245183723	0.055759889667401454	0.034378240346966675	0.06799300733914874	0.3264958017255855	49032	40058.250922016014	0.18301821418632702
GSE174574	GSM5319988	cell_type	Fibroblast	69	0.0775530283171999	0.0155417389358347	0.0053611860129992	0.076804973078193	0.38697089554856107	298435	270496.30967034225	0.09361733821320473
GSE174574	GSM5319988	cell_type	Lymphocyte	27	0.08031200549644198	0.0143490063361347	0.004875089229601949	0.08437206302707645	0.3465474011495371	92213	85597.73622639645	0.07173894975332717
GSE174574	GSM5319988	cell_type	Microglia	1275	0.12226308178573247	0.0764805048088147	0.06251846828894565	0.09857992111529895	0.5041776247501731	3288298	2813568.6457887497	0.14436932243101153
GSE174574	GSM5319988	cell_type	Myeloid	403	0.13486323747913595	0.0715233929209849	0.0463668444515383	0.1263387932543705	0.500492643098737	1425226	1225683.2751315269	0.14000777762156535
GSE174574	GSM5319988	cell_type	Neuron	2	0.09026480697890255	0.09026480697890255	0.04729975422639683	0.13322985973140827	0.16760190193341284	7905	6821.36700172685	0.13708197321608484
GSE174574	GSM5319988	cell_type	Neutrophil	110	0.08462521961681069	0.061758602319445396	0.035391583718918	0.0873220500090477	0.20218711368593084	327611	297218.91124178283	0.09276882875793901
GSE174574	GSM5319988	cell_type	OPC	1	0.114045531597961	0.114045531597961	0.114045531597961	0.114045531597961	0.114045531597961	2020	1789.72167942624	0.11399916860087134
GSE174574	GSM5319988	cell_type	Oligodendrocyte	234	0.07452060671139042	0.04784767619349075	0.0359930782484015	0.06989466523319973	0.2901777020746744	1168982	1072870.4994995994	0.08221811841448423
GSE174574	GSM5319988	cell_type	Pericyte	115	0.11871734452496052	0.072657913205439	0.014129398565611549	0.1762854037469125	0.3828064308715941	310174	268545.9376868237	0.13420874190994825
GSE174574	GSM5319988	cell_type	Smooth_muscle	374	0.09580335204162645	0.0614045825479008	0.04476442907062508	0.08157111523550027	0.3809879762587294	1297061	1157809.2949217039	0.10735941106724833
GSE174574	GSM5319988	cell_type	Unassigned	3672	0.0781922822648557	0.0615756836446169	0.050496123714778275	0.07768108248154312	0.13941574211789032	9044114	8278982.8130104095	0.08459990519685956
GSE174574	GSM5319989	whole_brain_broad	ABC	18	0.054025542473912315	0.0063442442021370005	0.003302723156347625	0.02253638437356685	0.23022908539266806	93406	87363.49017029838	0.06469081033018886
GSE174574	GSM5319989	whole_brain_broad	Astrocyte	382	0.13552487282816372	0.08019836472477951	0.06482018447977975	0.101141231341902	0.4689658642196546	1328895	1132683.866918128	0.14764983921368657
GSE174574	GSM5319989	whole_brain_broad	Astroependymal	5	0.0013463419397888002	0.0012958505900446	0.0010642837810237	0.0014675552054595	0.0018152583269424598	12192	12175.89782924357	0.001320716105350228
GSE174574	GSM5319989	whole_brain_broad	Choroid	393	0.06801310867103112	0.046203708226733	0.0327847554360024	0.0687512802818174	0.21882393725608607	2753017	2560360.812211183	0.06998002111458701
GSE174574	GSM5319989	whole_brain_broad	Dendritic	130	0.11098069060363952	0.07307392128599066	0.04671023599602675	0.11790434973098775	0.303700330418045	796296	716628.004161845	0.10004821804725261
GSE174574	GSM5319989	whole_brain_broad	Endothelial	5474	0.08767937325925135	0.06129912985373185	0.051069778149532626	0.07565986928485674	0.27462580682486465	13979396	12548392.940111013	0.10236515654102563
GSE174574	GSM5319989	whole_brain_broad	Ependymal	55	0.11318957526305941	0.0432174121455485	0.023114444612743798	0.078957665894328	0.5477351818259552	224319	194271.72692524415	0.13394885442051652
GSE174574	GSM5319989	whole_brain_broad	Fibroblast	87	0.19422791428069433	0.0673282488767136	0.0330127124390269	0.23141921957543	0.95457548938707	316948	258978.36339102942	0.1828995185613116
GSE174574	GSM5319989	whole_brain_broad	Hypendymal	3	0.0007469934113875667	0.0006987551075616	0.000636827356272	0.00083304031459015	0.0009404684802129899	14502	14491.30693159027	0.0007373512901481805
GSE174574	GSM5319989	whole_brain_broad	Lymphocyte	42	0.04754806765742777	0.0250410902716664	0.00686257785623095	0.0689397501907291	0.1486943218857956	123021	118571.62137957952	0.036167634960051376
GSE174574	GSM5319989	whole_brain_broad	Macrophage	316	0.10534495103907933	0.07675052812767755	0.0566005679734462	0.10603975169870325	0.3060871025964215	928871	813540.4592836373	0.12416206417937758
GSE174574	GSM5319989	whole_brain_broad	Microglia	2236	0.09563566839902463	0.08499199828799531	0.07212898460567566	0.10214394194951874	0.14849937778595576	5823883	5235780.868068498	0.10098110348911582
GSE174574	GSM5319989	whole_brain_broad	Monocytes	44	0.14721414850515815	0.03552110083614325	0.004013419841031125	0.173839216309689	0.7053374851051023	152233	130794.63915185648	0.14082597628729332
GSE174574	GSM5319989	whole_brain_broad	Neuron/Other	21	0.6264862157842545	0.894633244124522	0.131672215606971	0.99401936198511	0.996588741591751	73871	26682.226594678523	0.6387997103778408
GSE174574	GSM5319989	whole_brain_broad	OEC	10	0.02384583103272709	0.00210970545158685	0.000959647120215825	0.01589161731312535	0.10934170686402757	40808	39492.46796654737	0.03223711119027228
GSE174574	GSM5319989	whole_brain_broad	Oligodendrocyte	184	0.09945140885410235	0.05515512724814725	0.04306495708534292	0.06998688888055628	0.3805552559054987	1119906	991002.7915482621	0.11510181073388115
GSE174574	GSM5319989	whole_brain_broad	Pericyte	57	0.043436400583584805	0.0155665267824915	0.0077137118367823	0.0596369027305905	0.16266229476819835	116090	110860.14951723031	0.045049965395552505
GSE174574	GSM5319989	whole_brain_broad	Smooth_muscle	478	0.1124122250847316	0.07935806026125619	0.06363972171676599	0.10533801115865425	0.36390328353193696	1740834	1531367.173599239	0.12032556027786745
GSE174574	GSM5319989	whole_brain_broad	Tanycyte	16	0.04251459821222804	0.00428723692589865	0.002682584743273375	0.0334213274319394	0.15458193987946753	65479	62273.838889932835	0.04894945112275939
GSE174574	GSM5319989	cell_type	Astrocyte	463	0.1271083247195603	0.0795460388319499	0.06382824154448119	0.10230400603884349	0.4644242721422669	1592073	1348612.3894230998	0.15292050714816485
GSE174574	GSM5319989	cell_type	Choroid	466	0.10751463896785483	0.051609095047034	0.035498883113565076	0.0787707115638291	0.5622768089264752	2915933	2634323.7223112574	0.09657604536480868
GSE174574	GSM5319989	cell_type	Endothelial	1667	0.06205383596664887	0.0581711738760992	0.0490688875429305	0.069798056185602	0.09344362253977863	4548588	4273701.297994349	0.060433414062924795
GSE174574	GSM5319989	cell_type	Ependymal	86	0.10137492613070413	0.0405785986853357	0.018314241872947102	0.07700844710474719	0.5223004585741907	362552	319480.67294403684	0.11880041223317805
GSE174574	GSM5319989	cell_type	Erythroid	7	0.31797176245008174	0.218798920980832	0.061084822314228446	0.5444229078784091	0.7230734777088845	33637	22882.40901793469	0.3197250343985881
GSE174574	GSM5319989	cell_type	Fibroblast	100	0.1286784216267624	0.05541416944879605	0.02831454877673045	0.134522893939755	0.5595684837688053	391941	337202.5670470846	0.1396598798107761
GSE174574	GSM5319989	cell_type	Lymphocyte	30	0.06558935868521887	0.03415383675216385	0.0071600135897988745	0.09128907806583206	0.2430702801862179	86767	81515.46707788965	0.06052454184321632
GSE174574	GSM5319989	cell_type	Microglia	1432	0.12100736343927344	0.0855032492088242	0.07232324602308032	0.10399579081835075	0.4625158348981252	3740797	3221218.237637907	0.13889520397981847
GSE174574	GSM5319989	cell_type	Myeloid	465	0.1332364553264576	0.0867550569634236	0.0623840578633989	0.127066029042467	0.48853848956426993	1582207	1358302.2373345688	0.14151420305018958
GSE174574	GSM5319989	cell_type	Neutrophil	125	0.12040318785201032	0.0687002827081566	0.0463917984996672	0.0952631274704834	0.5664965682475814	398114	350313.168412022	0.12006820053546974
GSE174574	GSM5319989	cell_type	OPC	1	0.0010303565821272	0.0010303565821272	0.0010303565821272	0.0010303565821272	0.0010303565821272	3423	3419.47633995674	0.0010294069656032745
GSE174574	GSM5319989	cell_type	Oligodendrocyte	252	0.0939612652293105	0.058869886295163	0.04553818027410815	0.07707528308078933	0.3616072130589435	1266892	1130547.2701458638	0.10762143091450271
GSE174574	GSM5319989	cell_type	Pericyte	139	0.1517613111595142	0.0996114172491055	0.03702872648182705	0.202770545932755	0.43350959612816864	409552	332556.3575427249	0.18799967392974548
GSE174574	GSM5319989	cell_type	Smooth_muscle	461	0.1184111202379671	0.0773065421760659	0.0626570193934026	0.0998883271648543	0.410449916521772	1737489	1498478.535294778	0.13756085057529688
GSE174574	GSM5319989	cell_type	Unassigned	4257	0.08300460375329327	0.0650072597325333	0.053010490442567	0.081853761625296	0.14215817081928728	10634002	9673158.836125566	0.09035574413794867
GSE174574	GSM5319990	whole_brain_broad	ABC	21	0.09014186238738318	0.0027417834277048	0.0014699337838253	0.0487485431861375	0.377336466622956	112449	104293.8975194717	0.07252267677372226
GSE174574	GSM5319990	whole_brain_broad	Astrocyte	849	0.27511533890104267	0.100048764474729	0.0650784274810809	0.353616122482629	0.994505194440771	3094492	2263240.9290835876	0.268622788786144
GSE174574	GSM5319990	whole_brain_broad	Astroependymal	16	0.2935311889345703	0.045392059243426396	0.00149926046077375	0.4978395126978883	0.997482759506682	48388	35333.14286763857	0.26979534455570453
GSE174574	GSM5319990	whole_brain_broad	Choroid	675	0.11511538056153625	0.0686355091084543	0.0460787037806588	0.1352096732762155	0.3354057220410948	3576962	3127425.222467945	0.12567558099081144
GSE174574	GSM5319990	whole_brain_broad	Dendritic	1062	0.14093459607764053	0.08081900591594605	0.048940393724348226	0.17562614405316773	0.44757355432712415	6049305	5155681.817205603	0.14772328107020505
GSE174574	GSM5319990	whole_brain_broad	Endothelial	5122	0.12454064805037644	0.06722639486358234	0.05155889221037465	0.09461671325961854	0.5463772580461586	14714825	12653235.978162257	0.14010285693766278
GSE174574	GSM5319990	whole_brain_broad	Ependymal	52	0.10917480836266993	0.05684643353503365	0.0304534214811731	0.14962289995411573	0.3580816037925196	252435	221549.62235619337	0.12234982329632038
GSE174574	GSM5319990	whole_brain_broad	Fibroblast	128	0.3278130526529842	0.204278543708788	0.101305121271119	0.395029514167155	0.9980725798773173	449289	308681.1651887631	0.3129563261313695
GSE174574	GSM5319990	whole_brain_broad	Hypendymal	1	0.000168297754229	0.000168297754229	0.000168297754229	0.000168297754229	0.000168297754229	6521	6519.90298748966	0.00016822765071922152
GSE174574	GSM5319990	whole_brain_broad	Lymphocyte	96	0.1041212054109278	0.0790314107050755	0.022728657620208453	0.137222486828959	0.2885456259897055	321212	288341.1263225437	0.10233389063128495
GSE174574	GSM5319990	whole_brain_broad	Macrophage	352	0.12457456931000448	0.0841270696456808	0.0619009321121765	0.1289204367868195	0.3927032487336739	1274628	1104487.7181741185	0.13348230371989434
GSE174574	GSM5319990	whole_brain_broad	Microglia	1867	0.11023359318709197	0.0815840803996085	0.06334601445607385	0.10954108127998	0.294530861184209	7478930	6654286.020563558	0.11026229412983435
GSE174574	GSM5319990	whole_brain_broad	Monocytes	146	0.2025325537904438	0.09048099598977205	0.016849882300667328	0.25740142224541174	0.7579035377895628	322514	246085.20262371743	0.23697823156911813
GSE174574	GSM5319990	whole_brain_broad	Neuron/Other	175	0.443708466807188	0.295195992991763	0.06119607022602345	0.9807057876353464	0.9978306285406457	545144	310311.740887112	0.43077106069751847
GSE174574	GSM5319990	whole_brain_broad	OEC	10	0.06724915006978294	0.00106587631572785	0.0008436085720347	0.0020647409310727	0.3647703478347945	31439	28603.4473838937	0.09019220128204775
GSE174574	GSM5319990	whole_brain_broad	Oligodendrocyte	381	0.15133504828659297	0.0767918095642743	0.0544410673111491	0.155083329410653	0.500024650981351	1974524	1656128.823161419	0.16125161144588818
GSE174574	GSM5319990	whole_brain_broad	Pericyte	191	0.16274021186802148	0.0868471273229526	0.05787504587712445	0.1776722378266005	0.5801748245613355	442308	357896.1195220774	0.19084411875417717
GSE174574	GSM5319990	whole_brain_broad	Smooth_muscle	560	0.12765770588921269	0.0821475679931988	0.05601884221758738	0.132638537278802	0.3811986024569083	1920473	1652149.913965945	0.1397171873981332
GSE174574	GSM5319990	whole_brain_broad	Tanycyte	13	0.28876426693743473	0.001504563733291	0.0009544606874197	0.804377470945466	0.9872998383215992	57939	46623.44995608296	0.19530109328633638
GSE174574	GSM5319990	cell_type	Astrocyte	784	0.1656138581783615	0.08646972544250525	0.05935372353641327	0.18321327083735	0.5858171035016632	2934723	2391806.2231042013	0.1849976222273103
GSE174574	GSM5319990	cell_type	Choroid	709	0.19493781757090764	0.072479685799212	0.0475415883683592	0.170757720001275	0.991603697681364	3635095	2980716.7739007263	0.1800168155438231
GSE174574	GSM5319990	cell_type	Endothelial	1961	0.07035445485682727	0.0609018216101393	0.0474972751218127	0.0784950514113181	0.126724511611282	6005268	5578362.808756299	0.07108844954857985
GSE174574	GSM5319990	cell_type	Ependymal	80	0.17560559125160285	0.0757534671357804	0.0317940321782702	0.2235937814544735	0.7214473531798877	351895	290694.4568619572	0.17391705803732016
GSE174574	GSM5319990	cell_type	Erythroid	113	0.19433728236377423	0.0774256824752752	0.049047331831231	0.145624798068856	0.9831406514764885	377846	296523.371328497	0.21522691432886143
GSE174574	GSM5319990	cell_type	Fibroblast	119	0.20994739825389758	0.143816925561567	0.0847584918597899	0.24555984952968202	0.7688148891619754	479598	371159.8921337031	0.22610208521782182
GSE174574	GSM5319990	cell_type	Lymphocyte	70	0.14943199448727698	0.08755539242014465	0.0310673648957313	0.19444243224429225	0.45187767288152497	252781	223295.4209803768	0.11664475977080235
GSE174574	GSM5319990	cell_type	Microglia	1147	0.1502496401556956	0.0858148981740194	0.0656162522927973	0.1303470678455865	0.5453924110364602	4169493	3508597.1478353953	0.1585074857217903
GSE174574	GSM5319990	cell_type	Myeloid	1340	0.15991297540777988	0.07840523971221311	0.05316923064944193	0.1358194317001945	0.9442529561695001	6264344	5383836.360533917	0.14055863462576168
GSE174574	GSM5319990	cell_type	Neuron	6	0.38606031484991354	0.2969101135563855	0.2894824584296315	0.3475028500683738	0.6962563738713402	23563	15067.888582467442	0.36052758212165503
GSE174574	GSM5319990	cell_type	Neutrophil	257	0.24439861258139536	0.122684410042174	0.0474220881523889	0.392110940429107	0.8110066272442148	731538	536382.580742323	0.2667741378543248
GSE174574	GSM5319990	cell_type	OPC	9	0.31833424998012766	0.205172885542858	0.086860721309574	0.392343482925054	0.8271017026573477	39012	25498.530043143022	0.346392647309981
GSE174574	GSM5319990	cell_type	Oligodendrocyte	440	0.14165159823393197	0.07679624084491725	0.05486336180930325	0.15581401851022375	0.48746563205287935	2124420	1790249.1376135414	0.15729981001236037
GSE174574	GSM5319990	cell_type	Pericyte	336	0.2085998414747707	0.1311322494408525	0.07253089070667608	0.26365157697723823	0.6715082135909964	974456	738163.5046079617	0.24248657239735627
GSE174574	GSM5319990	cell_type	Smooth_muscle	565	0.17299321341349072	0.0847585110456256	0.0565743665269139	0.160385812982142	0.7467196858559404	2011774	1605498.666971016	0.20194879396442345
GSE174574	GSM5319990	cell_type	Unassigned	3781	0.13815422067239402	0.0733181406268669	0.0551464611753847	0.110189519519523	0.59467922510701	12297971	10485022.476403888	0.147418506971281
GSE174574	GSM5319991	whole_brain_broad	ABC	20	0.09463084402418223	0.0068408179714321005	0.00227906047958695	0.0219837773858355	0.47580270377146516	96311	85384.7061419347	0.11344803665277381
GSE174574	GSM5319991	whole_brain_broad	Astrocyte	818	0.28730415629985673	0.1070968807592605	0.06794503023342145	0.39859647717261876	0.9936316129464947	2882899	2046246.2099516816	0.2902123140797921
GSE174574	GSM5319991	whole_brain_broad	Astroependymal	21	0.5129452807829784	0.677357258708752	0.0022953751406443	0.993618085010279	0.996483778125874	70841	40480.39039191339	0.4285739841064724
GSE174574	GSM5319991	whole_brain_broad	Choroid	619	0.115420888274525	0.0718406259401706	0.0500819325996326	0.12676344049390847	0.35038012109930977	3283937	2884514.5195542704	0.12162915441000532
GSE174574	GSM5319991	whole_brain_broad	Dendritic	1029	0.14566903224706143	0.0860456187102015	0.0565000410030646	0.188799049277006	0.41176942466424615	5802678	4901470.305333529	0.155308927130968
GSE174574	GSM5319991	whole_brain_broad	Endothelial	4978	0.1239427827420513	0.0701647434999501	0.05472449926088365	0.09671849139473973	0.5195538534825618	13854391	11893721.808958154	0.14151969516681362
GSE174574	GSM5319991	whole_brain_broad	Ependymal	43	0.08950874344726932	0.0341838190908781	0.024605846421060652	0.0871475790664978	0.31262885777478494	205469	184190.5082825134	0.10356059414065677
GSE174574	GSM5319991	whole_brain_broad	Fibroblast	114	0.5651613068417537	0.5224513850813525	0.26739358951442727	0.8923080184158273	0.9989246819364397	391353	178524.31979138902	0.5438279001530868
