dataset	sample	cell_type	selection	n_cells	gene	fraction_detected	mean_logcp10k
GSE174574	GSM5319992	Endothelial	original_reference_supported	1317	Snap25	0.0007593014426727411	0.0007840439040443071
GSE174574	GSM5319992	Endothelial	reference_added	1376	Aldh1l1	0.014534883720930232	0.020757248140806903
GSE174574	GSM5319992	Endothelial	reference_added	1376	Slc1a3	0.11773255813953488	0.18982546162916847
GSE174574	GSM5319992	Endothelial	reference_added	1376	Slc1a2	0.1933139534883721	0.3184716926298901
GSE174574	GSM5319992	Endothelial	reference_added	1376	Gja1	0.23546511627906977	0.39037397840465293
GSE174574	GSM5319992	Endothelial	reference_added	1376	Glul	0.8895348837209303	2.2277271635091975
GSE174574	GSM5319992	Endothelial	reference_added	1376	Sox9	0.03997093023255814	0.05806220107392459
GSE174574	GSM5319992	Endothelial	reference_added	1376	Aldoc	0.2129360465116279	0.3476844126661324
GSE174574	GSM5319992	Endothelial	reference_added	1376	Pecam1	0.65625	1.2585545578222561
GSE174574	GSM5319992	Endothelial	reference_added	1376	Cdh5	0.38226744186046513	0.6320805701496668
GSE174574	GSM5319992	Endothelial	reference_added	1376	Esam	0.936046511627907	2.340312396554178
GSE174574	GSM5319992	Endothelial	reference_added	1376	Tek	0.19040697674418605	0.302675229819072
GSE174574	GSM5319992	Endothelial	reference_added	1376	Erg	0.12209302325581395	0.18682341026770036
GSE174574	GSM5319992	Endothelial	reference_added	1376	Vwf	0.23255813953488372	0.376375520810953
GSE174574	GSM5319992	Endothelial	reference_added	1376	Kdr	0.2136627906976744	0.3410127764100269
GSE174574	GSM5319992	Endothelial	reference_added	1376	Ptprc	0.04215116279069767	0.057109466757507873
GSE174574	GSM5319992	Endothelial	reference_added	1376	Tyrobp	0.4178779069767442	0.7454186202052234
GSE174574	GSM5319992	Endothelial	reference_added	1376	Lyz2	0.39171511627906974	0.671539117737135
GSE174574	GSM5319992	Endothelial	reference_added	1376	C1qa	0.6344476744186046	1.2356211120818401
GSE174574	GSM5319992	Endothelial	reference_added	1376	Rgs5	0.15334302325581395	0.3051002168226683
GSE174574	GSM5319992	Endothelial	reference_added	1376	Pdgfrb	0.046511627906976744	0.0769794857716204
GSE174574	GSM5319992	Endothelial	reference_added	1376	Acta2	0.24854651162790697	0.3973435849655005
GSE174574	GSM5319992	Endothelial	reference_added	1376	Plp1	0.3960755813953488	0.666241785814605
GSE174574	GSM5319992	Endothelial	reference_added	1376	Mbp	0.19113372093023256	0.32243369944357564
GSE174574	GSM5319992	Endothelial	reference_added	1376	Snap25	0.0029069767441860465	0.004447108862113711
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Aldh1l1	0.00425531914893617	0.007719959465723507
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Slc1a3	0.09361702127659574	0.1264451326975854
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Slc1a2	0.20425531914893616	0.3159929356645035
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Gja1	0.2978723404255319	0.4869571016543784
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Glul	0.8170212765957446	1.8542613841143902
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Sox9	0.03829787234042553	0.04796640634573953
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Aldoc	0.20851063829787234	0.3285638615816225
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Pecam1	0.8468085106382979	1.7538308292536466
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Cdh5	0.6170212765957447	1.0385672326771953
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Esam	0.9744680851063829	2.5952910669095415
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Tek	0.4723404255319149	0.7694374484299153
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Erg	0.3404255319148936	0.5381761416886051
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Vwf	0.6382978723404256	1.2159068004569853
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Kdr	0.5702127659574469	0.9217736143383831
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Ptprc	0.059574468085106386	0.07557974518195935
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Tyrobp	0.37446808510638296	0.6468202933497544
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Lyz2	0.3446808510638298	0.5599462202746541
GSE174574	GSM5319992	Endothelial	original_not_retained	235	C1qa	0.5914893617021276	1.043534595004033
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Rgs5	0.1276595744680851	0.1981932799625413
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Pdgfrb	0.02127659574468085	0.03209671276981424
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Acta2	0.1702127659574468	0.2691638746952295
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Plp1	0.34893617021276596	0.5438294533452471
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Mbp	0.16170212765957448	0.2523087093908971
GSE174574	GSM5319992	Endothelial	original_not_retained	235	Snap25	0.0	0.0
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Aldh1l1	0.49504950495049505	0.6502207754760012
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Slc1a3	0.9777227722772277	3.321626621006032
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Slc1a2	1.0	4.403708602215576
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Gja1	0.8366336633663366	1.9446793041525772
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Glul	0.9331683168316832	2.64148216165249
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Sox9	0.6831683168316832	1.2247906912037159
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Aldoc	0.8663366336633663	2.408652502094026
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Pecam1	0.10396039603960396	0.1374116929586381
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Cdh5	0.06435643564356436	0.07085325594370061
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Esam	0.12623762376237624	0.14228168627123813
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Tek	0.04702970297029703	0.06268043319445789
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Erg	0.04950495049504951	0.04965687231820338
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Vwf	0.017326732673267328	0.01929915622415288
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Kdr	0.039603960396039604	0.04738418002173183
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Ptprc	0.22524752475247525	0.34991674435825487
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Tyrobp	0.37376237623762376	0.5266378880872151
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Lyz2	0.13861386138613863	0.2226639202600292
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	C1qa	0.6881188118811881	1.2046892096711028
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Rgs5	0.08663366336633663	0.11121861842404007
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Pdgfrb	0.35396039603960394	0.3539358480270886
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Acta2	0.25742574257425743	0.30210445744090303
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Plp1	0.7821782178217822	1.3433145874135692
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Mbp	0.24257425742574257	0.3016826835583427
GSE245386	GSM7841720	Astrocyte	original_reference_supported	404	Snap25	0.022277227722772276	0.019369661441988872
GSE245386	GSM7841720	Astrocyte	reference_added	29	Aldh1l1	0.0	0.0
GSE245386	GSM7841720	Astrocyte	reference_added	29	Slc1a3	0.6206896551724138	1.5811556673335307
GSE245386	GSM7841720	Astrocyte	reference_added	29	Slc1a2	0.8275862068965517	2.962208844393194
GSE245386	GSM7841720	Astrocyte	reference_added	29	Gja1	0.2413793103448276	0.43989736922502154
GSE245386	GSM7841720	Astrocyte	reference_added	29	Glul	0.6896551724137931	1.8475515235217452
GSE245386	GSM7841720	Astrocyte	reference_added	29	Sox9	0.3103448275862069	0.7619071107753265
GSE245386	GSM7841720	Astrocyte	reference_added	29	Aldoc	0.3448275862068966	1.0033867433000787
GSE245386	GSM7841720	Astrocyte	reference_added	29	Pecam1	0.10344827586206896	0.1851830607999052
GSE245386	GSM7841720	Astrocyte	reference_added	29	Cdh5	0.034482758620689655	0.07144365785177316
GSE245386	GSM7841720	Astrocyte	reference_added	29	Esam	0.27586206896551724	0.5712443947168154
GSE245386	GSM7841720	Astrocyte	reference_added	29	Tek	0.06896551724137931	0.09392953972694615
GSE245386	GSM7841720	Astrocyte	reference_added	29	Erg	0.034482758620689655	0.03741155390898814
GSE245386	GSM7841720	Astrocyte	reference_added	29	Vwf	0.0	0.0
GSE245386	GSM7841720	Astrocyte	reference_added	29	Kdr	0.034482758620689655	0.08019577361291941
GSE245386	GSM7841720	Astrocyte	reference_added	29	Ptprc	0.5172413793103449	1.2525228346497455
GSE245386	GSM7841720	Astrocyte	reference_added	29	Tyrobp	0.2413793103448276	0.4955104269624868
GSE245386	GSM7841720	Astrocyte	reference_added	29	Lyz2	0.2413793103448276	0.6240685659410372
GSE245386	GSM7841720	Astrocyte	reference_added	29	C1qa	0.8275862068965517	2.1636486159475683
GSE245386	GSM7841720	Astrocyte	reference_added	29	Rgs5	0.06896551724137931	0.18942992402054248
GSE245386	GSM7841720	Astrocyte	reference_added	29	Pdgfrb	0.10344827586206896	0.18073959125059014
GSE245386	GSM7841720	Astrocyte	reference_added	29	Acta2	0.20689655172413793	0.46696762630074107
GSE245386	GSM7841720	Astrocyte	reference_added	29	Plp1	0.8275862068965517	2.2033088304939934
GSE245386	GSM7841720	Astrocyte	reference_added	29	Mbp	0.3448275862068966	0.8309348113326448
GSE245386	GSM7841720	Astrocyte	reference_added	29	Snap25	0.0	0.0
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Aldh1l1	0.18604651162790697	0.31096405856081766
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Slc1a3	0.7936046511627907	2.210452816839224
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Slc1a2	0.9098837209302325	3.1251768859798945
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Gja1	0.5319767441860465	1.1671055779468174
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Glul	0.875	2.372191791546593
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Sox9	0.39244186046511625	0.784364140950564
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Aldoc	0.6947674418604651	1.8288840623778526
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Pecam1	0.2180232558139535	0.40544602978509
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Cdh5	0.08430232558139535	0.16064752831612583
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Esam	0.14825581395348839	0.29791202533478395
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Tek	0.09011627906976744	0.15725894658942777
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Erg	0.05232558139534884	0.07491417465035974
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Vwf	0.01744186046511628	0.030449109657247612
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Kdr	0.11627906976744186	0.21581564049358268
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Ptprc	0.5465116279069767	1.3367875443790274
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Tyrobp	0.5494186046511628	1.2250051742812453
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Lyz2	0.18895348837209303	0.3868201563319238
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	C1qa	0.7965116279069767	2.2622303460045616
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Rgs5	0.08139534883720931	0.15264886933464394
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Pdgfrb	0.05813953488372093	0.09704171017861549
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Acta2	0.21220930232558138	0.36663396017142835
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Plp1	0.7209302325581395	2.0297270269794523
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Mbp	0.2877906976744186	0.6277078377473081
GSE245386	GSM7841720	Astrocyte	original_not_retained	344	Snap25	0.011627906976744186	0.00870938496798581
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Aldh1l1	0.006425233644859813	0.004882132908734055
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Slc1a3	0.10514018691588785	0.10230539657568988
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Slc1a2	0.16647196261682243	0.1872032368834482
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Gja1	0.1886682242990654	0.18419151985607607
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Glul	0.8942757009345794	1.9891340347324604
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Sox9	0.12266355140186916	0.10810101394634727
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Aldoc	0.07535046728971963	0.07018963165200408
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Pecam1	0.9433411214953271	2.1804499549091174
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Cdh5	0.865070093457944	1.4655435030064181
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Esam	0.9544392523364486	2.088095816155679
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Tek	0.8779205607476636	1.5534989156581895
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Erg	0.7313084112149533	1.0191824694980063
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Vwf	0.3411214953271028	0.4252777524056841
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Kdr	0.8014018691588785	1.323348796540837
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Ptprc	0.24123831775700935	0.2886982149000184
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Tyrobp	0.352803738317757	0.4005618789121537
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Lyz2	0.11799065420560748	0.1186662680529311
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	C1qa	0.6740654205607477	0.9222824488050355
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Rgs5	0.10514018691588785	0.10723058702886418
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Pdgfrb	0.018107476635514017	0.011408187607758804
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Acta2	0.30899532710280375	0.30818520393630144
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Plp1	0.8335280373831776	1.3069111066814927
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Mbp	0.24766355140186916	0.26634044286563263
GSE245386	GSM7841720	Endothelial	original_reference_supported	1712	Snap25	0.015771028037383176	0.013987437722037274
GSE245386	GSM7841720	Endothelial	reference_added	560	Aldh1l1	0.008928571428571428	0.011682603434948305
GSE245386	GSM7841720	Endothelial	reference_added	560	Slc1a3	0.14821428571428572	0.25220176343471623
GSE245386	GSM7841720	Endothelial	reference_added	560	Slc1a2	0.19285714285714287	0.3649510339416559
GSE245386	GSM7841720	Endothelial	reference_added	560	Gja1	0.13035714285714287	0.1736775260773687
GSE245386	GSM7841720	Endothelial	reference_added	560	Glul	0.7607142857142857	1.7745336340442932
GSE245386	GSM7841720	Endothelial	reference_added	560	Sox9	0.09821428571428571	0.13630597887889012
GSE245386	GSM7841720	Endothelial	reference_added	560	Aldoc	0.08571428571428572	0.1393611840786672
GSE245386	GSM7841720	Endothelial	reference_added	560	Pecam1	0.6142857142857143	1.3216600107585577
GSE245386	GSM7841720	Endothelial	reference_added	560	Cdh5	0.40535714285714286	0.697286082324339
GSE245386	GSM7841720	Endothelial	reference_added	560	Esam	0.5857142857142857	1.213722164824348
GSE245386	GSM7841720	Endothelial	reference_added	560	Tek	0.40535714285714286	0.6815567920142549
GSE245386	GSM7841720	Endothelial	reference_added	560	Erg	0.26071428571428573	0.391388120342267
GSE245386	GSM7841720	Endothelial	reference_added	560	Vwf	0.09821428571428571	0.13780259760770072
GSE245386	GSM7841720	Endothelial	reference_added	560	Kdr	0.28035714285714286	0.4356774007357762
GSE245386	GSM7841720	Endothelial	reference_added	560	Ptprc	0.45357142857142857	0.9356443712410965
GSE245386	GSM7841720	Endothelial	reference_added	560	Tyrobp	0.45535714285714285	0.8990673053646645
GSE245386	GSM7841720	Endothelial	reference_added	560	Lyz2	0.1732142857142857	0.3302284308858733
GSE245386	GSM7841720	Endothelial	reference_added	560	C1qa	0.8053571428571429	1.929513100320689
GSE245386	GSM7841720	Endothelial	reference_added	560	Rgs5	0.21428571428571427	0.4304139620077109
GSE245386	GSM7841720	Endothelial	reference_added	560	Pdgfrb	0.06785714285714285	0.10525583163697853
GSE245386	GSM7841720	Endothelial	reference_added	560	Acta2	0.38035714285714284	0.8925541151558176
GSE245386	GSM7841720	Endothelial	reference_added	560	Plp1	0.7821428571428571	2.0049192969480734
GSE245386	GSM7841720	Endothelial	reference_added	560	Mbp	0.3392857142857143	0.6442547596143025
GSE245386	GSM7841720	Endothelial	reference_added	560	Snap25	0.01607142857142857	0.020137629434842264
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Aldh1l1	0.0	0.0
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Slc1a3	0.15040650406504066	0.24150399204053283
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Slc1a2	0.15853658536585366	0.3205603352765368
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Gja1	0.056910569105691054	0.08780892815226299
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Glul	0.6626016260162602	1.5856422206496854
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Sox9	0.06097560975609756	0.09544809816088168
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Aldoc	0.04878048780487805	0.06877929238735742
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Pecam1	0.7398373983739838	1.7330250999510979
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Cdh5	0.5365853658536586	1.0909559546446912
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Esam	0.6869918699186992	1.5505691205028493
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Tek	0.5284552845528455	1.0597856801292571
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Erg	0.3861788617886179	0.7255696119953955
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Vwf	0.2845528455284553	0.5262815934879849
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Kdr	0.5487804878048781	1.1530932026468892
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Ptprc	0.4634146341463415	1.1256168395008184
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Tyrobp	0.44715447154471544	0.9411798291622104
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Lyz2	0.14634146341463414	0.25214925239584246
GSE245386	GSM7841720	Endothelial	original_not_retained	246	C1qa	0.7276422764227642	2.047905577194748
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Rgs5	0.06910569105691057	0.11889693798573676
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Pdgfrb	0.032520325203252036	0.045000028257064464
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Acta2	0.15040650406504066	0.24727020714927067
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Plp1	0.7764227642276422	1.9297676162722361
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Mbp	0.24390243902439024	0.4424565291134767
GSE245386	GSM7841720	Endothelial	original_not_retained	246	Snap25	0.0040650406504065045	0.0082216430033469
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Aldh1l1	0.5733634311512416	0.6897296948125952
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Slc1a3	0.9548532731376975	3.2099180885795024
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Slc1a2	0.9977426636568849	4.373992145381642
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Gja1	0.8871331828442438	2.057056896437499
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Glul	0.9367945823927766	2.5642795707771735
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Sox9	0.7358916478555305	1.2450944013271046
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Aldoc	0.9142212189616253	2.654415700486392
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Pecam1	0.09706546275395034	0.07952892630042556
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Cdh5	0.04288939051918736	0.026991475586618005
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Esam	0.11286681715575621	0.094527054542584
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Tek	0.06320541760722348	0.056708327417906254
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Erg	0.03160270880361174	0.02329728847651903
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Vwf	0.033860045146726865	0.02561568722863055
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Kdr	0.029345372460496615	0.02033177659002395
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Ptprc	0.2144469525959368	0.18973102426872818
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Tyrobp	0.3340857787810384	0.3875634371354517
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Lyz2	0.10158013544018059	0.10113725931857286
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	C1qa	0.6568848758465011	0.8288194656375799
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Rgs5	0.06772009029345373	0.0663066457068467
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Pdgfrb	0.37020316027088035	0.33597848139393816
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Acta2	0.3656884875846501	0.358839932220357
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Plp1	0.8148984198645598	1.263807575584038
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Mbp	0.3227990970654628	0.34679386920322536
GSE245386	GSM7841721	Astrocyte	original_reference_supported	443	Snap25	0.020316027088036117	0.01815821581210917
GSE245386	GSM7841721	Astrocyte	reference_added	17	Aldh1l1	0.11764705882352941	0.12472310946627366
GSE245386	GSM7841721	Astrocyte	reference_added	17	Slc1a3	0.8235294117647058	2.7181107720236497
GSE245386	GSM7841721	Astrocyte	reference_added	17	Slc1a2	0.7647058823529411	2.9332924223297723
GSE245386	GSM7841721	Astrocyte	reference_added	17	Gja1	0.29411764705882354	0.5697494547894427
GSE245386	GSM7841721	Astrocyte	reference_added	17	Glul	0.7058823529411765	1.6654973716569705
GSE245386	GSM7841721	Astrocyte	reference_added	17	Sox9	0.4117647058823529	0.7498745739640157
GSE245386	GSM7841721	Astrocyte	reference_added	17	Aldoc	0.6470588235294118	1.6491814464809238
GSE245386	GSM7841721	Astrocyte	reference_added	17	Pecam1	0.058823529411764705	0.1465335709581998
GSE245386	GSM7841721	Astrocyte	reference_added	17	Cdh5	0.058823529411764705	0.1465335709581998
GSE245386	GSM7841721	Astrocyte	reference_added	17	Esam	0.058823529411764705	0.1465335709581998
GSE245386	GSM7841721	Astrocyte	reference_added	17	Tek	0.0	0.0
GSE245386	GSM7841721	Astrocyte	reference_added	17	Erg	0.0	0.0
GSE245386	GSM7841721	Astrocyte	reference_added	17	Vwf	0.0	0.0
GSE245386	GSM7841721	Astrocyte	reference_added	17	Kdr	0.058823529411764705	0.17831093982927013
GSE245386	GSM7841721	Astrocyte	reference_added	17	Ptprc	0.11764705882352941	0.2537978821548921
GSE245386	GSM7841721	Astrocyte	reference_added	17	Tyrobp	0.11764705882352941	0.22208660778028913
GSE245386	GSM7841721	Astrocyte	reference_added	17	Lyz2	0.17647058823529413	0.33502430015781304
GSE245386	GSM7841721	Astrocyte	reference_added	17	C1qa	0.4117647058823529	0.9781140202784954
GSE245386	GSM7841721	Astrocyte	reference_added	17	Rgs5	0.0	0.0
GSE245386	GSM7841721	Astrocyte	reference_added	17	Pdgfrb	0.11764705882352941	0.19125819872319003
GSE245386	GSM7841721	Astrocyte	reference_added	17	Acta2	0.47058823529411764	1.0166941375959861
GSE245386	GSM7841721	Astrocyte	reference_added	17	Plp1	0.5882352941176471	1.820733756116745
GSE245386	GSM7841721	Astrocyte	reference_added	17	Mbp	0.29411764705882354	0.7350301757622302
GSE245386	GSM7841721	Astrocyte	reference_added	17	Snap25	0.11764705882352941	0.22807892729123125
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Aldh1l1	0.3829787234042553	0.5868274786536766
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Slc1a3	0.7978723404255319	2.401762048161986
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Slc1a2	0.9574468085106383	3.7143887339249133
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Gja1	0.6702127659574468	1.5473315788778068
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Glul	0.8617021276595744	2.6218578985647305
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Sox9	0.425531914893617	0.7342498953814005
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Aldoc	0.851063829787234	2.738237566568948
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Pecam1	0.14893617021276595	0.16234476916611792
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Cdh5	0.0851063829787234	0.09054631165508831
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Esam	0.13829787234042554	0.14066319371762448
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Tek	0.11702127659574468	0.15715105001089552
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Erg	0.031914893617021274	0.014925085029708934
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Vwf	0.05319148936170213	0.028140065594439708
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Kdr	0.11702127659574468	0.14948115603659604
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Ptprc	0.26595744680851063	0.604131406119908
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Tyrobp	0.30851063829787234	0.6413769433803995
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Lyz2	0.11702127659574468	0.10498202490503847
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	C1qa	0.5638297872340425	1.431813329593992
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Rgs5	0.09574468085106383	0.14001117393974546
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Pdgfrb	0.1276595744680851	0.1268093332948811
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Acta2	0.24468085106382978	0.3233610797922463
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Plp1	0.7978723404255319	1.821868512652539
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Mbp	0.2765957446808511	0.4625668438305625
GSE245386	GSM7841721	Astrocyte	original_not_retained	94	Snap25	0.0425531914893617	0.024569737386124994
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Aldh1l1	0.0050991501416430595	0.0033798618975243995
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Slc1a3	0.12521246458923513	0.1095510243815661
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Slc1a2	0.20056657223796034	0.19035457146899287
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Gja1	0.18413597733711048	0.17784600276890922
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Glul	0.8929178470254957	1.9851886521172355
GSE245386	GSM7841721	Endothelial	original_reference_supported	1765	Sox9	0.115014164305949	0.10024127419399899
