dataset	sample	cell_type	selection	n_cells	gene	fraction_detected	mean_logcp10k
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Pecam1	0.7916666666666666	1.7023789439648678
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Cdh5	0.59375	1.161401462410737
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Esam	0.9166666666666666	2.34597416694934
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Tek	0.5625	1.0438091479495968
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Erg	0.3020833333333333	0.5086177678456363
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Vwf	0.53125	1.2613998730090412
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Kdr	0.625	1.2781148836081562
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Ptprc	0.010416666666666666	0.018786690977187593
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Tyrobp	0.21875	0.37753203356952403
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Lyz2	0.20833333333333334	0.3381210418884825
GSE174574	GSM5319988	Endothelial	original_not_retained	96	C1qa	0.4166666666666667	0.822989156135208
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Rgs5	0.07291666666666667	0.13359946618893928
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Pdgfrb	0.010416666666666666	0.013775360114217997
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Acta2	0.125	0.21224453969862825
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Plp1	0.23958333333333334	0.4157306533483076
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Mbp	0.10416666666666667	0.17943852418012973
GSE174574	GSM5319988	Endothelial	original_not_retained	96	Snap25	0.0	0.0
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Aldh1l1	0.32298136645962733	0.4735665887861136
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Slc1a3	0.9937888198757764	3.3067267026024467
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Slc1a2	0.9875776397515528	3.0912719619616755
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Gja1	0.9875776397515528	2.74084971408829
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Glul	0.9937888198757764	3.827183770153168
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Sox9	0.6739130434782609	1.1989322812830396
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Aldoc	1.0	4.101478360226458
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Pecam1	0.10248447204968944	0.14402386174856266
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Cdh5	0.08695652173913043	0.11706036004669643
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Esam	0.2329192546583851	0.33827803301535797
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Tek	0.052795031055900624	0.07518414390501507
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Erg	0.015527950310559006	0.01718202323253861
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Vwf	0.049689440993788817	0.06743741570942006
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Kdr	0.06832298136645963	0.09072112014326716
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Ptprc	0.034161490683229816	0.050475039476838436
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Tyrobp	0.2701863354037267	0.40365219395928364
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Lyz2	0.2701863354037267	0.41430299854678554
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	C1qa	0.6521739130434783	1.0693868987902808
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Rgs5	0.059006211180124224	0.08119415525591388
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Pdgfrb	0.2732919254658385	0.3886857660825658
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Acta2	0.30124223602484473	0.43792279959544955
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Plp1	0.38819875776397517	0.6025797172648548
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Mbp	0.18322981366459629	0.2695501088088354
GSE174574	GSM5319989	Astrocyte	original_reference_supported	322	Snap25	0.006211180124223602	0.006139867180516779
GSE174574	GSM5319989	Astrocyte	reference_added	1	Aldh1l1	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Slc1a3	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Slc1a2	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Gja1	1.0	2.0822465926074445
GSE174574	GSM5319989	Astrocyte	reference_added	1	Glul	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Sox9	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Aldoc	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Pecam1	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Cdh5	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Esam	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Tek	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Erg	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Vwf	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Kdr	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Ptprc	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Tyrobp	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Lyz2	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	C1qa	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Rgs5	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Pdgfrb	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Acta2	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Plp1	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Mbp	0.0	0.0
GSE174574	GSM5319989	Astrocyte	reference_added	1	Snap25	0.0	0.0
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Aldh1l1	0.3191489361702128	0.48428525303284525
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Slc1a3	0.6808510638297872	1.8221011136453749
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Slc1a2	0.6737588652482269	1.724384221767721
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Gja1	0.723404255319149	1.6159870833539927
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Glul	0.9858156028368794	3.1089274004653165
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Sox9	0.6099290780141844	1.0369072359804399
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Aldoc	0.7446808510638298	2.336687536915767
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Pecam1	0.3971631205673759	0.7437591036592269
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Cdh5	0.3120567375886525	0.4821621081476154
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Esam	0.6312056737588653	1.3784646884097065
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Tek	0.2198581560283688	0.33877936276510195
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Erg	0.09929078014184398	0.13449373682354682
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Vwf	0.18439716312056736	0.29678466458227604
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Kdr	0.24822695035460993	0.4168756032851395
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Ptprc	0.02127659574468085	0.0333857502535573
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Tyrobp	0.3546099290780142	0.6682175503404835
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Lyz2	0.3971631205673759	0.6491368439184743
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	C1qa	0.6028368794326241	1.2238921615189824
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Rgs5	0.0851063829787234	0.1375674319286615
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Pdgfrb	0.09219858156028368	0.1110290721473639
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Acta2	0.22695035460992907	0.36953343621087
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Plp1	0.3333333333333333	0.5347481385082526
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Mbp	0.14184397163120568	0.22372503557892465
GSE174574	GSM5319989	Astrocyte	original_not_retained	141	Snap25	0.0	0.0
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Aldh1l1	0.003878474466709761	0.005280135104120824
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Slc1a3	0.06722689075630252	0.10401345626755681
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Slc1a2	0.07110536522301228	0.11122643653505933
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Gja1	0.1383322559793148	0.22353584702936716
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Glul	0.8390433096315449	2.155827824085302
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Sox9	0.04201680672268908	0.06440221504058126
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Aldoc	0.11893988364576599	0.18939754064503972
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Pecam1	0.806076276664512	1.6045046354890415
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Cdh5	0.6923076923076923	1.277520815031485
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Esam	0.9644473173884939	2.435349981698945
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Tek	0.5850032320620556	1.0345639103548754
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Erg	0.41952165481577247	0.7089792074351389
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Vwf	0.5184227537168714	1.0144733646927462
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Kdr	0.6599870717517776	1.2220292388147038
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Ptprc	0.01616031027795734	0.02435957711671697
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Tyrobp	0.22882999353587588	0.3770232523470368
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Lyz2	0.2669683257918552	0.4342403164685961
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	C1qa	0.5145442792501616	0.9090780064153938
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Rgs5	0.08726567550096961	0.14313889328558208
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Pdgfrb	0.008403361344537815	0.011079696036580346
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Acta2	0.21202327084680025	0.3458251217776573
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Plp1	0.29928894634776987	0.4961046126629339
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Mbp	0.09566903684550743	0.1556535554441493
GSE174574	GSM5319989	Endothelial	original_reference_supported	1547	Snap25	0.0	0.0
GSE174574	GSM5319989	Endothelial	reference_added	3280	Aldh1l1	0.016463414634146342	0.026736753238774075
GSE174574	GSM5319989	Endothelial	reference_added	3280	Slc1a3	0.075	0.12785984218791702
GSE174574	GSM5319989	Endothelial	reference_added	3280	Slc1a2	0.07804878048780488	0.1342750722513933
GSE174574	GSM5319989	Endothelial	reference_added	3280	Gja1	0.15701219512195122	0.277458221268289
GSE174574	GSM5319989	Endothelial	reference_added	3280	Glul	0.8753048780487804	2.364673161241668
GSE174574	GSM5319989	Endothelial	reference_added	3280	Sox9	0.04908536585365854	0.08223056999710268
GSE174574	GSM5319989	Endothelial	reference_added	3280	Aldoc	0.1329268292682927	0.22767890704116314
GSE174574	GSM5319989	Endothelial	reference_added	3280	Pecam1	0.5332317073170731	1.0417919654545678
GSE174574	GSM5319989	Endothelial	reference_added	3280	Cdh5	0.3753048780487805	0.6823944045130231
GSE174574	GSM5319989	Endothelial	reference_added	3280	Esam	0.8810975609756098	2.142883174936679
GSE174574	GSM5319989	Endothelial	reference_added	3280	Tek	0.3146341463414634	0.5649635844551533
GSE174574	GSM5319989	Endothelial	reference_added	3280	Erg	0.12896341463414634	0.2198613695082922
GSE174574	GSM5319989	Endothelial	reference_added	3280	Vwf	0.19847560975609757	0.36128160291271183
GSE174574	GSM5319989	Endothelial	reference_added	3280	Kdr	0.31067073170731707	0.5797647670258806
GSE174574	GSM5319989	Endothelial	reference_added	3280	Ptprc	0.020121951219512196	0.032066195699807815
GSE174574	GSM5319989	Endothelial	reference_added	3280	Tyrobp	0.23323170731707318	0.41959557450817264
GSE174574	GSM5319989	Endothelial	reference_added	3280	Lyz2	0.2503048780487805	0.46330086655475483
GSE174574	GSM5319989	Endothelial	reference_added	3280	C1qa	0.4954268292682927	0.9633971664300162
GSE174574	GSM5319989	Endothelial	reference_added	3280	Rgs5	0.09359756097560976	0.1762976559211246
GSE174574	GSM5319989	Endothelial	reference_added	3280	Pdgfrb	0.02225609756097561	0.03853265725057568
GSE174574	GSM5319989	Endothelial	reference_added	3280	Acta2	0.22408536585365854	0.40051659804584544
GSE174574	GSM5319989	Endothelial	reference_added	3280	Plp1	0.2942073170731707	0.5261245725093802
GSE174574	GSM5319989	Endothelial	reference_added	3280	Mbp	0.11707317073170732	0.20761184811076433
GSE174574	GSM5319989	Endothelial	reference_added	3280	Snap25	0.0012195121951219512	0.002097198929097494
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Aldh1l1	0.0	0.0
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Slc1a3	0.06666666666666667	0.10728053824981225
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Slc1a2	0.041666666666666664	0.0730425240910857
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Gja1	0.16666666666666666	0.2878566195961732
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Glul	0.85	2.1106598926456694
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Sox9	0.016666666666666666	0.03301606440681104
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Aldoc	0.125	0.21014587150138778
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Pecam1	0.825	1.7554386117974743
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Cdh5	0.48333333333333334	0.9306488921078703
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Esam	0.9166666666666666	2.2851683427552683
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Tek	0.6666666666666666	1.256491499586776
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Erg	0.2916666666666667	0.5352312662816817
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Vwf	0.6	1.2943911514421287
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Kdr	0.7	1.3758326540211747
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Ptprc	0.025	0.045373376873409206
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Tyrobp	0.2	0.34038684476054093
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Lyz2	0.24166666666666667	0.4262000935089659
GSE174574	GSM5319989	Endothelial	original_not_retained	120	C1qa	0.35833333333333334	0.6342326952224089
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Rgs5	0.06666666666666667	0.11061301449514321
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Pdgfrb	0.008333333333333333	0.013651728897676624
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Acta2	0.11666666666666667	0.20164615539183053
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Plp1	0.23333333333333334	0.3732667920693952
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Mbp	0.05	0.08874393617706927
GSE174574	GSM5319989	Endothelial	original_not_retained	120	Snap25	0.0	0.0
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Aldh1l1	0.39723661485319517	0.5943132994966391
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Slc1a3	0.9948186528497409	3.077645487917577
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Slc1a2	0.9913644214162349	3.154111677433002
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Gja1	0.9395509499136442	2.3652951904505004
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Glul	0.9948186528497409	3.6128030772367272
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Sox9	0.6493955094991365	1.1659051440677828
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Aldoc	0.9948186528497409	4.096564933740629
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Pecam1	0.10189982728842832	0.13533055885956846
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Cdh5	0.06390328151986183	0.08113942137278139
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Esam	0.23488773747841105	0.3348527766358888
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Tek	0.025906735751295335	0.03322183640121258
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Erg	0.02072538860103627	0.027774982395625723
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Vwf	0.07599309153713299	0.09224841562071721
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Kdr	0.046632124352331605	0.06002187174829213
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Ptprc	0.04145077720207254	0.052760226276648683
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Tyrobp	0.4162348877374784	0.6297515861453374
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Lyz2	0.5699481865284974	0.9167468740775573
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	C1qa	0.6994818652849741	1.2431302675769447
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Rgs5	0.09671848013816926	0.13282506483310957
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Pdgfrb	0.19170984455958548	0.2736753930974277
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Acta2	0.26252158894645944	0.3766113571212494
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Plp1	0.48013816925734026	0.7143426561788279
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Mbp	0.2538860103626943	0.37657855562180526
GSE174574	GSM5319990	Astrocyte	original_reference_supported	579	Snap25	0.0034542314335060447	0.004355634680261772
GSE174574	GSM5319990	Astrocyte	reference_added	73	Aldh1l1	0.0821917808219178	0.10527669959533739
GSE174574	GSM5319990	Astrocyte	reference_added	73	Slc1a3	0.5753424657534246	1.37207190755954
GSE174574	GSM5319990	Astrocyte	reference_added	73	Slc1a2	0.5753424657534246	1.502867611146009
GSE174574	GSM5319990	Astrocyte	reference_added	73	Gja1	0.3150684931506849	0.6404805537872582
GSE174574	GSM5319990	Astrocyte	reference_added	73	Glul	0.7945205479452054	1.7787396356524379
GSE174574	GSM5319990	Astrocyte	reference_added	73	Sox9	0.2054794520547945	0.2892212746092534
GSE174574	GSM5319990	Astrocyte	reference_added	73	Aldoc	0.6301369863013698	1.5747216417696748
GSE174574	GSM5319990	Astrocyte	reference_added	73	Pecam1	0.0684931506849315	0.08167107559201615
GSE174574	GSM5319990	Astrocyte	reference_added	73	Cdh5	0.0547945205479452	0.0754220478205251
GSE174574	GSM5319990	Astrocyte	reference_added	73	Esam	0.3424657534246575	0.4808742386250835
GSE174574	GSM5319990	Astrocyte	reference_added	73	Tek	0.0273972602739726	0.03153345659152431
GSE174574	GSM5319990	Astrocyte	reference_added	73	Erg	0.0	0.0
GSE174574	GSM5319990	Astrocyte	reference_added	73	Vwf	0.0410958904109589	0.04592384826525052
GSE174574	GSM5319990	Astrocyte	reference_added	73	Kdr	0.0136986301369863	0.015458638717542153
GSE174574	GSM5319990	Astrocyte	reference_added	73	Ptprc	0.136986301369863	0.22675172740009708
GSE174574	GSM5319990	Astrocyte	reference_added	73	Tyrobp	0.684931506849315	1.8848674561257688
GSE174574	GSM5319990	Astrocyte	reference_added	73	Lyz2	0.6712328767123288	1.3836451805588197
GSE174574	GSM5319990	Astrocyte	reference_added	73	C1qa	0.821917808219178	2.2498077811503916
GSE174574	GSM5319990	Astrocyte	reference_added	73	Rgs5	0.1643835616438356	0.2543023693507926
GSE174574	GSM5319990	Astrocyte	reference_added	73	Pdgfrb	0.1917808219178082	0.2873157089170599
GSE174574	GSM5319990	Astrocyte	reference_added	73	Acta2	0.5068493150684932	1.0716818456873634
GSE174574	GSM5319990	Astrocyte	reference_added	73	Plp1	0.547945205479452	1.0897804780860125
GSE174574	GSM5319990	Astrocyte	reference_added	73	Mbp	0.273972602739726	0.5324272472456084
GSE174574	GSM5319990	Astrocyte	reference_added	73	Snap25	0.0136986301369863	0.02186911743156008
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Aldh1l1	0.36097560975609755	0.5561731929610836
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Slc1a3	0.8097560975609757	2.1720870592069064
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Slc1a2	0.8682926829268293	2.3645327186063088
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Gja1	0.7951219512195122	1.655351824140207
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Glul	0.9804878048780488	3.056068658425441
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Sox9	0.5463414634146342	0.9251901671213041
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Aldoc	0.8292682926829268	2.741996204794626
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Pecam1	0.3024390243902439	0.5023997020380675
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Cdh5	0.2048780487804878	0.30292758619974164
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Esam	0.6146341463414634	1.3359606459453854
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Tek	0.15121951219512195	0.18914012341096884
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Erg	0.06341463414634146	0.08185455555725829
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Vwf	0.14634146341463414	0.22080458246607604
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Kdr	0.17560975609756097	0.22939624326551591
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Ptprc	0.07804878048780488	0.0969212837812067
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Tyrobp	0.5170731707317073	0.9799016601396751
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Lyz2	0.5658536585365853	1.0202700688274848
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	C1qa	0.7121951219512195	1.545682751102029
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Rgs5	0.13170731707317074	0.1876212764535041
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Pdgfrb	0.12195121951219512	0.16683948896901338
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Acta2	0.3121951219512195	0.4925973928850684
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Plp1	0.47317073170731705	0.7977344108305382
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Mbp	0.28292682926829266	0.4282609198914778
GSE174574	GSM5319990	Astrocyte	original_not_retained	205	Snap25	0.0	0.0
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Aldh1l1	0.011117974058060531	0.015440869902848743
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Slc1a3	0.11117974058060531	0.16205038252171775
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Slc1a2	0.15873996294008647	0.24971080357000208
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Gja1	0.2711550339715874	0.43814346247919705
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Glul	0.8777022853613342	2.1719262559588346
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Sox9	0.03705991352686844	0.05324040947884793
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Aldoc	0.24397776405188387	0.3729156109812399
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Pecam1	0.8282890673255096	1.6904534076192712
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Cdh5	0.692402717726992	1.2207227045289106
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Esam	0.9734403953057443	2.575886147439576
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Tek	0.46510191476219886	0.7673137543240336
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Erg	0.3638048177887585	0.589803347559179
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Vwf	0.5596046942557134	1.051449924228484
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Kdr	0.525633106856084	0.8895058855166547
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Ptprc	0.04076590487955528	0.05822752660788601
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Tyrobp	0.35453983940704137	0.5686143978453979
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Lyz2	0.4811612106238419	0.8007167763575755
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	C1qa	0.6707844348363187	1.2164485722130338
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Rgs5	0.12106238418777023	0.19663642276640103
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Pdgfrb	0.017294626312538603	0.02339922740786001
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Acta2	0.28536133415688697	0.44214612476167425
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Plp1	0.4051883878937616	0.6703108582953872
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Mbp	0.19950586781964175	0.31018130059715276
GSE174574	GSM5319990	Endothelial	original_reference_supported	1619	Snap25	0.0	0.0
GSE174574	GSM5319990	Endothelial	reference_added	2257	Aldh1l1	0.02259636685866194	0.03545902547399758
GSE174574	GSM5319990	Endothelial	reference_added	2257	Slc1a3	0.12937527691626052	0.2163048524505257
GSE174574	GSM5319990	Endothelial	reference_added	2257	Slc1a2	0.17368187859991138	0.3029226338062097
GSE174574	GSM5319990	Endothelial	reference_added	2257	Gja1	0.2521045635799734	0.4350275961155218
GSE174574	GSM5319990	Endothelial	reference_added	2257	Glul	0.8781568453699601	2.254532735630562
GSE174574	GSM5319990	Endothelial	reference_added	2257	Sox9	0.057598582188746125	0.09003890635907492
GSE174574	GSM5319990	Endothelial	reference_added	2257	Aldoc	0.2534337616304829	0.433975710952648
GSE174574	GSM5319990	Endothelial	reference_added	2257	Pecam1	0.6056712450155073	1.1925101152688895
GSE174574	GSM5319990	Endothelial	reference_added	2257	Cdh5	0.3637571998227736	0.641627192579451
GSE174574	GSM5319990	Endothelial	reference_added	2257	Esam	0.9158174568010634	2.297316502396167
GSE174574	GSM5319990	Endothelial	reference_added	2257	Tek	0.1586176340274701	0.25813965980607256
GSE174574	GSM5319990	Endothelial	reference_added	2257	Erg	0.09038546743464776	0.14407199209903512
GSE174574	GSM5319990	Endothelial	reference_added	2257	Vwf	0.2255206025697829	0.39408266636788136
GSE174574	GSM5319990	Endothelial	reference_added	2257	Kdr	0.18874612317235268	0.315204737711325
GSE174574	GSM5319990	Endothelial	reference_added	2257	Ptprc	0.04164820558263181	0.06640145058674121
GSE174574	GSM5319990	Endothelial	reference_added	2257	Tyrobp	0.38591050066459903	0.7214350585086409
GSE174574	GSM5319990	Endothelial	reference_added	2257	Lyz2	0.48427115640230395	0.8784317086060203
GSE174574	GSM5319990	Endothelial	reference_added	2257	C1qa	0.6521931767833408	1.3347359979767612
GSE174574	GSM5319990	Endothelial	reference_added	2257	Rgs5	0.12715994683207799	0.25151397611267085
