dataset	sample	condition	config	cell_type	gene	raw_detection	corrected_detection_gt0	corrected_detection_ge1	raw_mean_count	corrected_mean_estimated_count	raw_mean_logcp10k	corrected_mean_logcp10k
GSE174574	GSM5319987	Sham	primary	Endothelial	Aldh1l1	0.0013458950201884	0.0013458950201884	0.0	0.0013458950201884	0.0010796695903455	0.0020872226115444	0.0018975630489588
GSE174574	GSM5319987	Sham	primary	Endothelial	Pecam1	0.7913862718707808	0.7913862718707808	0.4145356662180395	1.5134589502018658	1.511988336004285	1.6153493752984158	1.648210236027337
GSE174574	GSM5319987	Sham	primary	Endothelial	Cdh5	0.6917900403768439	0.6917900403768439	0.2503364737550488	1.035666218034984	1.0352025249316263	1.2905398694611967	1.3183985723636378
GSE174574	GSM5319987	Sham	primary	Endothelial	Kdr	0.6675639300134538	0.6675639300134538	0.2866756393001369	1.1191117092866654	1.1182747874974015	1.2955581623616013	1.3222673850430111
GSE174574	GSM5319987	Sham	primary	Endothelial	Ptprc	0.0100942126514131	0.0100942126514131	0.0	0.0107671601615074	0.0003252291758857	0.0159803810789339	0.0012638335609713
GSE174574	GSM5319987	Sham	primary	Endothelial	Tyrobp	0.1850605652759091	0.1850605652759091	0.0	0.2059219380888297	1.0220318368654578e-06	0.3048238392463121	4.189875358055792e-06
GSE174574	GSM5319987	Sham	primary	Endothelial	C1qa	0.3903095558546474	0.3903095558546474	0.0	0.5329744279946196	5.3668833850798616e-08	0.6960104738528121	2.222845473228537e-07
GSE174574	GSM5319987	Sham	primary	Endothelial	Lyz2	0.1675639300134593	0.1675639300134593	0.0	0.1850605652759089	3.850590456880128e-06	0.2724434853185105	1.5391375158421075e-05
GSE174574	GSM5319987	Sham	primary	Endothelial	Spp1	0.0067294751009421	0.0067294751009421	0.0	0.0067294751009421	0.0035499432326188	0.0097782439439463	0.0069535796799249
GSE174574	GSM5319987	Sham	primary	Endothelial	Timp3	0.6278600269178979	0.6278600269178979	0.3755047106325745	1.7240915208613583	1.7034652653023257	1.3919339462056803	1.4121533836495628
GSE174574	GSM5319987	Sham	primary	Endothelial	Ptn	0.7213997308209873	0.7213997308209873	0.5100942126514184	2.3842530282637737	2.316959345904104	1.730894046693485	1.7424931238115369
GSE174574	GSM5319987	Sham	primary	Endothelial	Plat	0.4623149394347294	0.4623149394347294	0.1884253028263803	0.840511440107668	0.8364836980371343	0.8990659631358083	0.9156754638814076
GSE174574	GSM5319987	Sham	primary	Endothelial	Ptprz1	0.0121130551816958	0.0121130551816958	0.0	0.0121130551816958	0.0065542737698057	0.019035255363214	0.0139501719596878
GSE174574	GSM5319987	Sham	primary	Endothelial	Lrp1	0.0248990578734858	0.0248990578734858	0.0006729475100942	0.0255720053835801	0.0132152153756526	0.0400599051495907	0.0285699105263698
GSE174574	GSM5319987	Sham	primary	Endothelial	Itga5	0.0383580080753701	0.0383580080753701	0.0006729475100942	0.0390309555854643	0.0384597111814943	0.0593096649093407	0.0602158596481058
GSE174574	GSM5319987	Sham	primary	Endothelial	Itgb1	0.3748317631224803	0.3748317631224803	0.0881561238223416	0.4872139973082141	0.4694916352399257	0.646272272122367	0.6504376262005112
GSE174574	GSM5319987	Sham	primary	Endothelial	Col4a1	0.323014804845225	0.323014804845225	0.0908479138627185	0.4448183041722778	0.4408635425276746	0.5623157712219898	0.5723239651504161
GSE174574	GSM5319987	Sham	primary	Endothelial	Itga3	0.031628532974428	0.031628532974428	0.0013458950201884	0.0329744279946164	0.0321303703600531	0.0493845288207168	0.0500023178885633
GSE174574	GSM5319987	Sham	reference_singlet	Astrocyte	Slc1a2	0.9808429118773974	0.9808429118773974	0.9540229885057496	8.601532567049809	8.596643520876636	3.100307331248388	3.17982154947224
GSE174574	GSM5319987	Sham	reference_singlet	Astrocyte	Slc1a3	0.9961685823754818	0.9961685823754818	0.9923371647509608	10.080459770114947	10.064689728784112	3.352683142357699	3.4334692516378285
GSE174574	GSM5319987	Sham	reference_singlet	Astrocyte	Aldh1l1	0.3716475095785435	0.3716475095785435	0.1034482758620689	0.5402298850574708	0.5382834889893028	0.602416287032032	0.6270638155495948
GSE174574	GSM5319987	Sham	reference_singlet	Astrocyte	Pecam1	0.0651340996168582	0.0651340996168582	0.0	0.0689655172413793	4.459535855617638e-05	0.0907302429082629	0.0001536033889777
GSE174574	GSM5319987	Sham	reference_singlet	Astrocyte	Cdh5	0.053639846743295	0.053639846743295	0.0	0.053639846743295	0.0156884903759754	0.0684024346844873	0.0324451496634468
