elapsed_seconds	rss_bytes
0.02	4640768
1.03	164065280
2.05	272203776
3.06	454254592
4.08	556724224
5.09	612798464
6.11	717053952
7.12	859566080
8.14	930643968
9.14	1031692288
10.17	1022341120
11.19	1020571648
12.19	967372800
13.2	974192640
14.22	1012932608
15.22	969719808
16.23	965111808
17.25	977899520
18.28	979861504
19.3	950042624
20.31	959545344
21.33	880201728
22.34	884707328
23.36	833302528
24.38	776507392
25.39	820117504
26.41	771555328
27.42	833306624
28.44	880734208
29.45	869470208
30.47	804421632
31.5	883019776
32.52	828362752
33.53	790376448
34.55	803368960
35.56	891650048
36.58	893743104
37.59	737992704
38.61	874229760
39.62	798212096
40.64	771543040
41.67	896462848
42.69	888422400
43.7	799563776
44.72	783695872
45.73	769564672
46.75	795746304
47.77	772239360
48.78	776028160
49.8	845168640
50.8	843210752
51.81	835158016
52.83	797122560
53.83	858173440
54.84	783495168
55.86	888008704
56.86	819195904
57.89	831385600
58.89	785453056
59.91	785674240
60.92	834715648
61.94	855736320
62.94	891273216
63.95	897855488
64.97	890679296
65.98	893509632
67.0	885051392
68.02	829636608
69.03	923971584
70.05	896802816
71.06	908505088
72.08	887119872
73.08	890171392
74.09	891301888
75.11	881733632
76.12	799264768
77.12	876535808
78.14	845836288
79.16	812183552
80.17	883617792
81.19	893292544
82.2	889278464
83.22	886919168
84.22	803876864
85.23	885575680
86.25	794505216
87.25	831012864
88.27	891645952
89.28	897372160
90.3	895344640
91.3	892932096
92.31	887185408
93.33	893673472
94.34	882339840
95.36	792612864
96.38	805904384
97.39	848060416
98.41	849469440
99.42	799223808
100.44	772583424
101.45	744361984
102.47	802693120
103.48	854048768
104.48	817201152
105.5	798760960
106.52	874352640
107.52	910917632
108.53	896057344
109.55	893845504
110.56	888053760
111.59	881410048
112.59	714932224
113.61	849387520
114.61	971206656
115.62	950095872
116.64	954556416
117.66	954781696
118.66	955752448
119.67	959959040
120.69	968105984
121.7	933883904
122.7	959307776
123.73	961712128
124.73	956715008
125.75	962666496
126.77	963260416
127.78	964706304
128.8	968900608
129.81	971100160
130.83	953556992
131.84	952274944
132.86	959602688
133.88	959553536
134.88	971497472
135.89	971534336
136.91	940802048
137.91	950095872
138.92	950808576
139.94	951783424
140.95	952598528
141.97	953290752
142.97	954691584
143.98	955412480
145.0	955699200
146.02	955813888
147.02	955916288
148.03	956198912
149.05	956223488
150.05	956260352
151.06	972001280
152.08	735412224
153.08	731049984
154.09	720891904
155.11	730337280
156.11	739762176
157.14	742277120
158.16	784965632
