dataset	sample	condition	config	cell_type	n_cells	total_target_counts
GSE245386	GSM7841723	MCAO	primary	Astrocyte	288	2367264
GSE245386	GSM7841723	MCAO	primary	Endothelial	1996	20824642
GSE245386	GSM7841723	MCAO	primary	Pericyte	444	2989368
GSE245386	GSM7841723	MCAO	strict_identity	Astrocyte	258	2299809
GSE245386	GSM7841723	MCAO	strict_identity	Endothelial	1795	19595970
GSE245386	GSM7841723	MCAO	strict_identity	Pericyte	411	2790961
GSE245386	GSM7841723	MCAO	mt10	Astrocyte	250	2321537
GSE245386	GSM7841723	MCAO	mt10	Endothelial	1986	20800308
GSE245386	GSM7841723	MCAO	mt10	Pericyte	439	2982074
