dataset	sample	condition	config	cell_type	n_cells	total_target_counts
GSE245386	GSM7841724	MCAO	primary	Astrocyte	716	6120618
GSE245386	GSM7841724	MCAO	primary	Endothelial	2147	16683386
GSE245386	GSM7841724	MCAO	primary	Pericyte	694	3572869
GSE245386	GSM7841724	MCAO	strict_identity	Astrocyte	691	5983989
GSE245386	GSM7841724	MCAO	strict_identity	Endothelial	1948	15711928
GSE245386	GSM7841724	MCAO	strict_identity	Pericyte	655	3350089
GSE245386	GSM7841724	MCAO	mt10	Astrocyte	627	5946958
GSE245386	GSM7841724	MCAO	mt10	Endothelial	2123	16623610
GSE245386	GSM7841724	MCAO	mt10	Pericyte	681	3553096
