dataset	sample	default_last_iteration	default_last_max_divergence	extended_last_iteration	extended_last_max_divergence	extended_converged	identical_inputs	default_median_contamination	extended_median_contamination	mean_absolute_contamination_change	max_absolute_contamination_change	count_matrix_l1_difference	count_matrix_l1_divided_by_raw_total	largest_absolute_estimated_count_change
GSE174574	GSM5319992	500	0.004584	637	0.0009979	True	True	0.06315525319512841	0.0613947998261188	0.003271245756968422	0.37541859745471595	122966.72899615919	0.003564934485190986	394.92882398471124
